gpx_path,track_name,candidate_count_default,trackpoint_count,valid_elevation_point_count,elevation_range,first_time_utc,last_time_utc,linked_yamap_activity_id,yamap_title,yamap_link_status,title_component_count,title_component_source,outlier_category,review_reason,suggested_followup,needs_manual_review
gpx/raw/yamap_2022-05-07_14_18.gpx,平石山,0,19,19,24.72,2022-05-07T05:18:00Z,2022-05-07T05:31:19Z,17195739,平石山,single_high_confidence_candidate,1,track_name,zero_candidates|few_trackpoints|low_elevation_range,Criteria met: zero_candidates|few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2022-05-15_06_10.gpx,割石東山・青滝山・堂ヶ森,6,1171,1171,1000.31,2022-05-14T21:10:59Z,2022-05-15T05:47:13Z,17344616,割石東山・青滝山・堂ヶ森,single_high_confidence_candidate,3,track_name,high_candidate_count,Criteria met: high_candidate_count,Review parameters or data quality,True
gpx/raw/yamap_2022-06-16_16_00.gpx,姫草,1,22,22,55.42,2022-06-16T07:00:09Z,2022-06-16T07:15:33Z,17955297,姫草,single_high_confidence_candidate,1,track_name,few_trackpoints,Criteria met: few_trackpoints,Review parameters or data quality,True
gpx/raw/yamap_2022-06-16_16_25.gpx,牛城,1,36,36,143.02,2022-06-16T07:25:56Z,2022-06-16T08:04:12Z,17956064,牛城,single_high_confidence_candidate,1,track_name,few_trackpoints,Criteria met: few_trackpoints,Review parameters or data quality,True
gpx/raw/yamap_2022-07-10_07_25.gpx,男山・瓶ヶ森・西黒森,3,348,348,270.92,2022-07-09T22:25:35Z,2022-07-10T02:06:13Z,18371502,男山・瓶ヶ森・西黒森,needs_review,3,track_name,linking_unresolved,Criteria met: linking_unresolved,Review parameters or data quality,True
gpx/raw/yamap_2022-07-14_11_15.gpx,龍石山,0,15,15,23.59,2022-07-14T02:15:47Z,2022-07-14T02:25:15Z,18428061,龍石山,single_high_confidence_candidate,1,track_name,zero_candidates|few_trackpoints|low_elevation_range,Criteria met: zero_candidates|few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2022-07-21_10_02.gpx,子持山（頂上にたどり着けず）,1,41,41,60.83,2022-07-21T01:02:37Z,2022-07-21T01:24:40Z,18543106,子持山（頂上にたどり着けず）,single_high_confidence_candidate,1,track_name,few_trackpoints,Criteria met: few_trackpoints,Review parameters or data quality,True
gpx/raw/yamap_2022-09-07_13_28.gpx,湯築山,0,19,19,19.15,2022-09-07T04:28:08Z,2022-09-07T04:43:38Z,19437997,湯築山,single_high_confidence_candidate,1,track_name,zero_candidates|few_trackpoints|low_elevation_range,Criteria met: zero_candidates|few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2022-09-14_12_28.gpx,松軒山,0,33,33,39.59,2022-09-14T03:28:25Z,2022-09-14T03:44:12Z,19588038,松軒山,single_high_confidence_candidate,1,track_name,zero_candidates|few_trackpoints|low_elevation_range,Criteria met: zero_candidates|few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2022-09-15_11_02.gpx,伊勢山,1,46,46,52.54,2022-09-15T02:02:04Z,2022-09-15T02:28:19Z,19600557,伊勢山,single_high_confidence_candidate,1,track_name,few_trackpoints,Criteria met: few_trackpoints,Review parameters or data quality,True
gpx/raw/yamap_2022-09-15_11_50.gpx,久司山,1,21,21,45.24,2022-09-15T02:50:04Z,2022-09-15T03:06:01Z,19601222,久司山,single_high_confidence_candidate,1,track_name,few_trackpoints|low_elevation_range,Criteria met: few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2022-09-20_13_59.gpx,狩江権現山,0,44,44,33.01,2022-09-20T04:59:13Z,2022-09-20T05:17:00Z,19698405,狩江権現山,single_high_confidence_candidate,1,track_name,zero_candidates|few_trackpoints|low_elevation_range,Criteria met: zero_candidates|few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2022-10-14_12_05.gpx,高戸山,1,37,37,42.04,2022-10-14T03:05:20Z,2022-10-14T03:28:19Z,20211117,高戸山,single_high_confidence_candidate,1,track_name,few_trackpoints|low_elevation_range,Criteria met: few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2022-10-21_09_17.gpx,すくも山,0,32,32,12.26,2022-10-21T00:17:44Z,2022-10-21T00:33:18Z,20370835,すくも山,single_high_confidence_candidate,1,track_name,zero_candidates|few_trackpoints|low_elevation_range,Criteria met: zero_candidates|few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2022-10-27_13_37.gpx,冨士山,1,40,40,50.6,2022-10-27T04:37:54Z,2022-10-27T05:01:46Z,20527420,冨士山,single_high_confidence_candidate,1,track_name,few_trackpoints,Criteria met: few_trackpoints,Review parameters or data quality,True
gpx/raw/yamap_2022-10-28_06_21.gpx,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,6,748,748,594.94,2022-10-27T21:21:42Z,2022-10-28T04:58:37Z,20542185,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,single_high_confidence_candidate,7,track_name,high_candidate_count,Criteria met: high_candidate_count,Review parameters or data quality,True
gpx/raw/yamap_2022-11-26_04_41.gpx,銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平,6,1044,1044,902.61,2022-11-25T19:41:14Z,2022-11-26T05:22:42Z,21174105,銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平,single_high_confidence_candidate,6,track_name,high_candidate_count,Criteria met: high_candidate_count,Review parameters or data quality,True
gpx/raw/yamap_2022-12-25_10_46.gpx,塔ノ峰,0,23,23,30.86,2022-12-25T01:46:04Z,2022-12-25T01:57:43Z,21590134,塔ノ峰,single_high_confidence_candidate,1,track_name,zero_candidates|few_trackpoints|low_elevation_range,Criteria met: zero_candidates|few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2022-12-25_11_10.gpx,海山,0,13,13,20.66,2022-12-25T02:10:54Z,2022-12-25T02:21:39Z,21590913,海山,single_high_confidence_candidate,1,track_name,zero_candidates|few_trackpoints|low_elevation_range,Criteria met: zero_candidates|few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2022-12-25_11_41.gpx,近見山,1,48,48,89.3,2022-12-25T02:41:13Z,2022-12-25T03:09:47Z,21592956,近見山,single_high_confidence_candidate,1,track_name,few_trackpoints,Criteria met: few_trackpoints,Review parameters or data quality,True
gpx/raw/yamap_2022-12-25_12_44.gpx,唐子山,1,44,44,127.3,2022-12-25T03:44:58Z,2022-12-25T04:08:45Z,21596150,唐子山,single_high_confidence_candidate,1,track_name,few_trackpoints,Criteria met: few_trackpoints,Review parameters or data quality,True
gpx/raw/yamap_2022-12-25_13_36.gpx,医王山,1,37,37,59.31,2022-12-25T04:36:19Z,2022-12-25T05:00:21Z,21599402,医王山,single_high_confidence_candidate,1,track_name,few_trackpoints,Criteria met: few_trackpoints,Review parameters or data quality,True
gpx/raw/yamap_2022-12-25_15_08.gpx,佐々久山,0,39,39,30.71,2022-12-25T06:08:42Z,2022-12-25T06:26:20Z,21605174,佐々久山,single_high_confidence_candidate,1,track_name,zero_candidates|few_trackpoints|low_elevation_range,Criteria met: zero_candidates|few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2022-12-31_14_13.gpx,土亀山,0,17,17,21.37,2022-12-31T05:13:47Z,2022-12-31T05:21:23Z,21696855,土亀山,single_high_confidence_candidate,1,track_name,zero_candidates|few_trackpoints|low_elevation_range,Criteria met: zero_candidates|few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2022-12-31_14_27.gpx,天山,0,14,14,19.36,2022-12-31T05:27:11Z,2022-12-31T05:35:09Z,21697421,天山,single_high_confidence_candidate,1,track_name,zero_candidates|few_trackpoints|low_elevation_range,Criteria met: zero_candidates|few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2022-12-31_14_45.gpx,東山,0,24,24,18.61,2022-12-31T05:45:23Z,2022-12-31T05:52:56Z,21698197,東山,single_high_confidence_candidate,1,track_name,zero_candidates|few_trackpoints|low_elevation_range,Criteria met: zero_candidates|few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2022-12-31_15_00.gpx,星岡山,1,49,49,40.05,2022-12-31T06:00:21Z,2022-12-31T06:21:00Z,21699312,星岡山,single_high_confidence_candidate,1,track_name,few_trackpoints|low_elevation_range,Criteria met: few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2023-01-03_07_36.gpx,福見山・河原樋山・真松嶺・柿王寺森,5,717,717,721.77,2023-01-02T22:36:56Z,2023-01-03T04:44:57Z,21774169,福見山・河原樋山・真松嶺・柿王寺森,single_high_confidence_candidate,4,track_name,high_candidate_count,Criteria met: high_candidate_count,Review parameters or data quality,True
gpx/raw/yamap_2023-01-21_09_56.gpx,大森山,1,37,37,106.16,2023-01-21T00:56:37Z,2023-01-21T01:28:26Z,22060688,大森山,single_high_confidence_candidate,1,track_name,few_trackpoints,Criteria met: few_trackpoints,Review parameters or data quality,True
gpx/raw/yamap_2023-01-21_10_45.gpx,見晴山,0,35,35,26.23,2023-01-21T01:45:40Z,2023-01-21T01:59:54Z,22061577,見晴山,single_high_confidence_candidate,1,track_name,zero_candidates|few_trackpoints|low_elevation_range,Criteria met: zero_candidates|few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2023-01-21_11_14.gpx,権現山,0,33,33,34.74,2023-01-21T02:14:41Z,2023-01-21T02:33:32Z,22062877,権現山,single_high_confidence_candidate,1,track_name,zero_candidates|few_trackpoints|low_elevation_range,Criteria met: zero_candidates|few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2023-01-21_12_02.gpx,遠見山,0,19,19,32.03,2023-01-21T03:02:38Z,2023-01-21T03:20:41Z,22065412,遠見山,single_high_confidence_candidate,1,track_name,zero_candidates|few_trackpoints|low_elevation_range,Criteria met: zero_candidates|few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2023-01-28_13_44.gpx,佐古田山,1,45,45,40.6,2023-01-28T04:44:39Z,2023-01-28T04:59:53Z,22169885,佐古田山,single_high_confidence_candidate,1,track_name,few_trackpoints|low_elevation_range,Criteria met: few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2023-06-18_10_45.gpx,亀老山,0,34,34,59.73,2023-06-18T01:45:04Z,2023-06-18T02:29:43Z,24963250,亀老山,single_high_confidence_candidate,1,track_name,zero_candidates|few_trackpoints,Criteria met: zero_candidates|few_trackpoints,Review parameters or data quality,True
gpx/raw/yamap_2023-11-11_07_17.gpx,四辻ノ森・三光ノ辻山,5,770,770,763.67,2023-11-10T22:17:32Z,2023-11-11T06:29:52Z,28123419,四辻ノ森・三光ノ辻山,single_high_confidence_candidate,2,track_name,high_candidate_count,Criteria met: high_candidate_count,Review parameters or data quality,True
gpx/raw/yamap_2023-11-19_06_46.gpx,瀬戸黒森・三森・羽子山・観音森,5,814,814,298.64,2023-11-18T21:48:06Z,2023-11-19T04:38:31Z,28270130,瀬戸黒森・三森・羽子山・観音森,single_high_confidence_candidate,4,track_name,high_candidate_count,Criteria met: high_candidate_count,Review parameters or data quality,True
gpx/raw/yamap_2023-12-17_09_45.gpx,秦皇山,0,7,7,2.89,2023-12-17T00:45:11Z,2023-12-17T00:50:06Z,28788628,秦皇山,single_high_confidence_candidate,1,track_name,zero_candidates|few_trackpoints|low_elevation_range,Criteria met: zero_candidates|few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2023-12-17_10_30.gpx,平岡山(平岡城址),1,47,47,72.31,2023-12-17T01:30:50Z,2023-12-17T01:59:10Z,28790948,平岡山(平岡城址),single_high_confidence_candidate,1,track_name,few_trackpoints,Criteria met: few_trackpoints,Review parameters or data quality,True
gpx/raw/yamap_2024-01-27_13_31.gpx,宝股山,1,30,30,105.84,2024-01-27T04:31:52Z,2024-01-27T04:58:45Z,29488111,宝股山,single_high_confidence_candidate,1,track_name,few_trackpoints,Criteria met: few_trackpoints,Review parameters or data quality,True
gpx/raw/yamap_2024-01-27_14_28.gpx,開山,0,11,11,8.36,2024-01-27T05:28:13Z,2024-01-27T05:36:19Z,29492158,開山,single_high_confidence_candidate,1,track_name,zero_candidates|few_trackpoints|low_elevation_range,Criteria met: zero_candidates|few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2024-02-24_07_06.gpx,高月山・東高月山・郭公岳・櫨ヶ森・毛山,5,611,611,270.92,2024-02-23T22:06:40Z,2024-02-24T03:52:49Z,30009031,高月山・東高月山・郭公岳・櫨ヶ森・毛山,single_high_confidence_candidate,5,track_name,high_candidate_count,Criteria met: high_candidate_count,Review parameters or data quality,True
gpx/raw/yamap_2024-03-03_08_44.gpx,観音岳,1,37,37,76.57,2024-03-02T23:44:14Z,2024-03-03T00:09:02Z,30141050,観音岳,single_high_confidence_candidate,1,track_name,few_trackpoints,Criteria met: few_trackpoints,Review parameters or data quality,True
gpx/raw/yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,7,687,687,317.6,2024-03-09T22:12:24Z,2024-03-10T04:40:12Z,30276721,夫婦山・白山・観音山・国見山・城山・御勧請山,single_high_confidence_candidate,6,track_name,high_candidate_count,Criteria met: high_candidate_count,Review parameters or data quality,True
gpx/raw/yamap_2024-04-07_06_45.gpx,二箆山・西雑誌山,6,645,645,697.36,2024-04-06T21:45:15Z,2024-04-07T05:19:43Z,30816685,二箆山・西雑誌山,single_high_confidence_candidate,2,track_name,high_candidate_count|title_candidate_count_mismatch,Criteria met: high_candidate_count|title_candidate_count_mismatch,Review parameters or data quality,True
gpx/raw/yamap_2024-05-11_13_46.gpx,丸滝山,1,25,25,117.21,2024-05-11T04:46:13Z,2024-05-11T05:47:23Z,31711263,丸滝山,single_high_confidence_candidate,1,track_name,few_trackpoints,Criteria met: few_trackpoints,Review parameters or data quality,True
gpx/raw/yamap_2024-05-19_08_47.gpx,二反山・青刈山,1,213,213,290.71,2024-05-18T23:47:55Z,2024-05-19T05:51:22Z,,,no_candidate,2,track_name,linking_unresolved,Criteria met: linking_unresolved,Review parameters or data quality,True
gpx/raw/yamap_2024-06-14_06_46.gpx,二反山,1,175,175,290.92,2024-06-13T21:46:43Z,2024-06-14T01:10:35Z,,,no_candidate,1,track_name,linking_unresolved,Criteria met: linking_unresolved,Review parameters or data quality,True
gpx/raw/yamap_2024-06-16_07_27.gpx,薬師山,1,141,141,338.94,2024-06-15T22:27:58Z,2024-06-16T00:48:51Z,,,no_candidate,1,track_name,linking_unresolved,Criteria met: linking_unresolved,Review parameters or data quality,True
gpx/raw/yamap_2024-08-03_20_36.gpx,高縄山,1,54,54,56.58,2024-08-03T11:36:52Z,2024-08-03T13:09:58Z,,,no_candidate,1,track_name,linking_unresolved,Criteria met: linking_unresolved,Review parameters or data quality,True
gpx/raw/yamap_2024-10-14_04_48.gpx,三ッ足山・カガマシ山・橡尾山・笹ヶ峰,6,733,733,1072.37,2024-10-13T19:48:21Z,2024-10-14T06:54:11Z,35193395,三ッ足山・カガマシ山・橡尾山・笹ヶ峰,single_high_confidence_candidate,4,track_name,high_candidate_count,Criteria met: high_candidate_count,Review parameters or data quality,True
gpx/raw/yamap_2024-12-01_14_17.gpx,城山,0,22,22,18.61,2024-12-01T05:17:01Z,2024-12-01T05:35:24Z,36324491,城山,single_high_confidence_candidate,1,track_name,zero_candidates|few_trackpoints|low_elevation_range,Criteria met: zero_candidates|few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2024-12-15_07_21.gpx,陣が森・岩が森・スクモ塚・高萩山・長者森,5,824,824,428.98,2024-12-14T22:21:48Z,2024-12-15T05:50:06Z,36604386,陣が森・岩が森・スクモ塚・高萩山・長者森,single_high_confidence_candidate,5,track_name,high_candidate_count,Criteria met: high_candidate_count,Review parameters or data quality,True
gpx/raw/yamap_2025-01-03_07_19.gpx,壺神山・滝山・足山・皿が森,5,844,844,978.71,2025-01-02T22:19:23Z,2025-01-03T07:52:58Z,36988248,壺神山・滝山・足山・皿が森,single_high_confidence_candidate,4,track_name,high_candidate_count,Criteria met: high_candidate_count,Review parameters or data quality,True
gpx/raw/yamap_2025-01-30_12_21.gpx,垣生山,1,34,34,181.11,2025-01-30T03:21:21Z,2025-01-30T03:47:04Z,37545783,垣生山,single_high_confidence_candidate,1,track_name,few_trackpoints,Criteria met: few_trackpoints,Review parameters or data quality,True
gpx/raw/yamap_2025-02-09_07_31.gpx,カレイ山,0,21,21,26.36,2025-02-08T22:31:58Z,2025-02-08T22:43:08Z,37702991,カレイ山,single_high_confidence_candidate,1,track_name,zero_candidates|few_trackpoints|low_elevation_range,Criteria met: zero_candidates|few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2025-02-09_11_27.gpx,高取山,1,18,18,51.87,2025-02-09T02:27:45Z,2025-02-09T02:50:41Z,37710332,高取山,single_high_confidence_candidate,1,track_name,few_trackpoints,Criteria met: few_trackpoints,Review parameters or data quality,True
gpx/raw/yamap_2025-02-24_09_04.gpx,若いもん山,0,46,46,11.88,2025-02-24T00:04:08Z,2025-02-24T00:33:25Z,38067461,若いもん山,single_high_confidence_candidate,1,track_name,zero_candidates|few_trackpoints|low_elevation_range,Criteria met: zero_candidates|few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2025-02-28_10_24.gpx,幻城下城,1,46,46,46.78,2025-02-28T01:24:55Z,2025-02-28T01:51:09Z,38147328,幻城下城,single_high_confidence_candidate,1,track_name,few_trackpoints|low_elevation_range,Criteria met: few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2025-03-17_13_17.gpx,高森山,1,87,87,36.25,2025-03-17T04:17:00Z,2025-03-17T04:44:20Z,38474523,高森山,single_high_confidence_candidate,1,track_name,low_elevation_range,Criteria met: low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2025-03-30_09_12.gpx,一ヶ森,1,27,27,48.36,2025-03-30T00:12:35Z,2025-03-30T00:30:13Z,38767605,一ヶ森,single_high_confidence_candidate,1,track_name,few_trackpoints|low_elevation_range,Criteria met: few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2025-04-06_08_48.gpx,加塚山,6,593,593,277.88,2025-04-05T23:48:40Z,2025-04-06T05:11:11Z,38951022,加塚山,single_high_confidence_candidate,1,track_name,high_candidate_count|title_candidate_count_mismatch,Criteria met: high_candidate_count|title_candidate_count_mismatch,Review parameters or data quality,True
gpx/raw/yamap_2025-07-06_12_03.gpx,伊吹山,1,29,29,32.36,2025-07-06T03:03:18Z,2025-07-06T03:29:15Z,41245493,伊吹山,single_high_confidence_candidate,1,track_name,few_trackpoints|low_elevation_range,Criteria met: few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2025-08-15_10_51.gpx,小牛城,1,32,32,48.49,2025-08-15T01:51:56Z,2025-08-15T02:27:03Z,42189398,小牛城,single_high_confidence_candidate,1,track_name,few_trackpoints|low_elevation_range,Criteria met: few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2025-10-23_15_58.gpx,大峰,1,42,42,63.48,2025-10-23T06:58:32Z,2025-10-23T07:18:33Z,43811493,大峰,single_high_confidence_candidate,1,track_name,few_trackpoints,Criteria met: few_trackpoints,Review parameters or data quality,True
gpx/raw/yamap_2025-10-23_16_38.gpx,堂堂山,1,42,42,41.92,2025-10-23T07:38:33Z,2025-10-23T07:52:41Z,43812344,堂堂山,single_high_confidence_candidate,1,track_name,few_trackpoints|low_elevation_range,Criteria met: few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2026-02-22_07_32.gpx,高森山・町木山・寒台山・鎧掛山,5,708,708,611.13,2026-02-21T22:32:46Z,2026-02-22T04:56:23Z,46325366,高森山・町木山・寒台山・鎧掛山,single_high_confidence_candidate,4,track_name,high_candidate_count,Criteria met: high_candidate_count,Review parameters or data quality,True
gpx/raw/yamap_2026-02-23_14_06.gpx,花見山,0,11,11,8.23,2026-02-23T05:06:15Z,2026-02-23T05:23:31Z,46376333,花見山,single_high_confidence_candidate,1,track_name,zero_candidates|few_trackpoints|low_elevation_range,Criteria met: zero_candidates|few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2026-03-01_06_45.gpx,剣ノ山・三傍示山・塩塚峰,5,851,851,332.65,2026-02-28T21:45:02Z,2026-03-01T06:40:58Z,46501638,剣ノ山・三傍示山・塩塚峰,single_high_confidence_candidate,3,track_name,high_candidate_count,Criteria met: high_candidate_count,Review parameters or data quality,True
gpx/raw/yamap_2026-03-07_09_28.gpx,尻割山・四本松,0,173,173,307.77,2026-03-07T00:28:50Z,2026-03-07T01:51:10Z,46568450,尻割山・四本松,single_high_confidence_candidate,2,track_name,zero_candidates|title_candidate_count_mismatch,Criteria met: zero_candidates|title_candidate_count_mismatch,Review parameters or data quality,True
gpx/raw/yamap_2026-03-08_07_27.gpx,呉石山,1,49,49,48.8,2026-03-07T22:27:54Z,2026-03-07T22:54:26Z,46595142,呉石山,single_high_confidence_candidate,1,track_name,few_trackpoints|low_elevation_range,Criteria met: few_trackpoints|low_elevation_range,Review parameters or data quality,True
gpx/raw/yamap_2026-04-12_11_03.gpx,権現山,1,43,43,86.17,2026-04-12T02:03:01Z,2026-04-12T02:28:07Z,47381696,権現山,single_high_confidence_candidate,1,track_name,few_trackpoints,Criteria met: few_trackpoints,Review parameters or data quality,True
