summit_candidate_id,source_gpx_basename,track_name,candidate_lat,candidate_lon,candidate_ele_m,top1_mountain_count,top3_mountain_count,top1_mountain_nos,top1_mountain_names,top3_mountain_nos,top3_mountain_names,max_score,score_spread,suggested_review_bucket,notes
summit-candidate:53d0e375c60814f6,yamap_2022-11-26_04_41.gpx,銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平,33.8537021,133.3199199,1457.99,2,4,165|166,綱繰山|獅子舞の鼻,165|166|167|321,綱繰山|獅子舞の鼻|冠山|西山,0.85,0.78,resolve_conflict,top1_count=2; top3_count=4; max_score=0.85
summit-candidate:606168b97944fce5,yamap_2024-04-28_10_37.gpx,日浦嶺・打越山,33.5926584,132.8486131,900.0566666666667,2,4,298|520,日浦嶺|牛ノ峯,297|298|299|520,狼ヶ城山|日浦嶺|打越山|牛ノ峯,0.68,0.41,resolve_conflict,top1_count=2; top3_count=4; max_score=0.68
summit-candidate:6756239601754708,yamap_2026-02-14_13_33.gpx,権現山,33.4692555,132.4112445,358.1833333333334,2,4,464|465,飯之山|権現山,436|463|464|465,大峰|大畑山|飯之山|権現山,0.85,0.58,resolve_conflict,top1_count=2; top3_count=4; max_score=0.85
summit-candidate:8078eb6cc96c519a,yamap_2024-10-14_04_48.gpx,三ッ足山・カガマシ山・橡尾山・笹ヶ峰,33.895514,133.6139166,1096.6433333333332,2,4,325|524,三ッ足山|熊鷹山,325|326|327|524,三ッ足山|カガマシ山|橡尾山|熊鷹山,0.85,0.78,resolve_conflict,top1_count=2; top3_count=4; max_score=0.85
summit-candidate:8cef52d6989a94db,yamap_2025-01-30_10_12.gpx,北山,33.9640455,133.4034525,237.66666666666666,2,4,367|368,西の山|北山,130|366|367|368,高文殊山|弥八山|西の山|北山,0.85,0.78,resolve_conflict,top1_count=2; top3_count=4; max_score=0.85
summit-candidate:cfd366be872f9534,yamap_2024-12-22_06_34.gpx,八倉山・行道山・水晶ヶ森,33.7579255,132.7571571,401.8633333333333,2,4,350|351,行道山|水晶ヶ森,349|350|351|352,八倉山|行道山|水晶ヶ森|笹ヶ平山,0.85,0.58,resolve_conflict,top1_count=2; top3_count=4; max_score=0.85
summit-candidate:e084389cc60ad329,yamap_2022-05-05_13_29.gpx,陣ヶ森・前々司山・うなめご,33.7260215,132.9136819,1203.3533333333332,2,4,82|506,陣ヶ森|陣ヶ森,80|81|82|506,うなめご|前々司山|陣ヶ森|陣ヶ森,0.73,0.46,resolve_conflict,top1_count=2; top3_count=4; max_score=0.73
summit-candidate:e75e04c2fbe61c2f,yamap_2024-03-16_09_21.gpx,トギ・張木山・高手山,33.5806252,132.4593069,391.45205218380346,2,4,281|283,トギ|高手山,281|282|283|284,トギ|張木山|高手山|斎藤山,0.85,0.78,resolve_conflict,top1_count=2; top3_count=4; max_score=0.85
summit-candidate:ef5127a689eaf48a,yamap_2022-09-20_14_24.gpx,極山,33.3425963,132.4607227,559.4133333333333,2,4,128|129,狩江権現山|極山,128|129|454|504,狩江権現山|極山|竜王の峰|鉢が森,0.85,0.78,resolve_conflict,top1_count=2; top3_count=4; max_score=0.85
summit-candidate:02fa4cfab6fa90d3,yamap_2022-12-12_08_41.gpx,遠ヶ森,33.7134297,132.824108,731.4733333333334,2,3,168|531,遠ヶ森|扇山,168|169|531,遠ヶ森|扇山|扇山,0.75,0.48,resolve_conflict,top1_count=2; top3_count=3; max_score=0.75
summit-candidate:109bc31ba8b3aa15,yamap_2025-09-21_08_53.gpx,前社ヶ森・剣山・黒川山,33.7755639,133.1209272,1627.0833333333333,2,3,426|427,前社ヶ森|剣山,425|426|427,黒川山|前社ヶ森|剣山,0.85,0.63,resolve_conflict,top1_count=2; top3_count=3; max_score=0.85
summit-candidate:1d97e1955af85092,yamap_2023-12-17_10_30.gpx,平岡山(平岡城址) ,33.7116367,132.7230323,417.80228626332246,2,3,253|254,秦皇山|平岡山(平岡城址),252|253|254,総津権現山|秦皇山|平岡山(平岡城址),0.85,0.78,resolve_conflict,top1_count=2; top3_count=3; max_score=0.85
summit-candidate:2011a6c909945d6f,yamap_2026-04-12_11_03.gpx,権現山,33.8390197,132.7201785,102.87,2,3,37|494,日王山|権現山,37|378|494,日王山|要害山|権現山,0.79,0.72,resolve_conflict,top1_count=2; top3_count=3; max_score=0.79
summit-candidate:25e47e34740282d2,yamap_2022-10-28_06_21.gpx,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,33.7336817,132.9534746,1313.3500000000001,2,3,154|156,法師山|梅ヶ谷山,153|154|156,石墨山|法師山|梅ヶ谷山,0.75,0.48,resolve_conflict,top1_count=2; top3_count=3; max_score=0.75
summit-candidate:3b98b67bbe0fe0f9,yamap_2022-05-22_08_09.gpx,石鎚山・天狗岳・南尖峰,33.7675949,133.1152818,1979.1701508543217,2,3,93|233,南尖峰|天狗岳,93|233|234,南尖峰|天狗岳|石鎚山,0.68,0,resolve_conflict,top1_count=2; top3_count=3; max_score=0.68
summit-candidate:47b61397fb9c5d3f,yamap_2025-02-24_10_12.gpx,霊仙山,34.0105612,133.0203144,152.43333333333337,2,3,381|382,霊仙山|若いもん山,381|382|383,霊仙山|若いもん山|無宗天山,0.85,0.78,resolve_conflict,top1_count=2; top3_count=3; max_score=0.85
summit-candidate:50aa5073a99759cf,yamap_2022-06-18_14_26.gpx,立石山,34.280645,133.1726806,133.6903994266386,2,3,99|100,鉢巻山|立石山,98|99|100,積善山|鉢巻山|立石山,0.68,0.41,resolve_conflict,top1_count=2; top3_count=3; max_score=0.68
summit-candidate:59c561a08189d6b9,yamap_2022-01-29_08_35.gpx,皿ヶ森・経座ヶ森・ヨソ山,33.8233656,132.9413939,630.2399999999999,2,3,11|12,皿ヶ森|経座ヶ森,11|12|58,皿ヶ森|経座ヶ森|ヨソ山,0.85,0.78,resolve_conflict,top1_count=2; top3_count=3; max_score=0.85
summit-candidate:6b62cbb916ef874d,yamap_2025-12-14_08_56.gpx,梁瀬山・紅葉山,33.4920833,132.5614224,371.28,2,3,444|445,紅葉山|梁瀬山,443|444|445,根太山|紅葉山|梁瀬山,0.85,0.78,resolve_conflict,top1_count=2; top3_count=3; max_score=0.85
summit-candidate:74dd1729abbd7bb5,yamap_2023-01-03_07_36.gpx,福見山・河原樋山・真松嶺・柿王寺森,33.8887442,132.8659698,538.9699999999999,2,3,183|184,真松嶺|柿王寺森,182|183|184,河原樋山|真松嶺|柿王寺森,0.85,0.78,resolve_conflict,top1_count=2; top3_count=3; max_score=0.85
summit-candidate:76cc7bb75549e7a1,yamap_2024-04-20_05_43.gpx,気多山・八辻ノ峰・五代ヶ森,33.7367329,133.0832761,1709.1566666666668,2,3,294|295,八辻ノ峰|五代ヶ森,293|294|295,気多山|八辻ノ峰|五代ヶ森,0.85,0.78,resolve_conflict,top1_count=2; top3_count=3; max_score=0.85
summit-candidate:7ceb76663c2bb81b,yamap_2022-04-08_09_33.gpx,鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山,33.1905947,132.6094331,1155.4333072605007,2,3,60|63,鬼ヶ城山|大久保山,60|62|63,鬼ヶ城山|八面山|大久保山,0.85,0.78,resolve_conflict,top1_count=2; top3_count=3; max_score=0.85
summit-candidate:7d7066baad9d7077,yamap_2022-03-03_10_47.gpx,奥之城山・ヌタノサコ,33.8922068,132.8273765,505.77666666666664,2,3,28|40,岩柄山|ヌタノサコ,28|40|232,岩柄山|ヌタノサコ|奥之城山,0.85,0.78,resolve_conflict,top1_count=2; top3_count=3; max_score=0.85
summit-candidate:82d3009a6c1b2511,yamap_2022-10-03_14_57.gpx,雄甲山・雌甲山,33.9465786,132.799306,218.9593458353185,2,3,134|135,雄甲山|雌甲山,46|134|135,道後山|雄甲山|雌甲山,0.79,0.72,resolve_conflict,top1_count=2; top3_count=3; max_score=0.79
summit-candidate:8f25ad4ff380df77,yamap_2026-03-06_09_00.gpx,世田山・笠松山東峰・笠松山,33.9820342,133.0334752,346.8866666666666,2,3,114|477,世田山|笠松山東峰,114|115|477,世田山|笠松山|笠松山東峰,0.85,0.78,resolve_conflict,top1_count=2; top3_count=3; max_score=0.85
summit-candidate:9d5a3bd31bedfeda,yamap_2022-08-26_08_45.gpx,世田山・笠松山,33.9792546,133.0397832,356.6686284540569,2,3,115|518,笠松山|笠松山,114|115|518,世田山|笠松山|笠松山,0.85,0.58,resolve_conflict,top1_count=2; top3_count=3; max_score=0.85
summit-candidate:a0ef25e9a532b62e,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,33.7052794,132.7652806,888.5027304594954,2,3,16|519,障子山|蒲山,16|519|520,障子山|蒲山|牛ノ峯,0.68,0.41,resolve_conflict,top1_count=2; top3_count=3; max_score=0.68
summit-candidate:aadeb26cf0359691,yamap_2022-10-14_12_05.gpx,高戸山,33.9054103,132.6682142,112.67333333333333,2,3,140|142,高戸山|泰の山,140|141|142,高戸山|犬吠山|泰の山,0.68,0.41,resolve_conflict,top1_count=2; top3_count=3; max_score=0.68
summit-candidate:b73a23fa4b3abc39,yamap_2023-09-06_13_30.gpx,冠岳,33.728215,133.1156537,1375.6266666666668,2,3,238|435,冠岳|東ノ冠岳,108|238|435,西ノ冠岳|冠岳|東ノ冠岳,0.85,0.78,resolve_conflict,top1_count=2; top3_count=3; max_score=0.85
summit-candidate:dba931625b34d9ac,yamap_2023-10-13_10_02.gpx,ベツソ山・歯朶谷山,33.741489,132.7329923,313.21999999999997,2,3,241|242,ベツソ山|歯朶谷山,151|241|242,冨士山|ベツソ山|歯朶谷山,0.85,0.58,resolve_conflict,top1_count=2; top3_count=3; max_score=0.85
summit-candidate:e2c08955f9275289,yamap_2024-10-20_06_42.gpx,ハネズル山,33.88745,133.4510092,1291.8700000000001,2,3,329|527,ハネズル山|兵庫山,329|330|527,ハネズル山|天堤山|兵庫山,0.85,0.58,resolve_conflict,top1_count=2; top3_count=3; max_score=0.85
summit-candidate:fbd725fc8006e2c8,yamap_2022-02-28_13_13.gpx,花木山,34.0752611,132.9233053,50.49,2,3,38|39,重茂山|花木山,38|39|149,重茂山|花木山|すくも山,0.85,0.58,resolve_conflict,top1_count=2; top3_count=3; max_score=0.85
summit-candidate:159deb385560c198,yamap_2022-06-20_12_02.gpx,安神山・鷲ヶ頭山,34.2396526,133.0209828,436.9143046126708,2,2,101|102,鷲ヶ頭山|安神山,101|102,鷲ヶ頭山|安神山,0.68,0.61,resolve_conflict,top1_count=2; top3_count=2; max_score=0.68
summit-candidate:17a471cc45af2c05,yamap_2025-04-27_06_23.gpx,野地峰・黒岩山・大野山,33.833662,133.4735407,1270.3933333333332,2,2,411|513,野地峰|大野山,411|513,野地峰|大野山,0.68,0.41,resolve_conflict,top1_count=2; top3_count=2; max_score=0.68
summit-candidate:367897a1c7a2d287,yamap_2023-05-27_09_55.gpx,前善神山・善神山,33.737749,132.9184402,1089.5833333333333,2,2,235|236,善神山|前善神山,235|236,善神山|前善神山,0.85,0.78,resolve_conflict,top1_count=2; top3_count=2; max_score=0.85
summit-candidate:403c0894babcf279,yamap_2025-06-21_08_53.gpx,貝渚山・水なし山,33.5339268,132.9213872,1403.506666666667,2,2,414|415,水なし山|貝渚山,414|415,水なし山|貝渚山,0.75,0.48,resolve_conflict,top1_count=2; top3_count=2; max_score=0.75
summit-candidate:422a9e74717ca96d,yamap_2025-04-19_07_10.gpx,小屋山・丸石山,33.5012064,132.8649354,1341.5,2,2,409|410,小屋山|丸石山,409|410,小屋山|丸石山,0.75,0.48,resolve_conflict,top1_count=2; top3_count=2; max_score=0.75
summit-candidate:43911aa413390192,yamap_2022-06-29_08_48.gpx,横山(横山城址),33.9200756,132.807533,449.0333333333333,2,2,30|104,勝岡山|横山(横山城址),30|104,勝岡山|横山(横山城址),0.85,0.78,resolve_conflict,top1_count=2; top3_count=2; max_score=0.85
summit-candidate:5771cdd191c3861d,yamap_2023-10-22_06_44.gpx,二ノ岳・高森,33.8259035,133.1757371,1351.1733333333334,2,2,245|530,高森|三ヶ森,245|530,高森|三ヶ森,0.63,0.56,resolve_conflict,top1_count=2; top3_count=2; max_score=0.63
summit-candidate:69652a1c97f3b2eb,yamap_2025-09-27_06_52.gpx,東光森山・別子山,33.8353414,133.4313475,1369.4399999999998,2,2,429|439,別子山|天満山,429|439,別子山|天満山,0.75,0.48,resolve_conflict,top1_count=2; top3_count=2; max_score=0.75
summit-candidate:75832271d4e4d0ba,yamap_2022-07-14_09_57.gpx,小富士,33.8816318,132.6714828,281.5,2,2,110|111,小富士|龍石山,110|111,小富士|龍石山,0.68,0.41,resolve_conflict,top1_count=2; top3_count=2; max_score=0.68
summit-candidate:777bcc5c6ed2c27e,yamap_2026-03-17_06_58.gpx,大ノ森,33.7182406,133.056812,1317.4533333333331,2,2,488|528,大ノ森|生之越,488|528,大ノ森|生之越,0.85,0.78,resolve_conflict,top1_count=2; top3_count=2; max_score=0.85
summit-candidate:7a1f0e8b5f9e5cc2,yamap_2022-04-15_11_52.gpx,皿ヶ嶺・引地山,33.7157017,132.8951897,1277.043085490437,2,2,65|217,引地山|皿ヶ嶺,65|217,引地山|皿ヶ嶺,0.8,0.53,resolve_conflict,top1_count=2; top3_count=2; max_score=0.8
summit-candidate:d5a6fcb592162088,yamap_2026-04-29_06_34.gpx,面木山・黒森,33.8136584,133.0127568,981.2133333333335,2,2,497|523,面木山|常住,497|523,面木山|常住,0.75,0.48,resolve_conflict,top1_count=2; top3_count=2; max_score=0.75
summit-candidate:d9391b001d4bc442,yamap_2022-02-16_11_57.gpx,愛宕山・常光寺山,33.8494454,132.7983769,120.82333333333334,2,2,25|26,愛宕山|常光寺山,25|26,愛宕山|常光寺山,0.85,0.78,resolve_conflict,top1_count=2; top3_count=2; max_score=0.85
summit-candidate:dedadc05e5f6d5d5,yamap_2025-03-23_11_12.gpx,北ヶ森・高土の峰,33.6707038,132.8271198,1008.4066666666666,2,2,395|396,北ヶ森|高土の峰,395|396,北ヶ森|高土の峰,0.75,0.48,resolve_conflict,top1_count=2; top3_count=2; max_score=0.75
summit-candidate:ee9d736a090185dd,yamap_2022-04-22_17_29.gpx,碁石ヶ森,33.4823808,132.8861266,1188.1187548490348,2,2,71|526,碁石ヶ森|大旗山,71|526,碁石ヶ森|大旗山,0.85,0.78,resolve_conflict,top1_count=2; top3_count=2; max_score=0.85
summit-candidate:f028aab45221cee6,yamap_2025-12-20_07_28.gpx,池ノ城山,33.6093279,132.8006087,599.1233333333333,2,2,446|508,池ノ城山|三石山,446|508,池ノ城山|三石山,0.79,0.72,resolve_conflict,top1_count=2; top3_count=2; max_score=0.79
summit-candidate:f676e5a22f523492,yamap_2022-10-21_12_15.gpx,愛ノ山,33.8924606,133.0391092,211.39459610568747,2,2,149|150,すくも山|愛ノ山,149|150,すくも山|愛ノ山,0.79,0.72,resolve_conflict,top1_count=2; top3_count=2; max_score=0.79
summit-candidate:19ab381ef6c337af,yamap_2026-02-22_07_32.gpx,高森山・町木山・寒台山・鎧掛山,33.5275826,132.7817668,993.1336935716172,1,10,468,町木山,285|433|459|466|467|468|469|470|501|523,御祝山|大森山|高森山|大森山|高森山|町木山|寒台山|鎧掛山|大森山|常住,0.79,0.52,accept,top1_count=1; top3_count=10; max_score=0.79
summit-candidate:468c5bbccd8aba53,yamap_2024-01-27_13_31.gpx,宝股山,34.212287,133.0867989,300.6033333333333,1,9,259,宝股山,38|257|258|259|260|310|372|383|477,重茂山|大空山|御串山|宝股山|開山|薬師山|亀老山|無宗天山|笠松山東峰,0.68,0.61,accept,top1_count=1; top3_count=9; max_score=0.68
summit-candidate:71f4bbfe52f75585,yamap_2022-12-25_12_44.gpx,唐子山,34.0274965,133.032579,108.91779584922217,1,9,174,唐子山,170|171|172|173|174|175|176|177|392,高山|塔ノ峰|海山|近見山|唐子山|医王山|永納山(永納山城址)|佐々久山|高山,0.85,0.58,accept,top1_count=1; top3_count=9; max_score=0.85
summit-candidate:047b9599ec28c6ad,yamap_2023-01-08_09_18.gpx,権現山,32.9109139,132.4871509,368.9381628408408,1,8,198,権現山,34|189|191|198|252|311|465|494,護摩ヶ森|権現山|岡山（岡城址）|権現山|総津権現山|子持権現山|権現山|権現山,0.68,0.41,accept,top1_count=1; top3_count=8; max_score=0.68
summit-candidate:db51ae1b2be57eea,yamap_2022-05-07_07_14.gpx,寒川山・鋸山・七々木山・豊受山・赤星山,33.9193511,133.4578173,1451.0833333333333,1,8,85,赤星山,83|84|85|86|87|88|89|432,寒川山|豊受山|赤星山|七々木山|鋸山|翠波峰|平石山|三つ足山,0.85,0.78,accept,top1_count=1; top3_count=8; max_score=0.85
summit-candidate:16e9de2bedeb2d1c,yamap_2022-10-28_06_21.gpx,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,33.7433387,132.9562696,1252.3999999999999,1,7,157,樽谷山,152|153|154|155|156|157|158,割石峠山|石墨山|法師山|白猪山|梅ヶ谷山|樽谷山|根無山,0.75,0.48,accept,top1_count=1; top3_count=7; max_score=0.75
summit-candidate:27c1036d4aa2230e,yamap_2022-04-08_09_33.gpx,鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山,33.1812975,132.6194355,1167.5519282683324,1,7,62,八面山,60|61|62|63|287|288|290,鬼ヶ城山|三本杭|八面山|大久保山|小屋ヶ森|串ヶ森|長尾森,0.85,0.58,accept,top1_count=1; top3_count=7; max_score=0.85
summit-candidate:36e3ac8003e8b5d0,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,33.9989521,132.785492,190.94333333333336,1,7,7,尾ノ峰,7|8|9|10|33|135|314,尾ノ峰|新城山|腰折山|恵良山|経ヶ森|雌甲山|宅並山,0.85,0.78,accept,top1_count=1; top3_count=7; max_score=0.85
summit-candidate:446b5fe1e7a8b2fd,yamap_2023-03-11_06_08.gpx,福見山・明神ヶ森・南三方ヶ森・魚谷森・左谷ノ森,33.8893781,132.9018403,1048.2366666666665,1,7,210,福見山,210|211|212|213|236|323|487,福見山|明神ヶ森|南三方ヶ森|魚谷森|前善神山|二の森|高研山,0.68,0.41,accept,top1_count=1; top3_count=7; max_score=0.68
summit-candidate:6198ad7009d86ec2,yamap_2022-04-22_14_13.gpx,雨包山,33.4536468,132.8065716,1117.4867674520622,1,7,69,雨包山,67|68|69|70|71|441|525,甲が森|三滝山|雨包山|源氏ヶ駄場（薊野峰）|碁石ヶ森|地蔵山|櫛ヶ峰,0.85,0.58,accept,top1_count=1; top3_count=7; max_score=0.85
summit-candidate:ab7edbc3a52d24bf,yamap_2023-01-28_12_19.gpx,谷田山・金毘羅山,33.8919295,132.7535894,58.70666666666667,1,7,204,金毘羅山,178|202|203|204|205|206|207,土亀山|鳥越山|谷田山|金毘羅山|佐古田山|古城山|尾崎山,0.79,0.72,accept,top1_count=1; top3_count=7; max_score=0.79
summit-candidate:f12898f5821b63b8,yamap_2024-12-08_06_59.gpx,本尊山・秋葉山・立烏帽子山・明神山,33.6910161,132.6669514,530.1166666666667,1,7,342,立烏帽子山,340|341|342|343|502|503|511,本尊山|秋葉山|立烏帽子山|明神山|うつむき山|妙見山|秋葉山,0.85,0.78,accept,top1_count=1; top3_count=7; max_score=0.85
summit-candidate:12c27f259b66de80,yamap_2024-03-30_07_11.gpx,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,33.1850023,132.6371878,1201.04,1,6,286,横ノ森,285|286|287|288|289|290,御祝山|横ノ森|小屋ヶ森|串ヶ森|目黒鳥屋|長尾森,0.73,0.46,accept,top1_count=1; top3_count=6; max_score=0.73
summit-candidate:1c085703f9a891aa,yamap_2025-08-15_12_44.gpx,正木ノ森,33.4903782,133.0130292,1363.1366666666665,1,6,420,正木ノ森,97|419|420|421|422|439,牛城|小牛城|正木ノ森|五段城|天狗ノ森|天満山,0.85,0.58,accept,top1_count=1; top3_count=6; max_score=0.85
summit-candidate:4311f3ae9948ea08,yamap_2023-03-29_05_31.gpx,えんとつ山・生子山・犬返・種子川山・西赤石山・物住頭・上兜山・下兜山,33.8989598,133.3586627,1239.3733333333334,1,6,225,下兜山,218|219|220|221|224|225,えんとつ山|生子山|犬返|種子川山|上兜山|下兜山,0.85,0.58,accept,top1_count=1; top3_count=6; max_score=0.85
summit-candidate:4b33f9c73e644793,yamap_2022-05-15_06_10.gpx,割石東山・青滝山・堂ヶ森,33.7587783,132.9928848,1076.4162189328617,1,6,90,割石東山,90|91|92|137|235|236,割石東山|青滝山|堂ヶ森|東山|善神山|前善神山,0.85,0.58,accept,top1_count=1; top3_count=6; max_score=0.85
summit-candidate:5104c47f17101d63,yamap_2022-10-08_06_12.gpx,東山・西赤石山・物住頭・前赤石山・東赤石山・八巻山,33.8754953,133.3399899,1621.9866666666667,1,6,180,東山,138|180|222|223|239|240,前赤石山|東山|西赤石山|物住頭|東赤石山|八巻山,0.85,0.78,accept,top1_count=1; top3_count=6; max_score=0.85
summit-candidate:8178723bbadb1c72,yamap_2023-01-06_11_33.gpx,岩子山・垣生山・津田山・弁天山,33.8442998,132.7151969,123.67,1,6,188,弁天山,26|112|185|186|187|188,常光寺山|子持山|岩子山|垣生山|津田山|弁天山,0.85,0.78,accept,top1_count=1; top3_count=6; max_score=0.85
summit-candidate:e2bdd25969c7f122,yamap_2022-10-08_06_12.gpx,東山・西赤石山・物住頭・前赤石山・東赤石山・八巻山,33.8762013,133.3626992,1651.7766666666666,1,6,138,前赤石山,138|180|222|223|239|240,前赤石山|東山|西赤石山|物住頭|東赤石山|八巻山,0.79,0.52,accept,top1_count=1; top3_count=6; max_score=0.79
summit-candidate:fe43b0b6aa90cb8f,yamap_2022-07-02_07_43.gpx,石鎚山・西ノ冠岳・面河の頭・二ノ森・鞍瀬ノ頭,33.7697167,133.1131197,1920.7933333333333,1,6,106,二ノ森,105|106|107|108|238|435,鞍瀬ノ頭|二ノ森|面河の頭|西ノ冠岳|冠岳|東ノ冠岳,0.73,0.35,accept,top1_count=1; top3_count=6; max_score=0.73
summit-candidate:07834c521328cc1d,yamap_2022-03-05_09_44.gpx,城山・水梨山・向山,33.6848511,132.7812374,707.7550916004999,1,5,43,向山,42|43|57|408|510,水梨山|向山|十門山(十門城址)|笠成山|水無権現,0.79,0.52,accept,top1_count=1; top3_count=5; max_score=0.79
summit-candidate:0cc40babcd0ce6bf,yamap_2025-01-30_06_55.gpx,弥八山,34.0273223,133.5919989,261.15000000000003,1,5,366,弥八山,366|367|368|369|370,弥八山|西の山|北山|垣生山|金子山,0.85,0.58,accept,top1_count=1; top3_count=5; max_score=0.85
summit-candidate:2ab43729f5e80cbe,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,33.9003229,132.8034521,376.3033333333333,1,5,278,国見山,275|276|277|278|280,夫婦山|白山|観音山|国見山|御勧請山,0.85,0.78,accept,top1_count=1; top3_count=5; max_score=0.85
summit-candidate:498b9618ca98fa34,yamap_2024-04-28_10_37.gpx,日浦嶺・打越山,33.6118803,132.8524765,854.2033333333333,1,5,299,打越山,297|298|299|517|519,狼ヶ城山|日浦嶺|打越山|大熊山|蒲山,0.68,0.41,accept,top1_count=1; top3_count=5; max_score=0.68
summit-candidate:4d0f5f75da9165b8,yamap_2022-09-15_12_35.gpx,石灰山・古法皇山,34.2665635,133.2120741,269.75333333333333,1,5,127,古法皇山,123|124|125|126|127,三山|伊勢山|久司山|石灰山|古法皇山,0.68,0.41,accept,top1_count=1; top3_count=5; max_score=0.68
summit-candidate:50d68ea03af3c4ff,yamap_2022-04-22_11_13.gpx,甲が森,33.3884297,132.7572928,456.7219376700282,1,5,67,甲が森,67|68|69|70|71,甲が森|三滝山|雨包山|源氏ヶ駄場（薊野峰）|碁石ヶ森,0.85,0.78,accept,top1_count=1; top3_count=5; max_score=0.85
summit-candidate:53bf856dccad5eab,yamap_2025-04-27_06_23.gpx,野地峰・黒岩山・大野山,33.8369517,133.454669,1397.78,1,5,413,大野山,411|412|413|434|513,野地峰|黒岩山|大野山|佐々連尾山|大野山,0.73,0.46,accept,top1_count=1; top3_count=5; max_score=0.73
summit-candidate:615a70cf4401199b,yamap_2022-11-14_13_02.gpx,出石山,33.5350475,132.4654448,822.6353431394673,1,5,164,出石山,164|324|404|515|516,出石山|一の森|コクゾ峰|星ヶ森|草屋敷,0.69,0.42,accept,top1_count=1; top3_count=5; max_score=0.69
summit-candidate:62351b8782d6f597,yamap_2024-02-24_07_06.gpx,高月山・東高月山・郭公岳・櫨ヶ森・毛山,33.213477,132.6419476,1191.8999999999999,1,5,267,東高月山,266|267|268|269|526,郭公岳|東高月山|高月山|櫨ヶ森|大旗山,0.69,0.42,accept,top1_count=1; top3_count=5; max_score=0.69
summit-candidate:6adfa15b8dbd8966,yamap_2026-02-07_07_21.gpx,牛の峰・尻高峰,33.5381203,132.4689665,756.9766666666668,1,5,461,尻高峰,136|230|460|461|462,泉ガ森|木久ヶ森|牛の峰|尻高峰|鞍掛山,0.67,0.4,accept,top1_count=1; top3_count=5; max_score=0.67
summit-candidate:86e4db352b85ced4,yamap_2025-02-09_11_27.gpx,高取山,34.1597225,133.0770866,235.75333333333333,1,5,373,カレイ山,373|374|375|376|377,カレイ山|念仏山|大頭山|高取山|八幡山,0.68,0.61,accept,top1_count=1; top3_count=5; max_score=0.68
summit-candidate:8ff6361109e5ed5c,yamap_2025-03-20_08_27.gpx,高山・大里山・泰ノ山,33.9651048,132.6367544,121.16666666666667,1,5,29,高山,29|170|392|393|394,高山|高山|高山|泰ノ山|大里山,0.67,0.4,accept,top1_count=1; top3_count=5; max_score=0.67
summit-candidate:9a0532ee2b40e5f3,yamap_2023-11-19_06_46.gpx,瀬戸黒森・三森・羽子山・観音森,33.0274144,132.6396303,725.5,1,5,249,羽子山,248|249|250|251|479,瀬戸黒森|羽子山|観音森|三森|四本松,0.85,0.78,accept,top1_count=1; top3_count=5; max_score=0.85
summit-candidate:a5f51c62e44d0847,yamap_2023-01-08_14_24.gpx,黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...,33.3541563,132.5087392,379.3966666666667,1,5,193,護摩ヶ森（護摩ヶ森城址）,190|191|192|193|194,黒瀬山（黒瀬城址）|岡山（岡城址）|鉢ヶ森（鉢ヶ森城址）|護摩ヶ森（護摩ヶ森城址）|我合山（我合城址）,0.85,0.78,accept,top1_count=1; top3_count=5; max_score=0.85
summit-candidate:a660f8ef78c69ab0,yamap_2023-01-08_14_24.gpx,黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...,33.3548241,132.5023048,432.21000000000004,1,5,192,鉢ヶ森（鉢ヶ森城址）,128|190|192|193|194,狩江権現山|黒瀬山（黒瀬城址）|鉢ヶ森（鉢ヶ森城址）|護摩ヶ森（護摩ヶ森城址）|我合山（我合城址）,0.85,0.78,accept,top1_count=1; top3_count=5; max_score=0.85
summit-candidate:bf2b3499e08da2df,yamap_2022-10-19_16_00.gpx,西港山・大丸山・港山,33.8685514,132.7112215,47.879999999999995,1,5,146,西港山,59|146|147|148|471,忽那山|西港山|大丸山|港山|花見山,0.85,0.58,accept,top1_count=1; top3_count=5; max_score=0.85
summit-candidate:c6ced2088a2376f5,yamap_2023-01-21_12_43.gpx,石神山・金比羅山,33.4565633,132.2726227,225.95666666666668,1,5,201,金比羅山,196|197|199|200|201,大森山|見晴山|遠見山|石神山|金比羅山,0.79,0.52,accept,top1_count=1; top3_count=5; max_score=0.79
