summit_candidate_id,source_gpx_basename,track_name,candidate_lat,candidate_lon,candidate_ele_m,top1_mountain_count,top3_mountain_count,top1_mountain_nos,top1_mountain_names,top3_mountain_nos,top3_mountain_names,max_score,score_spread,suggested_review_bucket,notes
summit-candidate:e010f98d2b23f547,yamap_2024-04-20_05_43.gpx,気多山・八辻ノ峰・五代ヶ森,33.6973447,133.0732035,1212.5233333333333,1,1,293,気多山,293,気多山,0.85,0.78,accept,top1_count=1; top3_count=1; max_score=0.85
summit-candidate:e4808690532bb46c,yamap_2022-02-15_10_36.gpx,天神山・御幸寺山,33.85598,132.7730493,158.70333333333335,1,1,24,御幸寺山,24,御幸寺山,0.85,0.78,accept,top1_count=1; top3_count=1; max_score=0.85
summit-candidate:e4fbd033b13d73ce,yamap_2022-11-07_12_37.gpx,鹿島山,33.9739877,132.7641726,99.19338457582633,1,1,163,鹿島山,163,鹿島山,0.79,0.52,accept,top1_count=1; top3_count=1; max_score=0.79
summit-candidate:e85b9bd32eb5e6f1,yamap_2022-04-22_16_48.gpx,源氏ヶ駄場（薊野峰）,33.4721185,132.8658682,1415.7321709473536,1,1,70,源氏ヶ駄場（薊野峰）,70,源氏ヶ駄場（薊野峰）,0.79,0.52,accept,top1_count=1; top3_count=1; max_score=0.79
summit-candidate:ea919bf883e31a7b,yamap_2024-05-15_11_16.gpx,名石山,34.0063802,132.8186843,289.7633333333333,1,1,303,名石山,303,名石山,0.75,0.48,accept,top1_count=1; top3_count=1; max_score=0.75
summit-candidate:f39b40bd0d9b0192,yamap_2026-01-31_07_40.gpx,槇ノ山,33.2533161,132.5564232,433.24,1,1,457,槇ノ山,457,槇ノ山,0.85,0.78,accept,top1_count=1; top3_count=1; max_score=0.85
summit-candidate:f7593239fa7bdcc9,yamap_2023-11-19_06_46.gpx,瀬戸黒森・三森・羽子山・観音森,33.0409924,132.624637,864.3133333333334,1,1,251,三森,251,三森,0.85,0.78,accept,top1_count=1; top3_count=1; max_score=0.85
summit-candidate:9cc74b44e1289236,yamap_2024-12-01_06_40.gpx,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,34.0275511,133.6441984,589.3233333333334,0,13,,,41|215|331|332|333|334|335|336|337|338|339|446|507,城山|真城ヶ台|五郎丸|高丸|金見山|木峰|天狗森|唐谷山|龍王山|大谷山|城山|池ノ城山|牛ヶ首,0.75,0.48,check,top1_count=0; top3_count=13; max_score=0.75
summit-candidate:c8607e1f03bb5db1,yamap_2024-12-01_06_40.gpx,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,34.0272665,133.6616846,585.22,0,9,,,41|331|332|333|334|335|337|339|446,城山|五郎丸|高丸|金見山|木峰|天狗森|龍王山|城山|池ノ城山,0.75,0.48,check,top1_count=0; top3_count=9; max_score=0.75
summit-candidate:eaabf45a5163fb65,yamap_2022-05-07_07_14.gpx,寒川山・鋸山・七々木山・豊受山・赤星山,33.9274448,133.4799523,1251.2133333333334,0,7,,,83|84|85|86|87|88|89,寒川山|豊受山|赤星山|七々木山|鋸山|翠波峰|平石山,0.85,0.78,check,top1_count=0; top3_count=7; max_score=0.85
summit-candidate:23316af255d30882,yamap_2024-12-08_06_59.gpx,本尊山・秋葉山・立烏帽子山・明神山,33.692167,132.6731896,627.2966666666666,0,6,,,340|341|342|343|451|511,本尊山|秋葉山|立烏帽子山|明神山|陣が森岳|秋葉山,0.85,0.78,check,top1_count=0; top3_count=6; max_score=0.85
summit-candidate:2c817617699a0a45,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,33.7235493,132.7563447,485.20803085647475,0,6,,,13|14|15|16|189|263,谷上山|権現山|白滝山|障子山|権現山|権現山,0.75,0.48,check,top1_count=0; top3_count=6; max_score=0.75
summit-candidate:4973965873779cdc,yamap_2024-12-22_06_34.gpx,八倉山・行道山・水晶ヶ森,33.778716,132.7722765,251.46333333333337,0,6,,,195|241|349|350|351|352,由良山|ベツソ山|八倉山|行道山|水晶ヶ森|笹ヶ平山,0.8,0.53,check,top1_count=0; top3_count=6; max_score=0.8
summit-candidate:830c63408bf56cc5,yamap_2023-01-21_09_56.gpx,大森山,33.4134474,132.1753954,289.2,0,6,,,110|196|197|199|200|201,小富士|大森山|見晴山|遠見山|石神山|金比羅山,0.85,0.58,check,top1_count=0; top3_count=6; max_score=0.85
summit-candidate:0022a746b396d4c7,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,33.8836999,132.7830348,264.2867991594412,0,5,,,2|102|131|134|279,観音山|安神山|三本榎|雄甲山|城山,0.79,0.72,check,top1_count=0; top3_count=5; max_score=0.79
summit-candidate:12f30719aca26806,yamap_2025-01-11_08_43.gpx,尉之山・小山岳,33.7584434,132.8469734,397.0566666666667,0,5,,,95|357|358|359|363,勝山|尉之山|小山岳|勝山|天が森,0.69,0.42,check,top1_count=0; top3_count=5; max_score=0.69
summit-candidate:37c3a34c16599379,yamap_2025-01-26_07_09.gpx,天が森・浄心山・銅が鳴,33.5358155,132.4487801,791.270282533162,0,5,,,363|364|365|396|515,天が森|浄心山|銅が鳴|高土の峰|星ヶ森,0.62,0.35,check,top1_count=0; top3_count=5; max_score=0.62
summit-candidate:3f84cc393481fcf2,yamap_2025-04-06_08_48.gpx,加塚山,33.155717,132.6258832,850.5566666666667,0,5,,,237|404|405|517|519,五葉が森|コクゾ峰|加塚山|大熊山|蒲山,0.6,0.33,check,top1_count=0; top3_count=5; max_score=0.6
summit-candidate:5e94c87cc5fcc87b,yamap_2022-03-20_07_06.gpx,大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山,33.8792239,132.7715271,173.09,0,5,,,23|49|50|56|484,天神山|大久保山|八里ヶ峠|潮見山|軽ノ山,0.85,0.78,check,top1_count=0; top3_count=5; max_score=0.85
summit-candidate:d13554ef3debca9d,yamap_2022-04-30_08_30.gpx,岩黒山・筒上山・手箱山,33.7457474,133.1572601,1638.4079336000111,0,5,,,74|75|76|423|512,岩黒山|筒上山|手箱山|鶴ノ子ノ頭|黒山,0.67,0.4,check,top1_count=0; top3_count=5; max_score=0.67
summit-candidate:09c1602c02ce7f78,yamap_2024-04-07_06_45.gpx,二箆山・西雑誌山,33.5997914,133.06404,1357.4633333333334,0,4,,,291|292|439|529,二箆山|西雑誌山|天満山|玉取山,0.79,0.52,check,top1_count=0; top3_count=4; max_score=0.79
summit-candidate:1d3eb619bd125bfd,yamap_2023-06-11_11_57.gpx,五葉が森,33.9422285,132.9779374,778.4133333333334,0,4,,,237|315|364|514,五葉が森|岩屋山|浄心山|棟山,0.57,0.3,check,top1_count=0; top3_count=4; max_score=0.57
summit-candidate:22b4a5a5c856bf4d,yamap_2022-02-16_11_57.gpx,愛宕山・常光寺山,33.8487713,132.7957131,104.27999999999999,0,4,,,25|26|37|163,愛宕山|常光寺山|日王山|鹿島山,0.79,0.72,check,top1_count=0; top3_count=4; max_score=0.79
summit-candidate:3f404ba3e31c8b54,yamap_2024-04-20_05_43.gpx,気多山・八辻ノ峰・五代ヶ森,33.7258222,133.0801009,1478.8966666666668,0,4,,,79|293|294|295,ウバホド山|気多山|八辻ノ峰|五代ヶ森,0.67,0.6,check,top1_count=0; top3_count=4; max_score=0.67
summit-candidate:40d5b4863907057a,yamap_2022-02-09_10_01.gpx,佐田岬と伽藍山,33.3437391,132.0161535,50.463046185756546,0,4,,,17|111|139|149,伽藍山|龍石山|黒崎山|すくも山,0.67,0.4,check,top1_count=0; top3_count=4; max_score=0.67
summit-candidate:49cfd09def5fce03,yamap_2023-01-06_11_33.gpx,岩子山・垣生山・津田山・弁天山,33.8420709,132.731764,107.46,0,4,,,185|186|187|188,岩子山|垣生山|津田山|弁天山,0.85,0.78,check,top1_count=0; top3_count=4; max_score=0.85
summit-candidate:4fec4dd128e55ab0,yamap_2023-01-03_07_36.gpx,福見山・河原樋山・真松嶺・柿王寺森,33.8892419,132.8755576,410.7033333333334,0,4,,,117|182|183|184,大友山|河原樋山|真松嶺|柿王寺森,0.67,0.6,check,top1_count=0; top3_count=4; max_score=0.67
summit-candidate:56e8244e578a141a,yamap_2025-09-21_08_53.gpx,前社ヶ森・剣山・黒川山,33.7904157,133.1298398,1409.006666666667,0,4,,,425|426|427|531,黒川山|前社ヶ森|剣山|扇山,0.73,0.66,check,top1_count=0; top3_count=4; max_score=0.73
summit-candidate:57e8c6cb102c9500,yamap_2022-05-15_06_10.gpx,割石東山・青滝山・堂ヶ森,33.7374797,133.0312873,766.7766666666666,0,4,,,90|91|92|315,割石東山|青滝山|堂ヶ森|岩屋山,0.67,0.6,check,top1_count=0; top3_count=4; max_score=0.67
summit-candidate:7a53852cc6c3e971,yamap_2026-03-01_06_45.gpx,剣ノ山・三傍示山・塩塚峰,33.8986853,133.6776458,1103.0333333333333,0,4,,,235|440|472|524,善神山|霧立山|剣ノ山|熊鷹山,0.68,0.41,check,top1_count=0; top3_count=4; max_score=0.68
summit-candidate:7a5ca8d918f43720,yamap_2026-05-02_09_29.gpx,男山・瓶ヶ森・台ヶ森,33.7876019,133.1885096,1708.05,0,4,,,94|307|312|499,自念子ノ頭|沓掛山|男山|台ヶ森,0.67,0.35,check,top1_count=0; top3_count=4; max_score=0.67
summit-candidate:8326f30918c16cbe,yamap_2025-04-27_06_23.gpx,野地峰・黒岩山・大野山,33.8487719,133.4543032,1061.7766666666666,0,4,,,411|412|413|513,野地峰|黒岩山|大野山|大野山,0.57,0.3,check,top1_count=0; top3_count=4; max_score=0.57
summit-candidate:8917a066a1c03aeb,yamap_2024-05-11_07_45.gpx,丸笹山,33.7198736,133.1390614,1431.0566666666666,0,4,,,301|302|414|415,丸笹山|丸滝山|水なし山|貝渚山,0.67,0.4,check,top1_count=0; top3_count=4; max_score=0.67
summit-candidate:a14a745323a3d3af,yamap_2025-01-30_08_48.gpx,西の山,33.9827566,133.3976892,250.30998537053583,0,4,,,130|366|367|368,高文殊山|弥八山|西の山|北山,0.85,0.58,check,top1_count=0; top3_count=4; max_score=0.85
summit-candidate:a80dd0489247a839,yamap_2025-10-11_06_24.gpx,大森山・佐々連尾山・三つ足山,33.8677482,133.5827925,1445.6433333333334,0,4,,,432|433|434|501,三つ足山|大森山|佐々連尾山|大森山,0.68,0.41,check,top1_count=0; top3_count=4; max_score=0.68
summit-candidate:b02ff952b74ca472,yamap_2025-03-30_08_20.gpx,岳山,33.454717,132.7240857,622.8707379152734,0,4,,,397|398|399|508,竜王山|岳山|一ヶ森|三石山,0.67,0.4,check,top1_count=0; top3_count=4; max_score=0.67
summit-candidate:b49681fa67b2b53e,yamap_2024-03-16_09_21.gpx,トギ・張木山・高手山,33.5634523,132.4596426,477.8922286451063,0,4,,,281|282|283|284,トギ|張木山|高手山|斎藤山,0.85,0.78,check,top1_count=0; top3_count=4; max_score=0.85
summit-candidate:b997b8fd6709731d,yamap_2023-11-19_06_46.gpx,瀬戸黒森・三森・羽子山・観音森,33.034531,132.6236886,806.4699999999999,0,4,,,248|249|250|251,瀬戸黒森|羽子山|観音森|三森,0.79,0.72,check,top1_count=0; top3_count=4; max_score=0.79
summit-candidate:c2c9094225d1da63,yamap_2022-03-20_07_06.gpx,大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山,33.8828272,132.7569442,87.11000000000001,0,4,,,51|52|53|54,中坂山|天神山|室岡山|潮見山,0.79,0.72,check,top1_count=0; top3_count=4; max_score=0.79
summit-candidate:ce7fc6697696cde7,yamap_2026-01-25_07_43.gpx,船ヶ迫岳・鎌倉山,33.6204803,132.6529617,669.23,0,4,,,27|452|455|456,杉立山|黒岩岳|船ヶ迫岳|鎌倉山,0.72,0.45,check,top1_count=0; top3_count=4; max_score=0.72
summit-candidate:cf6802c2dafdbf46,yamap_2023-01-28_13_44.gpx,佐古田山,33.8941455,132.7646371,59.99333333333334,0,4,,,202|203|204|205,鳥越山|谷田山|金毘羅山|佐古田山,0.79,0.72,check,top1_count=0; top3_count=4; max_score=0.79
summit-candidate:05f8527418663d3a,yamap_2023-11-11_07_17.gpx,四辻ノ森・三光ノ辻山,33.6537104,133.077342,1237.4900548329229,0,3,,,246|247|296,四辻ノ森|三光ノ辻山|桂ヶ森,0.79,0.52,check,top1_count=0; top3_count=3; max_score=0.79
summit-candidate:0cc9c1186612ceaa,yamap_2025-04-19_07_10.gpx,小屋山・丸石山,33.4889649,132.8660449,1297.49,0,3,,,96|409|410,姫草|小屋山|丸石山,0.73,0.66,check,top1_count=0; top3_count=3; max_score=0.73
summit-candidate:0d5802be6f4a6c6e,yamap_2026-03-01_06_45.gpx,剣ノ山・三傍示山・塩塚峰,33.9162332,133.6903613,1012.1166666666668,0,3,,,395|473|474,北ヶ森|三傍示山|塩塚峰,0.73,0.46,check,top1_count=0; top3_count=3; max_score=0.73
summit-candidate:18f6f4b086668887,yamap_2025-04-06_08_48.gpx,加塚山,33.1538778,132.6270428,936.75,0,3,,,133|405|521,戸祇御前山|加塚山|小森,0.6,0.33,check,top1_count=0; top3_count=3; max_score=0.6
summit-candidate:33637f0e3b5b1405,yamap_2022-05-02_09_06.gpx,大川嶺・笠取山・ウバホド山,33.5552593,132.9223115,1567.7094910140197,0,3,,,77|78|79,大川嶺|笠取山|ウバホド山,0.75,0.48,check,top1_count=0; top3_count=3; max_score=0.75
summit-candidate:453327d51d16e202,yamap_2026-05-06_07_28.gpx,丸山・ちち山・笹ヶ峰,33.8318164,133.2841218,1850.97,0,3,,,120|121|500,ちち山|笹ヶ峰|丸山,0.75,0.48,check,top1_count=0; top3_count=3; max_score=0.75
summit-candidate:4ffd2320af7e6acc,yamap_2023-04-09_09_08.gpx,菊ヶ森・餓鬼ヶ森,33.6828739,132.9084423,845.2599999999999,0,3,,,227|228|518,菊ヶ森|餓鬼ヶ森|笠松山,0.67,0.6,check,top1_count=0; top3_count=3; max_score=0.67
summit-candidate:6ff5d266707ae664,yamap_2024-06-01_07_14.gpx,椿山,33.7195218,133.1387616,1431.7833333333335,0,3,,,305|414|415,椿山|水なし山|貝渚山,0.67,0.4,check,top1_count=0; top3_count=3; max_score=0.67
summit-candidate:7c532ef1be71a4d1,yamap_2022-01-29_08_35.gpx,皿ヶ森・経座ヶ森・ヨソ山,33.8412373,132.9293942,924.7866666666665,0,3,,,11|12|58,皿ヶ森|経座ヶ森|ヨソ山,0.67,0.6,check,top1_count=0; top3_count=3; max_score=0.67
summit-candidate:7ef7c15a52318cc9,yamap_2022-11-05_04_38.gpx,権現山・黒岳・エビラ山・二ッ岳,33.8894776,133.4182784,1664.1233333333332,0,3,,,160|161|162,黒岳|エビラ山|二ッ岳,0.75,0.48,check,top1_count=0; top3_count=3; max_score=0.75
summit-candidate:83056c3652757f25,yamap_2024-04-20_05_43.gpx,気多山・八辻ノ峰・五代ヶ森,33.7064228,133.0786753,1281.8966666666665,0,3,,,294|295|528,八辻ノ峰|五代ヶ森|生之越,0.67,0.6,check,top1_count=0; top3_count=3; max_score=0.67
summit-candidate:88555c5557efeb46,yamap_2022-09-24_08_33.gpx,石鎚山,33.7688125,133.1135435,1967.3733333333332,0,3,,,93|233|234,南尖峰|天狗岳|石鎚山,0.68,0.41,check,top1_count=0; top3_count=3; max_score=0.68
summit-candidate:91ebf1d99654d5b2,yamap_2022-04-08_09_33.gpx,鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山,33.1848651,132.6159575,1162.2731411431716,0,3,,,60|62|63,鬼ヶ城山|八面山|大久保山,0.85,0.78,check,top1_count=0; top3_count=3; max_score=0.85
summit-candidate:9306f5a7fe249a15,yamap_2025-01-03_07_19.gpx,壺神山・滝山・足山・皿が森,33.6157929,132.5364783,646.4861527563789,0,3,,,355|356|406,足山|皿が森|新谷神南山,0.79,0.72,check,top1_count=0; top3_count=3; max_score=0.79
summit-candidate:9a59c4b620ba3792,yamap_2022-09-09_06_58.gpx,寒風山・笹ヶ峰・ちち山,33.8282719,133.274721,1856.2533333333333,0,3,,,119|120|121,寒風山|ちち山|笹ヶ峰,0.75,0.42,check,top1_count=0; top3_count=3; max_score=0.75
summit-candidate:a92a94d8b5e0fb90,yamap_2022-06-20_12_02.gpx,安神山・鷲ヶ頭山,34.2432829,133.0072567,156.04151443047127,0,3,,,101|102|381,鷲ヶ頭山|安神山|霊仙山,0.5,0.43,check,top1_count=0; top3_count=3; max_score=0.5
summit-candidate:b9e78d4a587ceaa0,yamap_2022-03-13_09_49.gpx,倉谷山・芝ヶ峠・淡路ヶ峠・宝ヶ峯,33.8349112,132.8127369,278.7366666666667,0,3,,,48|208|209,芝ヶ峠|宝ヶ峯|淡路ヶ峠,0.85,0.78,check,top1_count=0; top3_count=3; max_score=0.85
summit-candidate:bca203164e26ce6a,yamap_2022-07-02_07_43.gpx,石鎚山・西ノ冠岳・面河の頭・二ノ森・鞍瀬ノ頭,33.7585064,133.093322,1924.4866666666667,0,3,,,105|106|435,鞍瀬ノ頭|二ノ森|東ノ冠岳,0.68,0.35,check,top1_count=0; top3_count=3; max_score=0.68
summit-candidate:bcf5d9d5a90e5cda,yamap_2022-10-16_10_19.gpx,楢原山・古権現山・中三方ヶ森,33.9283914,132.9469495,1010.1166666666667,0,3,,,143|144|145,中三方ヶ森|古権現山|楢原山,0.85,0.78,check,top1_count=0; top3_count=3; max_score=0.85
summit-candidate:c4169cdcaf61f31a,yamap_2022-06-18_13_12.gpx,鉢巻山,34.2604083,133.178604,132.84324070749756,0,3,,,98|99|100,積善山|鉢巻山|立石山,0.68,0.41,check,top1_count=0; top3_count=3; max_score=0.68
summit-candidate:c7de309bf838af87,yamap_2022-10-14_13_42.gpx,泰の山,33.9108676,132.6865172,111.76333333333332,0,3,,,140|141|142,高戸山|犬吠山|泰の山,0.68,0.41,check,top1_count=0; top3_count=3; max_score=0.68
summit-candidate:c94d8d76133fda1a,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,33.7339357,132.7416297,383.6048516063258,0,3,,,13|198|465,谷上山|権現山|権現山,0.68,0.41,check,top1_count=0; top3_count=3; max_score=0.68
summit-candidate:d4dc6f2bbe1f994f,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,33.7646004,132.900658,643.7166666666667,0,3,,,19|20|21,番駄ヶ森|ケタ山|大磨山,0.85,0.78,check,top1_count=0; top3_count=3; max_score=0.85
summit-candidate:d663a75e24f23530,yamap_2025-12-14_08_56.gpx,梁瀬山・紅葉山,33.4832129,132.5575289,373.03999999999996,0,3,,,443|444|445,根太山|紅葉山|梁瀬山,0.85,0.78,check,top1_count=0; top3_count=3; max_score=0.85
summit-candidate:dd7a40896ae9f6d4,yamap_2024-06-08_08_42.gpx,沓掛山・黒森山,33.8551537,133.2686747,1666.7,0,3,,,226|306|307,黒森山|黒森山|沓掛山,0.69,0.42,check,top1_count=0; top3_count=3; max_score=0.69
summit-candidate:e4172c5503fdcc89,yamap_2024-04-07_06_45.gpx,二箆山・西雑誌山,33.6086175,133.0786503,1338.5933333333335,0,3,,,292|488|529,西雑誌山|大ノ森|玉取山,0.78,0.51,check,top1_count=0; top3_count=3; max_score=0.78
summit-candidate:01f601a63b1874f6,yamap_2025-04-19_07_10.gpx,小屋山・丸石山,33.4979362,132.8835088,1371.8433333333335,0,2,,,409|410,小屋山|丸石山,0.69,0.42,check,top1_count=0; top3_count=2; max_score=0.69
summit-candidate:0ec3be2fa2295b82,yamap_2022-03-03_10_47.gpx,奥之城山・ヌタノサコ,33.8795615,132.8282109,388.2833333333333,0,2,,,40|232,ヌタノサコ|奥之城山,0.73,0.66,check,top1_count=0; top3_count=2; max_score=0.73
summit-candidate:3111fcf6a23addd2,yamap_2022-08-27_06_05.gpx,北三方ヶ森,33.9465925,132.896379,905.61,0,2,,,116|387,北三方ヶ森|階上山,0.5,0.23,check,top1_count=0; top3_count=2; max_score=0.5
summit-candidate:3a491eecbf684185,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,33.8995828,132.7922499,332.31718344424,0,2,,,276|280,白山|御勧請山,0.85,0.78,check,top1_count=0; top3_count=2; max_score=0.85
summit-candidate:4b66146264e5e167,yamap_2025-09-27_06_52.gpx,東光森山・別子山,33.8367026,133.4035972,1271.6466666666668,0,2,,,428|429,東光森山|別子山,0.67,0.4,check,top1_count=0; top3_count=2; max_score=0.67
summit-candidate:67df63dc99cf8614,yamap_2024-04-07_06_45.gpx,二箆山・西雑誌山,33.6216493,133.061506,1190.45,0,2,,,291|526,二箆山|大旗山,0.79,0.52,check,top1_count=0; top3_count=2; max_score=0.79
summit-candidate:740ae36ed8c63d60,yamap_2026-03-01_06_45.gpx,剣ノ山・三傍示山・塩塚峰,33.8934243,133.6780358,1110.4433333333334,0,2,,,472|525,剣ノ山|櫛ヶ峰,0.68,0.41,check,top1_count=0; top3_count=2; max_score=0.68
summit-candidate:7a8dca9b423536f5,yamap_2026-02-22_07_32.gpx,高森山・町木山・寒台山・鎧掛山,33.5324276,132.7604222,836.1037770875326,0,2,,,469|514,寒台山|棟山,0.62,0.35,check,top1_count=0; top3_count=2; max_score=0.62
summit-candidate:80fb4ff56016a4dd,yamap_2022-02-26_07_43.gpx,御岳山,33.7482827,132.8648856,326.3533333333333,0,2,,,35|36,御岳山|石槌山,0.67,0.4,check,top1_count=0; top3_count=2; max_score=0.67
summit-candidate:851dc9683d2d7442,yamap_2024-10-14_04_48.gpx,三ッ足山・カガマシ山・橡尾山・笹ヶ峰,33.8802331,133.6356728,1024.2766666666666,0,2,,,65|328,引地山|笹ヶ峰,0.75,0.48,check,top1_count=0; top3_count=2; max_score=0.75
summit-candidate:8e8035372e25eb9d,yamap_2022-04-16_07_39.gpx,東三方ヶ森,33.887339,132.9480065,628.7666666666668,0,2,,,11|66,皿ヶ森|東三方ヶ森,0.67,0.4,check,top1_count=0; top3_count=2; max_score=0.67
summit-candidate:a03fbec9bab2fe7a,yamap_2022-11-26_04_41.gpx,銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平,33.8478086,133.3416978,907.3366666666667,0,2,,,166|167,獅子舞の鼻|冠山,0.67,0.6,check,top1_count=0; top3_count=2; max_score=0.67
summit-candidate:a557f14fb032a808,yamap_2022-11-26_04_41.gpx,銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平,33.8594931,133.3189152,1423.68,0,2,,,165|321,綱繰山|西山,0.85,0.78,check,top1_count=0; top3_count=2; max_score=0.85
summit-candidate:a61fd78e4e062683,yamap_2023-10-22_06_44.gpx,二ノ岳・高森,33.8209712,133.1775059,1361.2233333333334,0,2,,,245|530,高森|三ヶ森,0.63,0.56,check,top1_count=0; top3_count=2; max_score=0.63
summit-candidate:accbb6cf4fee8a2f,yamap_2025-09-27_06_52.gpx,東光森山・別子山,33.8391673,133.4252204,1449.5566666666666,0,2,,,428|429,東光森山|別子山,0.73,0.46,check,top1_count=0; top3_count=2; max_score=0.73
summit-candidate:b06e13a9483478e5,yamap_2022-04-15_11_52.gpx,皿ヶ嶺・引地山,33.7217271,132.882066,1139.9767402874822,0,2,,,65|217,引地山|皿ヶ嶺,0.5,0.23,check,top1_count=0; top3_count=2; max_score=0.5
summit-candidate:b2662116bd1858b6,yamap_2025-10-05_08_42.gpx,三ッ森山・大座礼山,33.8295378,133.3706113,1446.9966666666667,0,2,,,430|431,三ッ森山|大座礼山,0.79,0.52,check,top1_count=0; top3_count=2; max_score=0.79
summit-candidate:ba56c1ac8ac55c5f,yamap_2024-02-24_07_06.gpx,高月山・東高月山・郭公岳・櫨ヶ森・毛山,33.2026814,132.6251485,1062.8166666666666,0,2,,,269|270,櫨ヶ森|毛山,0.75,0.48,check,top1_count=0; top3_count=2; max_score=0.75
summit-candidate:c284068144ec2cfd,yamap_2022-01-15_08_17.gpx,関ヶ森・観音山・倉谷山・芝ヶ峠,33.8245858,132.8164365,278.01,0,2,,,1|48,関ヶ森|芝ヶ峠,0.85,0.78,check,top1_count=0; top3_count=2; max_score=0.85
summit-candidate:c87a377b77c80862,yamap_2026-04-29_06_34.gpx,面木山・黒森,33.798558,133.0173655,890.1266666666667,0,2,,,497|498,面木山|黒森,0.62,0.35,check,top1_count=0; top3_count=2; max_score=0.62
summit-candidate:c9e357d000632346,yamap_2026-05-02_09_29.gpx,男山・瓶ヶ森・台ヶ森,33.7913501,133.1887871,1732.5766666666666,0,2,,,312|499,男山|台ヶ森,0.67,0.35,check,top1_count=0; top3_count=2; max_score=0.67
summit-candidate:cf1e11202c4f4280,yamap_2022-03-05_09_44.gpx,城山・水梨山・向山,33.6926089,132.8062765,694.2914342760145,0,2,,,42|43,水梨山|向山,0.79,0.72,check,top1_count=0; top3_count=2; max_score=0.79
summit-candidate:d0f2d4ee46a862c3,yamap_2022-08-26_08_45.gpx,世田山・笠松山,33.9821643,133.0333086,360.61048094906045,0,2,,,114|115,世田山|笠松山,0.85,0.78,check,top1_count=0; top3_count=2; max_score=0.85
summit-candidate:d43fade4de3e33c8,yamap_2023-03-05_11_09.gpx,宝ヶ峯・淡路ヶ峠,33.8346163,132.8126367,278.9166666666667,0,2,,,208|209,宝ヶ峯|淡路ヶ峠,0.85,0.78,check,top1_count=0; top3_count=2; max_score=0.85
summit-candidate:e793f83b8a4fd86f,yamap_2022-04-25_11_35.gpx,伊之子山・左谷ノ森,33.9268119,132.9242667,927.37,0,2,,,72|214,伊之子山|左谷ノ森,0.66,0.48,check,top1_count=0; top3_count=2; max_score=0.66
summit-candidate:ea18d38abe59ed57,yamap_2023-01-06_11_33.gpx,岩子山・垣生山・津田山・弁天山,33.8438046,132.7313169,67.89666666666668,0,2,,,179|181,天山|星岡山,0.79,0.72,check,top1_count=0; top3_count=2; max_score=0.79
summit-candidate:f2538b7f88e2dd06,yamap_2024-07-06_10_01.gpx,子持権現山・男山・瓶ヶ森,33.7945738,133.1929016,1892.493333333333,0,2,,,311|313,子持権現山|瓶ヶ森,0.85,0.53,check,top1_count=0; top3_count=2; max_score=0.85
summit-candidate:f2aae42aff3dea24,yamap_2023-01-03_07_36.gpx,福見山・河原樋山・真松嶺・柿王寺森,33.8843866,132.8629961,543.3533333333334,0,2,,,183|184,真松嶺|柿王寺森,0.85,0.78,check,top1_count=0; top3_count=2; max_score=0.85
summit-candidate:05007aaf499a4ecc,yamap_2026-03-21_13_44.gpx,笹峠山,33.5409797,132.8012664,967.0418485014342,0,1,,,495,雨乞山,0.62,0.35,check,top1_count=0; top3_count=1; max_score=0.62
summit-candidate:26848eb9192f4a1a,yamap_2024-06-01_07_14.gpx,椿山,33.7159431,133.1399924,1600.17,0,1,,,305,椿山,0.79,0.52,check,top1_count=0; top3_count=1; max_score=0.79
summit-candidate:56cffb103cbe3aac,yamap_2024-02-17_05_38.gpx,大黒山・譲ヶ葉森,33.1177367,132.6239642,863.4266666666667,0,1,,,265,譲ヶ葉森,0.67,0.6,check,top1_count=0; top3_count=1; max_score=0.67
summit-candidate:7213c478833fd90f,yamap_2022-09-09_06_58.gpx,寒風山・笹ヶ峰・ちち山,33.8318331,133.2842619,1846.8,0,1,,,119,寒風山,0.73,0.46,check,top1_count=0; top3_count=1; max_score=0.73
summit-candidate:756a1162bc669c0b,yamap_2024-09-14_07_46.gpx,伊予富士,33.7844425,133.269845,1452.5600000000002,0,1,,,317,伊予富士,0.5,0.23,check,top1_count=0; top3_count=1; max_score=0.5
summit-candidate:77bb5774f7fa012e,yamap_2022-04-16_07_39.gpx,東三方ヶ森,33.8997373,132.9587422,1199.216666666667,0,1,,,66,東三方ヶ森,0.63,0.36,check,top1_count=0; top3_count=1; max_score=0.63
