"mountain_no","mountain_name","summit_candidate_id","candidate_rank","candidate_review_classification","grounding_assisted_candidate_score","grounding_match_status","grounding_distance_m","grounding_distance_tier","grounding_elevation_diff_m","source_gpx_basename","track_name","stage21_link_status","review_reason_codes","notes"
"56","潮見山","summit-candidate:b9ae103da9e3136b","15","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2025-02-09_12_21.gpx","八幡山","not_in_stage21","grounding_response_without_coordinate","mountain=潮見山(#56); candidate=summit-candidate:b9ae103da9e3136b; grounding_match=grounding_unavailable; score=0.21"
"56","潮見山","summit-candidate:e7b64a377534c79e","16","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2026-01-04_11_16.gpx","峠ヶ森","not_in_stage21","grounding_response_without_coordinate","mountain=潮見山(#56); candidate=summit-candidate:e7b64a377534c79e; grounding_match=grounding_unavailable; score=0.21"
"56","潮見山","summit-candidate:f676e5a22f523492","17","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2022-10-21_12_15.gpx","愛ノ山","not_in_stage21","grounding_response_without_coordinate","mountain=潮見山(#56); candidate=summit-candidate:f676e5a22f523492; grounding_match=grounding_unavailable; score=0.21"
"56","潮見山","summit-candidate:2129bbc9c3950a91","18","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2025-02-28_10_24.gpx","幻城下城","not_in_stage21","grounding_response_without_coordinate","mountain=潮見山(#56); candidate=summit-candidate:2129bbc9c3950a91; grounding_match=grounding_unavailable; score=0.15"
"56","潮見山","summit-candidate:3807e62715de33f9","19","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2025-02-11_13_28.gpx","高仙山","not_in_stage21","grounding_response_without_coordinate","mountain=潮見山(#56); candidate=summit-candidate:3807e62715de33f9; grounding_match=grounding_unavailable; score=0.15"
"56","潮見山","summit-candidate:3a1a951de82d4254","20","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2022-09-21_13_09.gpx","高文殊山","not_in_stage21","grounding_response_without_coordinate","mountain=潮見山(#56); candidate=summit-candidate:3a1a951de82d4254; grounding_match=grounding_unavailable; score=0.15"
"56","潮見山","summit-candidate:51a919059b1a6dbb","21","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2023-01-10_10_30.gpx","由良山","not_in_stage21","grounding_response_without_coordinate","mountain=潮見山(#56); candidate=summit-candidate:51a919059b1a6dbb; grounding_match=grounding_unavailable; score=0.15"
"56","潮見山","summit-candidate:588c967023117267","22","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2022-09-26_14_04.gpx","鏡山","not_in_stage21","grounding_response_without_coordinate","mountain=潮見山(#56); candidate=summit-candidate:588c967023117267; grounding_match=grounding_unavailable; score=0.15"
"56","潮見山","summit-candidate:86e4db352b85ced4","23","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2025-02-09_11_27.gpx","高取山","not_in_stage21","grounding_response_without_coordinate","mountain=潮見山(#56); candidate=summit-candidate:86e4db352b85ced4; grounding_match=grounding_unavailable; score=0.15"
"56","潮見山","summit-candidate:8cef52d6989a94db","24","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2025-01-30_10_12.gpx","北山","not_in_stage21","grounding_response_without_coordinate","mountain=潮見山(#56); candidate=summit-candidate:8cef52d6989a94db; grounding_match=grounding_unavailable; score=0.15"
"56","潮見山","summit-candidate:8f19c4c16e72e270","25","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2023-01-10_10_30.gpx","由良山","not_in_stage21","grounding_response_without_coordinate","mountain=潮見山(#56); candidate=summit-candidate:8f19c4c16e72e270; grounding_match=grounding_unavailable; score=0.15"
"56","潮見山","summit-candidate:9acc21860aa8a208","26","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2022-12-12_10_30.gpx","扇山","not_in_stage21","grounding_response_without_coordinate","mountain=潮見山(#56); candidate=summit-candidate:9acc21860aa8a208; grounding_match=grounding_unavailable; score=0.15"
"56","潮見山","summit-candidate:bf9808bbf86d5d73","27","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2025-01-30_14_42.gpx","八堂山","not_in_stage21","grounding_response_without_coordinate","mountain=潮見山(#56); candidate=summit-candidate:bf9808bbf86d5d73; grounding_match=grounding_unavailable; score=0.15"
"56","潮見山","summit-candidate:c6ced2088a2376f5","28","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2023-01-21_12_43.gpx","石神山・金比羅山","not_in_stage21","grounding_response_without_coordinate","mountain=潮見山(#56); candidate=summit-candidate:c6ced2088a2376f5; grounding_match=grounding_unavailable; score=0.15"
"56","潮見山","summit-candidate:d5b708b4d3aa86a0","29","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2022-12-25_11_41.gpx","近見山","not_in_stage21","grounding_response_without_coordinate","mountain=潮見山(#56); candidate=summit-candidate:d5b708b4d3aa86a0; grounding_match=grounding_unavailable; score=0.15"
"57","十門山(十門城址)","summit-candidate:a94564816fd4afff","1","review_required_no_grounding","0.63","grounding_unavailable","","grounding_unavailable","","yamap_2022-03-25_12_12.gpx","十門山(十門城址)・ヨソ山","not_in_stage21","grounding_response_without_coordinate","mountain=十門山(十門城址)(#57); candidate=summit-candidate:a94564816fd4afff; grounding_match=grounding_unavailable; score=0.63"
"57","十門山(十門城址)","summit-candidate:555fd1e3be8780dd","2","active_review_alternative","0.45","grounding_unavailable","","grounding_unavailable","","yamap_2022-03-25_12_12.gpx","十門山(十門城址)・ヨソ山","not_in_stage21","grounding_response_without_coordinate","mountain=十門山(十門城址)(#57); candidate=summit-candidate:555fd1e3be8780dd; grounding_match=grounding_unavailable; score=0.45"
"57","十門山(十門城址)","summit-candidate:4a22801b12460992","3","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2026-01-25_07_43.gpx","船ヶ迫岳・鎌倉山","not_in_stage21","grounding_response_without_coordinate","mountain=十門山(十門城址)(#57); candidate=summit-candidate:4a22801b12460992; grounding_match=grounding_unavailable; score=0.21"
"57","十門山(十門城址)","summit-candidate:bd8fda9e743f2008","4","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2026-02-07_07_21.gpx","牛の峰・尻高峰","not_in_stage21","grounding_response_without_coordinate","mountain=十門山(十門城址)(#57); candidate=summit-candidate:bd8fda9e743f2008; grounding_match=grounding_unavailable; score=0.21"
"57","十門山(十門城址)","summit-candidate:0048d4d3a7981b80","5","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2025-01-03_07_19.gpx","壺神山・滝山・足山・皿が森","not_in_stage21","grounding_response_without_coordinate","mountain=十門山(十門城址)(#57); candidate=summit-candidate:0048d4d3a7981b80; grounding_match=grounding_unavailable; score=0.15"
"57","十門山(十門城址)","summit-candidate:07834c521328cc1d","6","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2022-03-05_09_44.gpx","城山・水梨山・向山","not_in_stage21","grounding_response_without_coordinate","mountain=十門山(十門城址)(#57); candidate=summit-candidate:07834c521328cc1d; grounding_match=grounding_unavailable; score=0.15"
"57","十門山(十門城址)","summit-candidate:17c3649ad9b147ce","7","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2026-01-07_07_05.gpx","御在所山","not_in_stage21","grounding_response_without_coordinate","mountain=十門山(十門城址)(#57); candidate=summit-candidate:17c3649ad9b147ce; grounding_match=grounding_unavailable; score=0.15"
"57","十門山(十門城址)","summit-candidate:49147712961a83be","8","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2025-04-09_06_48.gpx","新谷神南山・五十崎神南山","not_in_stage21","grounding_response_without_coordinate","mountain=十門山(十門城址)(#57); candidate=summit-candidate:49147712961a83be; grounding_match=grounding_unavailable; score=0.15"
"57","十門山(十門城址)","summit-candidate:61304308f9a58d0d","9","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2026-01-11_07_50.gpx","黒岩岳","not_in_stage21","grounding_response_without_coordinate","mountain=十門山(十門城址)(#57); candidate=summit-candidate:61304308f9a58d0d; grounding_match=grounding_unavailable; score=0.15"
"57","十門山(十門城址)","summit-candidate:81081ef1b6e58a79","10","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2025-04-14_05_56.gpx","笠成山","not_in_stage21","grounding_response_without_coordinate","mountain=十門山(十門城址)(#57); candidate=summit-candidate:81081ef1b6e58a79; grounding_match=grounding_unavailable; score=0.15"
"57","十門山(十門城址)","summit-candidate:ce7fc6697696cde7","11","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2026-01-25_07_43.gpx","船ヶ迫岳・鎌倉山","not_in_stage21","grounding_response_without_coordinate","mountain=十門山(十門城址)(#57); candidate=summit-candidate:ce7fc6697696cde7; grounding_match=grounding_unavailable; score=0.15"
"57","十門山(十門城址)","summit-candidate:cf1e11202c4f4280","12","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2022-03-05_09_44.gpx","城山・水梨山・向山","not_in_stage21","grounding_response_without_coordinate","mountain=十門山(十門城址)(#57); candidate=summit-candidate:cf1e11202c4f4280; grounding_match=grounding_unavailable; score=0.15"
"58","ヨソ山","summit-candidate:7c532ef1be71a4d1","1","review_required_insufficient_evidence","0.448","grounding_contradicted_or_unrelated","2775.7","grounding_contradicted_or_unrelated","","yamap_2022-01-29_08_35.gpx","皿ヶ森・経座ヶ森・ヨソ山","not_in_stage21","grounding_far_from_candidate","mountain=ヨソ山(#58); candidate=summit-candidate:7c532ef1be71a4d1; grounding_match=grounding_contradicted_or_unrelated; score=0.448"
"58","ヨソ山","summit-candidate:555fd1e3be8780dd","2","active_review_alternative","0.448","grounding_contradicted_or_unrelated","2787.1","grounding_contradicted_or_unrelated","","yamap_2022-03-25_12_12.gpx","十門山(十門城址)・ヨソ山","not_in_stage21","grounding_far_from_candidate","mountain=ヨソ山(#58); candidate=summit-candidate:555fd1e3be8780dd; grounding_match=grounding_contradicted_or_unrelated; score=0.448"
"58","ヨソ山","summit-candidate:a94564816fd4afff","3","active_review_alternative","0.304","grounding_contradicted_or_unrelated","754.1","grounding_contradicted_or_unrelated","","yamap_2022-03-25_12_12.gpx","十門山(十門城址)・ヨソ山","not_in_stage21","grounding_far_from_candidate","mountain=ヨソ山(#58); candidate=summit-candidate:a94564816fd4afff; grounding_match=grounding_contradicted_or_unrelated; score=0.304"
"58","ヨソ山","summit-candidate:59c561a08189d6b9","4","active_review_alternative","0.304","grounding_contradicted_or_unrelated","4893","grounding_contradicted_or_unrelated","","yamap_2022-01-29_08_35.gpx","皿ヶ森・経座ヶ森・ヨソ山","not_in_stage21","grounding_far_from_candidate","mountain=ヨソ山(#58); candidate=summit-candidate:59c561a08189d6b9; grounding_match=grounding_contradicted_or_unrelated; score=0.304"
"59","忽那山","summit-candidate:daa8d4127fc92552","1","review_required_no_grounding","0.63","grounding_unavailable","","grounding_unavailable","","yamap_2022-04-06_09_25.gpx","忽那山","not_in_stage21","grounding_response_without_coordinate","mountain=忽那山(#59); candidate=summit-candidate:daa8d4127fc92552; grounding_match=grounding_unavailable; score=0.63"
"59","忽那山","summit-candidate:5f001ac124f82ef6","2","active_review_alternative","0.28","grounding_unavailable","","grounding_unavailable","","yamap_2022-10-19_16_00.gpx","西港山・大丸山・港山","not_in_stage21","grounding_response_without_coordinate","mountain=忽那山(#59); candidate=summit-candidate:5f001ac124f82ef6; grounding_match=grounding_unavailable; score=0.28"
"59","忽那山","summit-candidate:bf2b3499e08da2df","3","active_review_alternative","0.28","grounding_unavailable","","grounding_unavailable","","yamap_2022-10-19_16_00.gpx","西港山・大丸山・港山","not_in_stage21","grounding_response_without_coordinate","mountain=忽那山(#59); candidate=summit-candidate:bf2b3499e08da2df; grounding_match=grounding_unavailable; score=0.28"
"59","忽那山","summit-candidate:5c9365b2a5a9c97f","4","active_review_alternative","0.22","grounding_unavailable","","grounding_unavailable","","yamap_2022-12-31_15_00.gpx","星岡山","not_in_stage21","grounding_response_without_coordinate","mountain=忽那山(#59); candidate=summit-candidate:5c9365b2a5a9c97f; grounding_match=grounding_unavailable; score=0.22"
"59","忽那山","summit-candidate:93b30125fa1dcd57","5","active_review_alternative","0.22","grounding_unavailable","","grounding_unavailable","","yamap_2022-07-21_10_02.gpx","子持山（頂上にたどり着けず）","not_in_stage21","grounding_response_without_coordinate","mountain=忽那山(#59); candidate=summit-candidate:93b30125fa1dcd57; grounding_match=grounding_unavailable; score=0.22"
"59","忽那山","summit-candidate:a9a2a270fb6273fe","6","active_review_alternative","0.22","grounding_unavailable","","grounding_unavailable","","yamap_2022-10-19_16_00.gpx","西港山・大丸山・港山","not_in_stage21","grounding_response_without_coordinate","mountain=忽那山(#59); candidate=summit-candidate:a9a2a270fb6273fe; grounding_match=grounding_unavailable; score=0.22"
"59","忽那山","summit-candidate:ab7edbc3a52d24bf","7","active_review_alternative","0.22","grounding_unavailable","","grounding_unavailable","","yamap_2023-01-28_12_19.gpx","谷田山・金毘羅山","not_in_stage21","grounding_response_without_coordinate","mountain=忽那山(#59); candidate=summit-candidate:ab7edbc3a52d24bf; grounding_match=grounding_unavailable; score=0.22"
"59","忽那山","summit-candidate:cf6802c2dafdbf46","8","active_review_alternative","0.22","grounding_unavailable","","grounding_unavailable","","yamap_2023-01-28_13_44.gpx","佐古田山","not_in_stage21","grounding_response_without_coordinate","mountain=忽那山(#59); candidate=summit-candidate:cf6802c2dafdbf46; grounding_match=grounding_unavailable; score=0.22"
"59","忽那山","summit-candidate:ea18d38abe59ed57","9","active_review_alternative","0.22","grounding_unavailable","","grounding_unavailable","","yamap_2023-01-06_11_33.gpx","岩子山・垣生山・津田山・弁天山","not_in_stage21","grounding_response_without_coordinate","mountain=忽那山(#59); candidate=summit-candidate:ea18d38abe59ed57; grounding_match=grounding_unavailable; score=0.22"
"59","忽那山","summit-candidate:40d5b4863907057a","10","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2022-02-09_10_01.gpx","佐田岬と伽藍山","not_in_stage21","grounding_response_without_coordinate","mountain=忽那山(#59); candidate=summit-candidate:40d5b4863907057a; grounding_match=grounding_unavailable; score=0.21"
"59","忽那山","summit-candidate:bd145a45a7d01b99","11","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2022-09-15_11_02.gpx","伊勢山","not_in_stage21","grounding_response_without_coordinate","mountain=忽那山(#59); candidate=summit-candidate:bd145a45a7d01b99; grounding_match=grounding_unavailable; score=0.21"
"59","忽那山","summit-candidate:fbd725fc8006e2c8","12","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2022-02-28_13_13.gpx","花木山","not_in_stage21","grounding_response_without_coordinate","mountain=忽那山(#59); candidate=summit-candidate:fbd725fc8006e2c8; grounding_match=grounding_unavailable; score=0.21"
"59","忽那山","summit-candidate:02d59cd1260af017","13","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2024-01-27_10_11.gpx","御串山","not_in_stage21","grounding_response_without_coordinate","mountain=忽那山(#59); candidate=summit-candidate:02d59cd1260af017; grounding_match=grounding_unavailable; score=0.15"
"60","鬼ヶ城山","summit-candidate:7ceb76663c2bb81b","1","review_required_no_grounding","0.63","grounding_unavailable","","grounding_unavailable","","yamap_2022-04-08_09_33.gpx","鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山","not_in_stage21","grounding_response_without_coordinate","mountain=鬼ヶ城山(#60); candidate=summit-candidate:7ceb76663c2bb81b; grounding_match=grounding_unavailable; score=0.63"
"60","鬼ヶ城山","summit-candidate:27c1036d4aa2230e","2","active_review_alternative","0.57","grounding_unavailable","","grounding_unavailable","","yamap_2022-04-08_09_33.gpx","鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山","not_in_stage21","grounding_response_without_coordinate","mountain=鬼ヶ城山(#60); candidate=summit-candidate:27c1036d4aa2230e; grounding_match=grounding_unavailable; score=0.57"
"60","鬼ヶ城山","summit-candidate:91ebf1d99654d5b2","3","active_review_alternative","0.57","grounding_unavailable","","grounding_unavailable","","yamap_2022-04-08_09_33.gpx","鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山","not_in_stage21","grounding_response_without_coordinate","mountain=鬼ヶ城山(#60); candidate=summit-candidate:91ebf1d99654d5b2; grounding_match=grounding_unavailable; score=0.57"
"60","鬼ヶ城山","summit-candidate:40068653b28bad40","4","active_review_alternative","0.45","grounding_unavailable","","grounding_unavailable","","yamap_2022-04-08_09_33.gpx","鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山","not_in_stage21","grounding_response_without_coordinate","mountain=鬼ヶ城山(#60); candidate=summit-candidate:40068653b28bad40; grounding_match=grounding_unavailable; score=0.45"
"60","鬼ヶ城山","summit-candidate:babbcdf7bbd23463","5","active_review_alternative","0.45","grounding_unavailable","","grounding_unavailable","","yamap_2022-04-08_09_33.gpx","鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山","not_in_stage21","grounding_response_without_coordinate","mountain=鬼ヶ城山(#60); candidate=summit-candidate:babbcdf7bbd23463; grounding_match=grounding_unavailable; score=0.45"
"60","鬼ヶ城山","summit-candidate:0a89128346167f6e","6","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2024-04-07_06_45.gpx","二箆山・西雑誌山","not_in_stage21","grounding_response_without_coordinate","mountain=鬼ヶ城山(#60); candidate=summit-candidate:0a89128346167f6e; grounding_match=grounding_unavailable; score=0.21"
"60","鬼ヶ城山","summit-candidate:5b124255339c0714","7","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2023-03-11_06_08.gpx","福見山・明神ヶ森・南三方ヶ森・魚谷森・左谷ノ森","not_in_stage21","grounding_response_without_coordinate","mountain=鬼ヶ城山(#60); candidate=summit-candidate:5b124255339c0714; grounding_match=grounding_unavailable; score=0.21"
"60","鬼ヶ城山","summit-candidate:78274ad93e160452","8","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2026-03-01_06_45.gpx","剣ノ山・三傍示山・塩塚峰","not_in_stage21","grounding_response_without_coordinate","mountain=鬼ヶ城山(#60); candidate=summit-candidate:78274ad93e160452; grounding_match=grounding_unavailable; score=0.21"
"60","鬼ヶ城山","summit-candidate:9186201ca03b041d","9","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2024-03-30_07_11.gpx","御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森","not_in_stage21","grounding_response_without_coordinate","mountain=鬼ヶ城山(#60); candidate=summit-candidate:9186201ca03b041d; grounding_match=grounding_unavailable; score=0.21"
"60","鬼ヶ城山","summit-candidate:924ccfedeb6c2d2c","10","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2023-04-04_12_51.gpx","黒森山","not_in_stage21","grounding_response_without_coordinate","mountain=鬼ヶ城山(#60); candidate=summit-candidate:924ccfedeb6c2d2c; grounding_match=grounding_unavailable; score=0.21"
"60","鬼ヶ城山","summit-candidate:ad2256a1bfd3ef78","11","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2023-11-11_07_17.gpx","四辻ノ森・三光ノ辻山","not_in_stage21","grounding_response_without_coordinate","mountain=鬼ヶ城山(#60); candidate=summit-candidate:ad2256a1bfd3ef78; grounding_match=grounding_unavailable; score=0.21"
"60","鬼ヶ城山","summit-candidate:b58470f57bb41331","12","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2023-10-22_06_44.gpx","二ノ岳・高森","not_in_stage21","grounding_response_without_coordinate","mountain=鬼ヶ城山(#60); candidate=summit-candidate:b58470f57bb41331; grounding_match=grounding_unavailable; score=0.21"
"60","鬼ヶ城山","summit-candidate:ba78489e4d448645","13","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2025-08-15_10_51.gpx","小牛城","not_in_stage21","grounding_response_without_coordinate","mountain=鬼ヶ城山(#60); candidate=summit-candidate:ba78489e4d448645; grounding_match=grounding_unavailable; score=0.21"
"60","鬼ヶ城山","summit-candidate:395bb631522975b6","14","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2022-09-09_06_58.gpx","寒風山・笹ヶ峰・ちち山","not_in_stage21","grounding_response_without_coordinate","mountain=鬼ヶ城山(#60); candidate=summit-candidate:395bb631522975b6; grounding_match=grounding_unavailable; score=0.15"
"60","鬼ヶ城山","summit-candidate:9fe4d21715424f17","15","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2025-12-06_08_06.gpx","霧立山・地蔵山","not_in_stage21","grounding_response_without_coordinate","mountain=鬼ヶ城山(#60); candidate=summit-candidate:9fe4d21715424f17; grounding_match=grounding_unavailable; score=0.15"
"60","鬼ヶ城山","summit-candidate:b06e13a9483478e5","16","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2022-04-15_11_52.gpx","皿ヶ嶺・引地山","not_in_stage21","grounding_response_without_coordinate","mountain=鬼ヶ城山(#60); candidate=summit-candidate:b06e13a9483478e5; grounding_match=grounding_unavailable; score=0.15"
"60","鬼ヶ城山","summit-candidate:b27cb491de0f94b6","17","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2023-11-11_07_17.gpx","四辻ノ森・三光ノ辻山","not_in_stage21","grounding_response_without_coordinate","mountain=鬼ヶ城山(#60); candidate=summit-candidate:b27cb491de0f94b6; grounding_match=grounding_unavailable; score=0.15"
"60","鬼ヶ城山","summit-candidate:f54f44da226a4a15","18","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2024-10-20_11_05.gpx","天堤山","not_in_stage21","grounding_response_without_coordinate","mountain=鬼ヶ城山(#60); candidate=summit-candidate:f54f44da226a4a15; grounding_match=grounding_unavailable; score=0.15"
"61","三本杭","summit-candidate:babbcdf7bbd23463","1","review_required_no_grounding","0.63","grounding_unavailable","","grounding_unavailable","","yamap_2022-04-08_09_33.gpx","鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山","not_in_stage21","grounding_response_without_coordinate","mountain=三本杭(#61); candidate=summit-candidate:babbcdf7bbd23463; grounding_match=grounding_unavailable; score=0.63"
"61","三本杭","summit-candidate:27c1036d4aa2230e","2","active_review_alternative","0.45","grounding_unavailable","","grounding_unavailable","","yamap_2022-04-08_09_33.gpx","鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山","not_in_stage21","grounding_response_without_coordinate","mountain=三本杭(#61); candidate=summit-candidate:27c1036d4aa2230e; grounding_match=grounding_unavailable; score=0.45"
"61","三本杭","summit-candidate:40068653b28bad40","3","active_review_alternative","0.45","grounding_unavailable","","grounding_unavailable","","yamap_2022-04-08_09_33.gpx","鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山","not_in_stage21","grounding_response_without_coordinate","mountain=三本杭(#61); candidate=summit-candidate:40068653b28bad40; grounding_match=grounding_unavailable; score=0.45"
"61","三本杭","summit-candidate:7ceb76663c2bb81b","4","active_review_alternative","0.45","grounding_unavailable","","grounding_unavailable","","yamap_2022-04-08_09_33.gpx","鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山","not_in_stage21","grounding_response_without_coordinate","mountain=三本杭(#61); candidate=summit-candidate:7ceb76663c2bb81b; grounding_match=grounding_unavailable; score=0.45"
"61","三本杭","summit-candidate:91ebf1d99654d5b2","5","active_review_alternative","0.45","grounding_unavailable","","grounding_unavailable","","yamap_2022-04-08_09_33.gpx","鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山","not_in_stage21","grounding_response_without_coordinate","mountain=三本杭(#61); candidate=summit-candidate:91ebf1d99654d5b2; grounding_match=grounding_unavailable; score=0.45"
"61","三本杭","summit-candidate:90c3723735d95c0d","6","active_review_alternative","0.28","grounding_unavailable","","grounding_unavailable","","yamap_2024-02-24_07_06.gpx","高月山・東高月山・郭公岳・櫨ヶ森・毛山","not_in_stage21","grounding_response_without_coordinate","mountain=三本杭(#61); candidate=summit-candidate:90c3723735d95c0d; grounding_match=grounding_unavailable; score=0.28"
"61","三本杭","summit-candidate:12c27f259b66de80","7","active_review_alternative","0.22","grounding_unavailable","","grounding_unavailable","","yamap_2024-03-30_07_11.gpx","御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森","not_in_stage21","grounding_response_without_coordinate","mountain=三本杭(#61); candidate=summit-candidate:12c27f259b66de80; grounding_match=grounding_unavailable; score=0.22"
"61","三本杭","summit-candidate:2b97141dc260a078","8","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2022-05-15_06_10.gpx","割石東山・青滝山・堂ヶ森","not_in_stage21","grounding_response_without_coordinate","mountain=三本杭(#61); candidate=summit-candidate:2b97141dc260a078; grounding_match=grounding_unavailable; score=0.21"
"61","三本杭","summit-candidate:a1b1b7885eeab893","9","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2024-10-14_04_48.gpx","三ッ足山・カガマシ山・橡尾山・笹ヶ峰","not_in_stage21","grounding_response_without_coordinate","mountain=三本杭(#61); candidate=summit-candidate:a1b1b7885eeab893; grounding_match=grounding_unavailable; score=0.21"
"61","三本杭","summit-candidate:c210f415fc55501f","10","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2024-04-27_08_04.gpx","桂ヶ森","not_in_stage21","grounding_response_without_coordinate","mountain=三本杭(#61); candidate=summit-candidate:c210f415fc55501f; grounding_match=grounding_unavailable; score=0.21"
"61","三本杭","summit-candidate:d06b9d5365beffaa","11","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2022-04-16_07_39.gpx","東三方ヶ森","not_in_stage21","grounding_response_without_coordinate","mountain=三本杭(#61); candidate=summit-candidate:d06b9d5365beffaa; grounding_match=grounding_unavailable; score=0.21"
"61","三本杭","summit-candidate:d5d39ec66a34deb5","12","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2026-03-21_14_58.gpx","雨霧山","not_in_stage21","grounding_response_without_coordinate","mountain=三本杭(#61); candidate=summit-candidate:d5d39ec66a34deb5; grounding_match=grounding_unavailable; score=0.21"
"61","三本杭","summit-candidate:05f8527418663d3a","13","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2023-11-11_07_17.gpx","四辻ノ森・三光ノ辻山","not_in_stage21","grounding_response_without_coordinate","mountain=三本杭(#61); candidate=summit-candidate:05f8527418663d3a; grounding_match=grounding_unavailable; score=0.15"
"61","三本杭","summit-candidate:0d157ed871f76807","14","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2025-07-06_07_10.gpx","谷崎山","not_in_stage21","grounding_response_without_coordinate","mountain=三本杭(#61); candidate=summit-candidate:0d157ed871f76807; grounding_match=grounding_unavailable; score=0.15"
"61","三本杭","summit-candidate:16e9de2bedeb2d1c","15","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2022-10-28_06_21.gpx","割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山","not_in_stage21","grounding_response_without_coordinate","mountain=三本杭(#61); candidate=summit-candidate:16e9de2bedeb2d1c; grounding_match=grounding_unavailable; score=0.15"
