mountain_no,mountain_name,category,candidate_count,top_summit_candidate_id,top_score,top_confidence,top_match_status,top_candidate_generation_strategy,top_source_gpx_basename,top_track_name,top_candidate_lat,top_candidate_lon,top_candidate_ele_m,mountain_csv_lat,mountain_csv_lon,mountain_elevation_m,grounding_status,grounding_distance_m,grounding_municipality,candidate_municipality,municipality_compatibility,name_evidence_tier,elevation_diff_m,csv_coordinate_distance_m,activity_link_summary,needs_human_review,review_reason_codes,notes
385,幻城上城,v3_conflict_case,2,summit-candidate:e4f762179d85915d,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-02-28_07_34.gpx,綱付山・幻城上城,NaN,NaN,,,,479,,,,西条市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
390,高森山,v3_conflict_case,9,summit-candidate:428f403ddcc5a31a,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-02-22_07_32.gpx,高森山・町木山・寒台山・鎧掛山,NaN,NaN,,,,309,,,,,unknown,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
392,高山,v3_conflict_case,5,summit-candidate:101c1b0635c0bec0,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-12-25_10_09.gpx,高山,NaN,NaN,,,,149,,NaN,松山市,今治市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
393,泰ノ山,v3_conflict_case,4,summit-candidate:8ff6361109e5ed5c,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-03-20_08_27.gpx,高山・大里山・泰ノ山,NaN,NaN,,,,289,,,,松山市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
394,大里山,v3_conflict_case,4,summit-candidate:8ff6361109e5ed5c,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-03-20_08_27.gpx,高山・大里山・泰ノ山,NaN,NaN,,,,296,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
395,北ヶ森,v3_conflict_case,1,summit-candidate:dedadc05e5f6d5d5,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-03-23_11_12.gpx,北ヶ森・高土の峰,NaN,NaN,,,,1010,,NaN,久万高原町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
396,高土の峰,v3_conflict_case,1,summit-candidate:dedadc05e5f6d5d5,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-03-23_11_12.gpx,北ヶ森・高土の峰,NaN,NaN,,,,794,,NaN,砥部町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
398,岳山,v3_conflict_case,3,summit-candidate:54cf4155ab259d9d,0.55,low,v3_conflict_case,fallback_name_only_review,yamap_2022-02-26_07_43.gpx,御岳山,NaN,NaN,,,,606,,NaN,大洲市,東温市,compatible,strong,,,,true,municipality_mismatch;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
401,京の森,v3_conflict_case,1,summit-candidate:13aa9354da4eb6d6,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-03-30_12_56.gpx,京の森・大迫山,NaN,NaN,,,,545,,NaN,大洲市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
402,大迫山,v3_conflict_case,1,summit-candidate:13aa9354da4eb6d6,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-03-30_12_56.gpx,京の森・大迫山,NaN,NaN,,,,559,,NaN,大洲市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
405,加塚山,v3_conflict_case,6,summit-candidate:18f6f4b086668887,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-04-06_08_48.gpx,加塚山,NaN,NaN,,,,1065,,,,宇和島市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;near_tie_candidates_for_mountain,
406,新谷神南山,v3_conflict_case,2,summit-candidate:49147712961a83be,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-04-09_06_48.gpx,新谷神南山・五十崎神南山,NaN,NaN,,,,654,,,,,unknown,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
407,五十崎神南山,v3_conflict_case,2,summit-candidate:49147712961a83be,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-04-09_06_48.gpx,新谷神南山・五十崎神南山,NaN,NaN,,,,710,,NaN,大洲市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
409,小屋山,v3_conflict_case,4,summit-candidate:01f601a63b1874f6,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-04-19_07_10.gpx,小屋山・丸石山,NaN,NaN,,,,1344,,NaN,西予市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
410,丸石山,v3_conflict_case,4,summit-candidate:01f601a63b1874f6,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-04-19_07_10.gpx,小屋山・丸石山,NaN,NaN,,,,1327,,NaN,久万高原町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
411,野地峰,v3_conflict_case,4,summit-candidate:17a471cc45af2c05,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-04-27_06_23.gpx,野地峰・黒岩山・大野山,NaN,NaN,,,,1279,,NaN,四国中央市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
412,黒岩山,v3_conflict_case,4,summit-candidate:17a471cc45af2c05,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-04-27_06_23.gpx,野地峰・黒岩山・大野山,NaN,NaN,,,,1350,,NaN,四国中央市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
413,大野山,v3_conflict_case,4,summit-candidate:17a471cc45af2c05,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-04-27_06_23.gpx,野地峰・黒岩山・大野山,NaN,NaN,,,,1400,,NaN,四国中央市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
414,水なし山,v3_conflict_case,1,summit-candidate:403c0894babcf279,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-06-21_08_53.gpx,貝渚山・水なし山,NaN,NaN,,,,1406,,NaN,久万高原町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
415,貝渚山,v3_conflict_case,1,summit-candidate:403c0894babcf279,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-06-21_08_53.gpx,貝渚山・水なし山,NaN,NaN,,,,1422,,NaN,久万高原町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
417,東黒森,v3_conflict_case,1,summit-candidate:20f1c44b99e3d708,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-07-06_09_43.gpx,東黒森,NaN,NaN,,,,1733,,NaN,西条市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
419,小牛城,v3_conflict_case,1,summit-candidate:ba78489e4d448645,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-08-15_10_51.gpx,小牛城,NaN,NaN,,,,1142,,NaN,久万高原町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
423,鶴ノ子ノ頭,v3_conflict_case,2,summit-candidate:19713e48698f3e2a,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-09-07_08_00.gpx,鶴ノ子ノ頭・石鎚山,NaN,NaN,,,,1637,,NaN,久万高原町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
425,黒川山,v3_conflict_case,4,summit-candidate:109bc31ba8b3aa15,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-09-21_08_53.gpx,前社ヶ森・剣山・黒川山,NaN,NaN,,,,1365,,,,西条市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
426,前社ヶ森,v3_conflict_case,4,summit-candidate:109bc31ba8b3aa15,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-09-21_08_53.gpx,前社ヶ森・剣山・黒川山,NaN,NaN,,,,1592,,NaN,西条市,西条市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
427,剣山,v3_conflict_case,4,summit-candidate:109bc31ba8b3aa15,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-09-21_08_53.gpx,前社ヶ森・剣山・黒川山,NaN,NaN,,,,1627,,NaN,西条市,西条市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
428,東光森山,v3_conflict_case,4,summit-candidate:4b66146264e5e167,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-09-27_06_52.gpx,東光森山・別子山,NaN,NaN,,,,1486,,NaN,新居浜市,新居浜市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
429,別子山,v3_conflict_case,4,summit-candidate:4b66146264e5e167,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-09-27_06_52.gpx,東光森山・別子山,NaN,NaN,,,,1374,,NaN,新居浜市,新居浜市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
430,三ッ森山,v3_conflict_case,4,summit-candidate:20557338e1ab5de6,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-10-05_08_42.gpx,三ッ森山・大座礼山,NaN,NaN,,,,1429,,,,,unknown,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
431,大座礼山,v3_conflict_case,4,summit-candidate:20557338e1ab5de6,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-10-05_08_42.gpx,三ッ森山・大座礼山,NaN,NaN,,,,1587,,NaN,新居浜市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
432,三つ足山,v3_conflict_case,2,summit-candidate:565ba3761956d9b3,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-10-11_06_24.gpx,大森山・佐々連尾山・三つ足山,NaN,NaN,,,,1452,,NaN,四国中央市,四国中央市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
433,大森山,v3_conflict_case,4,summit-candidate:565ba3761956d9b3,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-10-11_06_24.gpx,大森山・佐々連尾山・三つ足山,NaN,NaN,,,,1433,,NaN,四国中央市,四国中央市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
434,佐々連尾山,v3_conflict_case,2,summit-candidate:565ba3761956d9b3,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-10-11_06_24.gpx,大森山・佐々連尾山・三つ足山,NaN,NaN,,,,1404,,NaN,四国中央市,四国中央市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
436,大峰,v3_conflict_case,2,summit-candidate:1946316119cd7251,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-10-23_15_58.gpx,大峰,NaN,NaN,,,,358,,,,伊方町,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_sensitive_activity_link,
440,霧立山,v3_conflict_case,2,summit-candidate:9fe4d21715424f17,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-12-06_08_06.gpx,霧立山・地蔵山,NaN,NaN,,,,1096,,,,鬼北町,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
441,地蔵山,v3_conflict_case,2,summit-candidate:9fe4d21715424f17,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-12-06_08_06.gpx,霧立山・地蔵山,NaN,NaN,,,,1126,,,,鬼北町,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
444,紅葉山,v3_conflict_case,2,summit-candidate:6b62cbb916ef874d,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-12-14_08_56.gpx,梁瀬山・紅葉山,NaN,NaN,,,,376,,NaN,大洲市,大洲市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
445,梁瀬山,v3_conflict_case,2,summit-candidate:6b62cbb916ef874d,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-12-14_08_56.gpx,梁瀬山・紅葉山,NaN,NaN,,,,372,,NaN,大洲市,大洲市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
446,池ノ城山,v3_conflict_case,1,summit-candidate:f028aab45221cee6,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-12-20_07_28.gpx,池ノ城山,NaN,NaN,,,,589,,NaN,内子町,内子町,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
449,御在所山,v3_conflict_case,2,summit-candidate:17c3649ad9b147ce,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-01-07_07_05.gpx,御在所山,NaN,NaN,,,,668,,NaN,大洲市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
451,陣が森岳,v3_conflict_case,1,summit-candidate:1fd59e0e67624706,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-01-11_10_38.gpx,陣が森岳,NaN,NaN,,,,620,,,,伊予市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
455,船ヶ迫岳,v3_conflict_case,2,summit-candidate:4a22801b12460992,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-01-25_07_43.gpx,船ヶ迫岳・鎌倉山,NaN,NaN,,,,631,,NaN,内子町,内子町,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
456,鎌倉山,v3_conflict_case,2,summit-candidate:4a22801b12460992,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-01-25_07_43.gpx,船ヶ迫岳・鎌倉山,NaN,NaN,,,,681,,NaN,内子町,内子町,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
457,槇ノ山,v3_conflict_case,2,summit-candidate:f39b40bd0d9b0192,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-01-31_07_40.gpx,槇ノ山,NaN,NaN,,,,439,,,,宇和島市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;near_tie_candidates_for_mountain,
458,遠見山,v3_conflict_case,1,summit-candidate:e55456349660bd14,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-01-31_10_49.gpx,遠見山,NaN,NaN,,,,322,,,,宇和島市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
459,高森山,v3_conflict_case,9,summit-candidate:428f403ddcc5a31a,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-02-22_07_32.gpx,高森山・町木山・寒台山・鎧掛山,NaN,NaN,,,,634,,NaN,西予市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
460,牛の峰,v3_conflict_case,2,summit-candidate:6adfa15b8dbd8966,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-02-07_07_21.gpx,牛の峰・尻高峰,NaN,NaN,,,,660,,,,大洲市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
461,尻高峰,v3_conflict_case,2,summit-candidate:6adfa15b8dbd8966,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-02-07_07_21.gpx,牛の峰・尻高峰,NaN,NaN,,,,566,,NaN,大洲市,大洲市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
465,権現山,v3_conflict_case,22,summit-candidate:2c817617699a0a45,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,NaN,NaN,,,,364,,NaN,八幡浜市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
466,大森山,v3_conflict_case,4,summit-candidate:a80dd0489247a839,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-10-11_06_24.gpx,大森山・佐々連尾山・三つ足山,NaN,NaN,,,,729,,NaN,大洲市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
467,高森山,v3_conflict_case,9,summit-candidate:19ab381ef6c337af,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-02-22_07_32.gpx,高森山・町木山・寒台山・鎧掛山,NaN,NaN,,,,819,,NaN,大洲市,大洲市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
468,町木山,v3_conflict_case,5,summit-candidate:19ab381ef6c337af,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-02-22_07_32.gpx,高森山・町木山・寒台山・鎧掛山,NaN,NaN,,,,982,,,,大洲市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
469,寒台山,v3_conflict_case,5,summit-candidate:428f403ddcc5a31a,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-02-22_07_32.gpx,高森山・町木山・寒台山・鎧掛山,NaN,NaN,,,,895,,NaN,内子町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
470,鎧掛山,v3_conflict_case,5,summit-candidate:19ab381ef6c337af,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-02-22_07_32.gpx,高森山・町木山・寒台山・鎧掛山,NaN,NaN,,,,788,,NaN,大洲市,大洲市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
472,剣ノ山,v3_conflict_case,5,summit-candidate:0d5802be6f4a6c6e,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-03-01_06_45.gpx,剣ノ山・三傍示山・塩塚峰,NaN,NaN,,,,1105,,NaN,四国中央市,四国中央市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
473,三傍示山,v3_conflict_case,5,summit-candidate:0d5802be6f4a6c6e,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-03-01_06_45.gpx,剣ノ山・三傍示山・塩塚峰,NaN,NaN,,,,1157,,NaN,四国中央市,四国中央市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
474,塩塚峰,v3_conflict_case,5,summit-candidate:0d5802be6f4a6c6e,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-03-01_06_45.gpx,剣ノ山・三傍示山・塩塚峰,NaN,NaN,,,,1043,,NaN,四国中央市,四国中央市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
475,登議城山,v3_conflict_case,1,summit-candidate:9fe27d7d4a51aa70,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-03-04_06_40.gpx,登議城山,NaN,NaN,,,,655,,,,内子町,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
476,愛宕山,v3_conflict_case,3,summit-candidate:c6ea08c2953b4cb8,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-03-04_09_46.gpx,愛宕山,NaN,NaN,,,,357,,,,内子町,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
477,笠松山東峰,v3_conflict_case,1,summit-candidate:8f25ad4ff380df77,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-03-06_09_00.gpx,世田山・笠松山東峰・笠松山,NaN,NaN,,,,327,,NaN,今治市,今治市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
480,権現山,v3_conflict_case,22,summit-candidate:2c817617699a0a45,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,NaN,NaN,,,,952,,NaN,宇和島市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
484,軽ノ山,v3_conflict_case,1,summit-candidate:084fa7c9e55252dc,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-03-11_10_35.gpx,野津子山・軽ノ山,NaN,NaN,,,,171,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
485,野津子山,v3_conflict_case,1,summit-candidate:084fa7c9e55252dc,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-03-11_10_35.gpx,野津子山・軽ノ山,NaN,NaN,,,,144,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
489,雨乞山,v3_conflict_case,5,summit-candidate:0f61b39e537be0a6,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-03-21_07_01.gpx,雨乞山・妙見森,NaN,NaN,,,,1213,,,,,unknown,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
490,妙見森,v3_conflict_case,4,summit-candidate:0f61b39e537be0a6,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-03-21_07_01.gpx,雨乞山・妙見森,NaN,NaN,,,,1325,,NaN,内子町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
494,権現山,v3_conflict_case,22,summit-candidate:2011a6c909945d6f,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-04-12_11_03.gpx,権現山,NaN,NaN,,,,117,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
495,雨乞山,v3_conflict_case,5,summit-candidate:0f61b39e537be0a6,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-03-21_07_01.gpx,雨乞山・妙見森,NaN,NaN,,,,499,,,,,unknown,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
497,面木山,v3_conflict_case,3,summit-candidate:a96db37bf518f31a,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-04-29_06_34.gpx,面木山・黒森,NaN,NaN,,,,988,,NaN,西条市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
498,黒森,v3_conflict_case,15,summit-candidate:20f1c44b99e3d708,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-07-06_09_43.gpx,東黒森,NaN,NaN,,,,903,,NaN,西条市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
499,台ヶ森,v3_conflict_case,3,summit-candidate:53a6401abf71c488,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-05-02_09_29.gpx,男山・瓶ヶ森・台ヶ森,NaN,NaN,,,,1501,,NaN,西条市,西条市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
500,丸山,v3_conflict_case,6,summit-candidate:453327d51d16e202,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-05-06_07_28.gpx,丸山・ちち山・笹ヶ峰,NaN,NaN,,,,1547,,NaN,西条市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
501,大森山,v3_conflict_case,4,summit-candidate:a80dd0489247a839,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-10-11_06_24.gpx,大森山・佐々連尾山・三つ足山,NaN,NaN,,33.782402,133.153201,1399,,NaN,西条市,,unknown,strong,,,,true,timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
506,陣ヶ森,v3_conflict_case,3,summit-candidate:e7e4429a39f6359f,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-05-05_13_29.gpx,陣ヶ森・前々司山・うなめご,NaN,NaN,,33.590092,132.709728,565,,NaN,内子町,,unknown,strong,,,,true,timezone_ambiguity;multiple_mountains_for_candidate,
511,秋葉山,v3_conflict_case,3,summit-candidate:0bd3d051cdb972fd,0.55,low,v3_conflict_case,fallback_name_only_review,yamap_2024-12-08_06_59.gpx,本尊山・秋葉山・立烏帽子山・明神山,NaN,NaN,,33.596611,132.606278,722,,NaN,大洲市,伊予市,compatible,strong,,,,true,municipality_mismatch;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
512,黒山,v3_conflict_case,10,summit-candidate:282882317c3aab0b,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-02-17_05_38.gpx,大黒山・譲ヶ葉森,NaN,NaN,,33.638972,132.610639,729,,NaN,内子町,,unknown,strong,,,,true,timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
513,大野山,v3_conflict_case,4,summit-candidate:17a471cc45af2c05,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-04-27_06_23.gpx,野地峰・黒岩山・大野山,NaN,NaN,,33.423639,132.552972,800,,NaN,西予市,,unknown,strong,,,,true,timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
