mountain_no,mountain_name,summit_candidate_id,grounding_assisted_candidate_score,grounding_match_status,grounding_distance_m,grounding_elevation_diff_m,candidate_lat,candidate_lon,candidate_ele_m,mountain_elevation_m,candidate_rank_for_mountain,track_name,grounding_reason_codes
42,水梨山,summit-candidate:9a0532ee2b40e5f3,0.21,grounding_unavailable,,,33.0274144,132.6396303,725.5,729,9,瀬戸黒森・三森・羽子山・観音森,grounding_response_without_coordinate
42,水梨山,summit-candidate:b3cf76c035511afe,0.21,grounding_unavailable,,,33.5171137,132.7257366,737.4383606793477,729,10,大森山,grounding_response_without_coordinate
42,水梨山,summit-candidate:e7ae682a07af2e10,0.21,grounding_unavailable,,,33.8423734,132.8811963,719.2533333333334,729,11,高森山・岩伽羅山・衣掛山・吉山(吉山城址),grounding_response_without_coordinate
42,水梨山,summit-candidate:49147712961a83be,0.15,grounding_unavailable,,,33.5174638,132.6333302,708.9699999999999,729,12,新谷神南山・五十崎神南山,grounding_response_without_coordinate
42,水梨山,summit-candidate:6adfa15b8dbd8966,0.15,grounding_unavailable,,,33.5381203,132.4689665,756.9766666666668,729,13,牛の峰・尻高峰,grounding_response_without_coordinate
42,水梨山,summit-candidate:eb031d650d8e9a7a,0.15,grounding_unavailable,,,33.9835402,133.681909,753.8057910293684,729,14,峰畑山,grounding_response_without_coordinate
43,向山,summit-candidate:07834c521328cc1d,0.57,grounding_unavailable,,,33.6848511,132.7812374,707.7550916004999,683,1,城山・水梨山・向山,grounding_response_without_coordinate
43,向山,summit-candidate:cf1e11202c4f4280,0.57,grounding_unavailable,,,33.6926089,132.8062765,694.2914342760145,683,2,城山・水梨山・向山,grounding_response_without_coordinate
43,向山,summit-candidate:0a765b89058b256b,0.45,grounding_unavailable,,,33.6808914,132.7938736,734.4240556679409,683,3,城山・水梨山・向山,grounding_response_without_coordinate
43,向山,summit-candidate:c1f175d0616be696,0.45,grounding_unavailable,,,33.6968367,132.7954997,589.8691282114027,683,4,城山・水梨山・向山,grounding_response_without_coordinate
43,向山,summit-candidate:edd15dad4a862cba,0.45,grounding_unavailable,,,33.6953574,132.7931539,478.48019710501103,683,5,城山・水梨山・向山,grounding_response_without_coordinate
43,向山,summit-candidate:81081ef1b6e58a79,0.22,grounding_unavailable,,,33.6509595,132.7915875,711,683,6,笠成山,grounding_response_without_coordinate
43,向山,summit-candidate:4a22801b12460992,0.21,grounding_unavailable,,,33.6034415,132.6564373,676.61,683,7,船ヶ迫岳・鎌倉山,grounding_response_without_coordinate
43,向山,summit-candidate:a94564816fd4afff,0.21,grounding_unavailable,,,33.8503146,132.9103674,676.7066666666667,683,8,十門山(十門城址)・ヨソ山,grounding_response_without_coordinate
43,向山,summit-candidate:bd8fda9e743f2008,0.21,grounding_unavailable,,,33.54274,132.4754911,681.2333333333333,683,9,牛の峰・尻高峰,grounding_response_without_coordinate
43,向山,summit-candidate:0048d4d3a7981b80,0.15,grounding_unavailable,,,33.6062894,132.5155614,697.5172644320495,683,10,壺神山・滝山・足山・皿が森,grounding_response_without_coordinate
43,向山,summit-candidate:17c3649ad9b147ce,0.15,grounding_unavailable,,,33.4376592,132.6335849,665.1833333333333,683,11,御在所山,grounding_response_without_coordinate
43,向山,summit-candidate:49147712961a83be,0.15,grounding_unavailable,,,33.5174638,132.6333302,708.9699999999999,683,12,新谷神南山・五十崎神南山,grounding_response_without_coordinate
43,向山,summit-candidate:61304308f9a58d0d,0.15,grounding_unavailable,,,33.654334,132.6895797,694.3566666666667,683,13,黒岩岳,grounding_response_without_coordinate
43,向山,summit-candidate:ce7fc6697696cde7,0.15,grounding_unavailable,,,33.6204803,132.6529617,669.23,683,14,船ヶ迫岳・鎌倉山,grounding_response_without_coordinate
44,稔山,summit-candidate:622b899de76208ef,0.63,grounding_unavailable,,,33.8609206,132.9700981,911.0766666666667,917,1,稔山,grounding_response_without_coordinate
44,稔山,summit-candidate:d1269170b687c5bc,0.51,grounding_unavailable,,,33.8581024,132.9583176,873.4633333333333,917,2,稔山,grounding_response_without_coordinate
44,稔山,summit-candidate:555fd1e3be8780dd,0.28,grounding_unavailable,,,33.8408635,132.9292547,923.8766666666667,917,3,十門山(十門城址)・ヨソ山,grounding_response_without_coordinate
44,稔山,summit-candidate:7c532ef1be71a4d1,0.28,grounding_unavailable,,,33.8412373,132.9293942,924.7866666666665,917,4,皿ヶ森・経座ヶ森・ヨソ山,grounding_response_without_coordinate
44,稔山,summit-candidate:a96db37bf518f31a,0.22,grounding_unavailable,,,33.7912411,133.0215447,894.5,917,5,面木山・黒森,grounding_response_without_coordinate
44,稔山,summit-candidate:c87a377b77c80862,0.22,grounding_unavailable,,,33.798558,133.0173655,890.1266666666667,917,6,面木山・黒森,grounding_response_without_coordinate
44,稔山,summit-candidate:2a670286f545beb2,0.21,grounding_unavailable,,,33.6772505,132.9121114,910.6433333333334,917,7,菊ヶ森・餓鬼ヶ森,grounding_response_without_coordinate
44,稔山,summit-candidate:46ab73ee0e06e924,0.21,grounding_unavailable,,,33.640684,132.8369828,926.7733333333334,917,8,三郷の辻,grounding_response_without_coordinate
44,稔山,summit-candidate:61f36127d879648f,0.21,grounding_unavailable,,,33.3438869,132.7560391,911.8788921966252,917,9,御在所山,grounding_response_without_coordinate
44,稔山,summit-candidate:69da123016e6ad8b,0.21,grounding_unavailable,,,33.142538,132.6306376,921.62,917,10,加塚山,grounding_response_without_coordinate
44,稔山,summit-candidate:a03fbec9bab2fe7a,0.21,grounding_unavailable,,,33.8478086,133.3416978,907.3366666666667,917,11,銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平,grounding_response_without_coordinate
44,稔山,summit-candidate:0ff024bf702c13bb,0.15,grounding_unavailable,,,33.9266494,132.924009,927.3133333333334,917,12,福見山・明神ヶ森・南三方ヶ森・魚谷森・左谷ノ森,grounding_response_without_coordinate
44,稔山,summit-candidate:15c71a530dcecd2e,0.15,grounding_unavailable,,,33.9189905,132.9253476,943.7166666666667,917,13,伊之子山・左谷ノ森,grounding_response_without_coordinate
44,稔山,summit-candidate:18f6f4b086668887,0.15,grounding_unavailable,,,33.1538778,132.6270428,936.75,917,14,加塚山,grounding_response_without_coordinate
44,稔山,summit-candidate:276fed5ecb7b3eb4,0.15,grounding_unavailable,,,33.6859182,132.7609047,893.9066666666668,917,15,階上山,grounding_response_without_coordinate
44,稔山,summit-candidate:3111fcf6a23addd2,0.15,grounding_unavailable,,,33.9465925,132.896379,905.61,917,16,北三方ヶ森,grounding_response_without_coordinate
44,稔山,summit-candidate:428f403ddcc5a31a,0.15,grounding_unavailable,,,33.5404689,132.7754857,904.780552530514,917,17,高森山・町木山・寒台山・鎧掛山,grounding_response_without_coordinate
44,稔山,summit-candidate:606168b97944fce5,0.15,grounding_unavailable,,,33.5926584,132.8486131,900.0566666666667,917,18,日浦嶺・打越山,grounding_response_without_coordinate
44,稔山,summit-candidate:a0ef25e9a532b62e,0.15,grounding_unavailable,,,33.7052794,132.7652806,888.5027304594954,917,19,谷上山・権現山・白滝山・障子山,grounding_response_without_coordinate
44,稔山,summit-candidate:c246a8edb72dbebb,0.15,grounding_unavailable,,,33.294387,132.8359236,939.7329137961616,917,20,長山,grounding_response_without_coordinate
44,稔山,summit-candidate:e793f83b8a4fd86f,0.15,grounding_unavailable,,,33.9268119,132.9242667,927.37,917,21,伊之子山・左谷ノ森,grounding_response_without_coordinate
45,菊ヶ森,summit-candidate:ab8cf0f07d2a219d,0.63,grounding_unavailable,,,33.859723,132.8152899,145.66,151,1,菊ヶ森,grounding_response_without_coordinate
45,菊ヶ森,summit-candidate:2a670286f545beb2,0.38,grounding_unavailable,,,33.6772505,132.9121114,910.6433333333334,151,2,菊ヶ森・餓鬼ヶ森,grounding_response_without_coordinate
45,菊ヶ森,summit-candidate:4ffd2320af7e6acc,0.38,grounding_unavailable,,,33.6828739,132.9084423,845.2599999999999,151,3,菊ヶ森・餓鬼ヶ森,grounding_response_without_coordinate
45,菊ヶ森,summit-candidate:be07cff01023e072,0.38,grounding_unavailable,,,33.6908158,132.9052102,950.8066666666667,151,4,菊ヶ森・餓鬼ヶ森,grounding_response_without_coordinate
45,菊ヶ森,summit-candidate:3259dfe3d9ce60c5,0.28,grounding_unavailable,,,33.816673,132.8428244,152.25333333333333,151,5,明神山・潮見山,grounding_response_without_coordinate
45,菊ヶ森,summit-candidate:ac7a1ebef52ea30c,0.28,grounding_unavailable,,,33.9926561,132.7813592,156.4466666666667,151,6,尾ノ峰・新城山・腰折山・恵良山,grounding_response_without_coordinate
45,菊ヶ森,summit-candidate:e4808690532bb46c,0.28,grounding_unavailable,,,33.85598,132.7730493,158.70333333333335,151,7,天神山・御幸寺山,grounding_response_without_coordinate
45,菊ヶ森,summit-candidate:084fa7c9e55252dc,0.22,grounding_unavailable,,,33.8667446,132.768519,165.84333333333333,151,8,野津子山・軽ノ山,grounding_response_without_coordinate
45,菊ヶ森,summit-candidate:5e94c87cc5fcc87b,0.22,grounding_unavailable,,,33.8792239,132.7715271,173.09,151,9,大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山,grounding_response_without_coordinate
45,菊ヶ森,summit-candidate:8178723bbadb1c72,0.22,grounding_unavailable,,,33.8442998,132.7151969,123.67,151,10,岩子山・垣生山・津田山・弁天山,grounding_response_without_coordinate
45,菊ヶ森,summit-candidate:8ff6361109e5ed5c,0.22,grounding_unavailable,,,33.9651048,132.6367544,121.16666666666667,151,11,高山・大里山・泰ノ山,grounding_response_without_coordinate
45,菊ヶ森,summit-candidate:91cacd7deced8470,0.22,grounding_unavailable,,,33.844404,132.7665578,129.4799661552467,151,12,勝山,grounding_response_without_coordinate
45,菊ヶ森,summit-candidate:bdfa250c89c1ca90,0.22,grounding_unavailable,,,33.8865639,132.7116504,168.98333333333335,151,13,西山・経ヶ森・岩子山・護摩ヶ森,grounding_response_without_coordinate
45,菊ヶ森,summit-candidate:3c1e55e6cc05c0ad,0.21,grounding_unavailable,,,33.9423212,133.2748429,148.30058041636374,151,14,金子山,grounding_response_without_coordinate
45,菊ヶ森,summit-candidate:47b61397fb9c5d3f,0.21,grounding_unavailable,,,34.0105612,133.0203144,152.43333333333337,151,15,霊仙山,grounding_response_without_coordinate
45,菊ヶ森,summit-candidate:a92a94d8b5e0fb90,0.21,grounding_unavailable,,,34.2432829,133.0072567,156.04151443047127,151,16,安神山・鷲ヶ頭山,grounding_response_without_coordinate
45,菊ヶ森,summit-candidate:101c1b0635c0bec0,0.15,grounding_unavailable,,,34.1144302,132.9156361,131.66666666666666,151,17,高山,grounding_response_without_coordinate
45,菊ヶ森,summit-candidate:507809fc1a4b9e4e,0.15,grounding_unavailable,,,34.2444484,133.2061963,136.67,151,18,久司山,grounding_response_without_coordinate
45,菊ヶ森,summit-candidate:50aa5073a99759cf,0.15,grounding_unavailable,,,34.280645,133.1726806,133.6903994266386,151,19,立石山,grounding_response_without_coordinate
45,菊ヶ森,summit-candidate:c4169cdcaf61f31a,0.15,grounding_unavailable,,,34.2604083,133.178604,132.84324070749756,151,20,鉢巻山,grounding_response_without_coordinate
46,道後山,summit-candidate:7c680b0eed0187fa,0.63,grounding_unavailable,,,33.8556124,132.7933144,221.10333333333332,224,1,道後山,grounding_response_without_coordinate
46,道後山,summit-candidate:82d3009a6c1b2511,0.28,grounding_unavailable,,,33.9465786,132.799306,218.9593458353185,224,2,雄甲山・雌甲山,grounding_response_without_coordinate
46,道後山,summit-candidate:1432f597b5dca157,0.22,grounding_unavailable,,,33.9038632,132.7837316,253.17333333333332,224,3,古城山・尾崎山,grounding_response_without_coordinate
46,道後山,summit-candidate:23c112538ef91e0d,0.22,grounding_unavailable,,,33.8831745,132.7109537,195.95000000000002,224,4,西山・経ヶ森・岩子山・護摩ヶ森,grounding_response_without_coordinate
46,道後山,summit-candidate:45439217573adfc4,0.22,grounding_unavailable,,,33.8188713,132.8530104,210.93999999999997,224,5,明神山・潮見山,grounding_response_without_coordinate
46,道後山,summit-candidate:543b4550a3ef3e87,0.22,grounding_unavailable,,,33.8634835,132.7695824,195.11333333333334,224,6,天神山・御幸寺山,grounding_response_without_coordinate
46,道後山,summit-candidate:d19542a61a416537,0.22,grounding_unavailable,,,33.8844211,132.786858,249.26694835004648,224,7,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_response_without_coordinate
46,道後山,summit-candidate:d6b806525709cc22,0.22,grounding_unavailable,,,33.9932805,132.7899177,206.86333333333332,224,8,尾ノ峰・新城山・腰折山・恵良山,grounding_response_without_coordinate
46,道後山,summit-candidate:3a1a951de82d4254,0.21,grounding_unavailable,,,34.0131705,133.6055034,227.89170104701893,224,9,高文殊山,grounding_response_without_coordinate
46,道後山,summit-candidate:6b836f5beefdd52c,0.21,grounding_unavailable,,,34.1133271,133.0210613,218.65,224,10,館山,grounding_response_without_coordinate
46,道後山,summit-candidate:c6ced2088a2376f5,0.21,grounding_unavailable,,,33.4565633,132.2726227,225.95666666666668,224,11,石神山・金比羅山,grounding_response_without_coordinate
46,道後山,summit-candidate:e7b64a377534c79e,0.21,grounding_unavailable,,,33.1384517,132.4477537,217.52368147012137,224,12,峠ヶ森,grounding_response_without_coordinate
46,道後山,summit-candidate:2129bbc9c3950a91,0.15,grounding_unavailable,,,33.8756903,133.1037524,243.64333333333335,224,13,幻城下城,grounding_response_without_coordinate
46,道後山,summit-candidate:3807e62715de33f9,0.15,grounding_unavailable,,,34.0326072,132.8753902,240.99666666666667,224,14,高仙山,grounding_response_without_coordinate
46,道後山,summit-candidate:4973965873779cdc,0.15,grounding_unavailable,,,33.778716,132.7722765,251.46333333333337,224,15,八倉山・行道山・水晶ヶ森,grounding_response_without_coordinate
46,道後山,summit-candidate:51a919059b1a6dbb,0.15,grounding_unavailable,,,33.0306132,132.399974,194.63,224,16,由良山,grounding_response_without_coordinate
46,道後山,summit-candidate:588c967023117267,0.15,grounding_unavailable,,,34.2634531,132.9718171,201.48000000000002,224,17,鏡山,grounding_response_without_coordinate
46,道後山,summit-candidate:8251283605282249,0.15,grounding_unavailable,,,34.2867345,132.9886798,246.47333333333336,224,18,三本榎,grounding_response_without_coordinate
46,道後山,summit-candidate:86e4db352b85ced4,0.15,grounding_unavailable,,,34.1597225,133.0770866,235.75333333333333,224,19,高取山,grounding_response_without_coordinate
46,道後山,summit-candidate:8cef52d6989a94db,0.15,grounding_unavailable,,,33.9640455,133.4034525,237.66666666666666,224,20,北山,grounding_response_without_coordinate
46,道後山,summit-candidate:8f19c4c16e72e270,0.15,grounding_unavailable,,,33.0229168,132.387323,243.4,224,21,由良山,grounding_response_without_coordinate
46,道後山,summit-candidate:a14a745323a3d3af,0.15,grounding_unavailable,,,33.9827566,133.3976892,250.30998537053583,224,22,西の山,grounding_response_without_coordinate
46,道後山,summit-candidate:b9ae103da9e3136b,0.15,grounding_unavailable,,,34.140513,133.0475658,211.73666666666668,224,23,八幡山,grounding_response_without_coordinate
46,道後山,summit-candidate:d5b708b4d3aa86a0,0.15,grounding_unavailable,,,34.0853958,132.9709549,239.86,224,24,近見山,grounding_response_without_coordinate
46,道後山,summit-candidate:f676e5a22f523492,0.15,grounding_unavailable,,,33.8924606,133.0391092,211.39459610568747,224,25,愛ノ山,grounding_response_without_coordinate
47,倉谷山,summit-candidate:aba609f471e97e4a,0.57,grounding_unavailable,,,33.837858,132.8256729,405.40333333333336,420,1,倉谷山・芝ヶ峠・淡路ヶ峠・宝ヶ峯,grounding_response_without_coordinate
