mountain_no,mountain_name,summit_candidate_id,grounding_assisted_candidate_score,grounding_match_status,grounding_distance_m,grounding_elevation_diff_m,candidate_lat,candidate_lon,candidate_ele_m,mountain_elevation_m,candidate_rank_for_mountain,track_name,grounding_reason_codes
36,石槌山,summit-candidate:afc2e407c1d6b464,0.21,grounding_unavailable,,,34.1640532,133.047568,260.3866666666667,252,9,大頭山,grounding_response_without_coordinate
36,石槌山,summit-candidate:d19542a61a416537,0.21,grounding_unavailable,,,33.8844211,132.786858,249.26694835004648,252,10,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_response_without_coordinate
36,石槌山,summit-candidate:0022a746b396d4c7,0.15,grounding_unavailable,,,33.8836999,132.7830348,264.2867991594412,252,11,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_response_without_coordinate
36,石槌山,summit-candidate:079ae30d76fb11c2,0.15,grounding_unavailable,,,33.8265074,132.8167326,280.85333333333335,252,12,倉谷山・芝ヶ峠・淡路ヶ峠・宝ヶ峯,grounding_response_without_coordinate
36,石槌山,summit-candidate:3807e62715de33f9,0.15,grounding_unavailable,,,34.0326072,132.8753902,240.99666666666667,252,13,高仙山,grounding_response_without_coordinate
36,石槌山,summit-candidate:3a1a951de82d4254,0.15,grounding_unavailable,,,34.0131705,133.6055034,227.89170104701893,252,14,高文殊山,grounding_response_without_coordinate
36,石槌山,summit-candidate:4d0f5f75da9165b8,0.15,grounding_unavailable,,,34.2665635,133.2120741,269.75333333333333,252,15,石灰山・古法皇山,grounding_response_without_coordinate
36,石槌山,summit-candidate:75832271d4e4d0ba,0.15,grounding_unavailable,,,33.8816318,132.6714828,281.5,252,16,小富士,grounding_response_without_coordinate
36,石槌山,summit-candidate:86e4db352b85ced4,0.15,grounding_unavailable,,,34.1597225,133.0770866,235.75333333333333,252,17,高取山,grounding_response_without_coordinate
36,石槌山,summit-candidate:8cef52d6989a94db,0.15,grounding_unavailable,,,33.9640455,133.4034525,237.66666666666666,252,18,北山,grounding_response_without_coordinate
36,石槌山,summit-candidate:b9e78d4a587ceaa0,0.15,grounding_unavailable,,,33.8349112,132.8127369,278.7366666666667,252,19,倉谷山・芝ヶ峠・淡路ヶ峠・宝ヶ峯,grounding_response_without_coordinate
36,石槌山,summit-candidate:c284068144ec2cfd,0.15,grounding_unavailable,,,33.8245858,132.8164365,278.01,252,20,関ヶ森・観音山・倉谷山・芝ヶ峠,grounding_response_without_coordinate
36,石槌山,summit-candidate:c6ced2088a2376f5,0.15,grounding_unavailable,,,33.4565633,132.2726227,225.95666666666668,252,21,石神山・金比羅山,grounding_response_without_coordinate
36,石槌山,summit-candidate:d43fade4de3e33c8,0.15,grounding_unavailable,,,33.8346163,132.8126367,278.9166666666667,252,22,宝ヶ峯・淡路ヶ峠,grounding_response_without_coordinate
36,石槌山,summit-candidate:d456af62868c5044,0.15,grounding_unavailable,,,34.1283255,133.047895,268.5833333333333,252,23,姫政山,grounding_response_without_coordinate
36,石槌山,summit-candidate:d5b708b4d3aa86a0,0.15,grounding_unavailable,,,34.0853958,132.9709549,239.86,252,24,近見山,grounding_response_without_coordinate
36,石槌山,summit-candidate:d8270fc572efc0b2,0.15,grounding_unavailable,,,33.99782,132.8482925,279.05333333333334,252,25,陣が森・岩が森・スクモ塚・高萩山・長者森,grounding_response_without_coordinate
37,日王山,summit-candidate:2011a6c909945d6f,0.28,grounding_unavailable,,,33.8390197,132.7201785,102.87,109,1,権現山,grounding_response_without_coordinate
37,日王山,summit-candidate:22b4a5a5c856bf4d,0.28,grounding_unavailable,,,33.8487713,132.7957131,104.27999999999999,109,2,愛宕山・常光寺山,grounding_response_without_coordinate
37,日王山,summit-candidate:45f49d8fd831427c,0.28,grounding_unavailable,,,33.8362547,132.7147629,110.77666666666669,109,3,岩子山・垣生山・津田山・弁天山,grounding_response_without_coordinate
37,日王山,summit-candidate:49cfd09def5fce03,0.28,grounding_unavailable,,,33.8420709,132.731764,107.46,109,4,岩子山・垣生山・津田山・弁天山,grounding_response_without_coordinate
37,日王山,summit-candidate:5b7c833ac0535534,0.28,grounding_unavailable,,,33.8899037,132.758853,99.92333333333335,109,5,鳥越山,grounding_response_without_coordinate
37,日王山,summit-candidate:8de328f982753d58,0.28,grounding_unavailable,,,33.8440521,132.7412572,117.91000000000001,109,6,大峰ヶ台,grounding_response_without_coordinate
37,日王山,summit-candidate:aadeb26cf0359691,0.28,grounding_unavailable,,,33.9054103,132.6682142,112.67333333333333,109,7,高戸山,grounding_response_without_coordinate
37,日王山,summit-candidate:c7de309bf838af87,0.28,grounding_unavailable,,,33.9108676,132.6865172,111.76333333333332,109,8,泰の山,grounding_response_without_coordinate
37,日王山,summit-candidate:c9aa57cdeb1b49fa,0.28,grounding_unavailable,,,33.9769486,132.6147118,105.34333333333332,109,9,高山・大里山・泰ノ山,grounding_response_without_coordinate
37,日王山,summit-candidate:e4fbd033b13d73ce,0.28,grounding_unavailable,,,33.9739877,132.7641726,99.19338457582633,109,10,鹿島山,grounding_response_without_coordinate
37,日王山,summit-candidate:0005c0040c7c7966,0.22,grounding_unavailable,,,33.9135717,132.7570186,92.21,109,11,要害山,grounding_response_without_coordinate
37,日王山,summit-candidate:541ec86327b86307,0.22,grounding_unavailable,,,33.8763934,132.685607,89.01666666666667,109,12,黒崎山,grounding_response_without_coordinate
37,日王山,summit-candidate:8178723bbadb1c72,0.22,grounding_unavailable,,,33.8442998,132.7151969,123.67,109,13,岩子山・垣生山・津田山・弁天山,grounding_response_without_coordinate
37,日王山,summit-candidate:8ff6361109e5ed5c,0.22,grounding_unavailable,,,33.9651048,132.6367544,121.16666666666667,109,14,高山・大里山・泰ノ山,grounding_response_without_coordinate
37,日王山,summit-candidate:91cacd7deced8470,0.22,grounding_unavailable,,,33.844404,132.7665578,129.4799661552467,109,15,勝山,grounding_response_without_coordinate
37,日王山,summit-candidate:c2c9094225d1da63,0.22,grounding_unavailable,,,33.8828272,132.7569442,87.11000000000001,109,16,大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山,grounding_response_without_coordinate
37,日王山,summit-candidate:cc3fbb2358d0d4fc,0.22,grounding_unavailable,,,33.9183794,132.6903824,120.40666666666665,109,17,犬吠山,grounding_response_without_coordinate
37,日王山,summit-candidate:d9391b001d4bc442,0.22,grounding_unavailable,,,33.8494454,132.7983769,120.82333333333334,109,18,愛宕山・常光寺山,grounding_response_without_coordinate
37,日王山,summit-candidate:6c20bef6dc4e973b,0.21,grounding_unavailable,,,33.9892197,133.3258232,103.26298735700367,109,19,垣生山,grounding_response_without_coordinate
37,日王山,summit-candidate:71f4bbfe52f75585,0.21,grounding_unavailable,,,34.0274965,133.032579,108.91779584922217,109,20,唐子山,grounding_response_without_coordinate
37,日王山,summit-candidate:101c1b0635c0bec0,0.15,grounding_unavailable,,,34.1144302,132.9156361,131.66666666666666,109,21,高山,grounding_response_without_coordinate
37,日王山,summit-candidate:1ed32ce6414c2781,0.15,grounding_unavailable,,,33.9801287,133.0507842,98.37666666666667,109,22,医王山,grounding_response_without_coordinate
37,日王山,summit-candidate:507809fc1a4b9e4e,0.15,grounding_unavailable,,,34.2444484,133.2061963,136.67,109,23,久司山,grounding_response_without_coordinate
37,日王山,summit-candidate:50aa5073a99759cf,0.15,grounding_unavailable,,,34.280645,133.1726806,133.6903994266386,109,24,立石山,grounding_response_without_coordinate
37,日王山,summit-candidate:c4169cdcaf61f31a,0.15,grounding_unavailable,,,34.2604083,133.178604,132.84324070749756,109,25,鉢巻山,grounding_response_without_coordinate
38,重茂山,summit-candidate:468c5bbccd8aba53,0.28,grounding_unavailable,,,34.212287,133.0867989,300.6033333333333,291,1,宝股山,grounding_response_without_coordinate
38,重茂山,summit-candidate:bcc05b721653749f,0.28,grounding_unavailable,,,34.0073425,132.8450021,290.3833333333333,291,2,陣が森・岩が森・スクモ塚・高萩山・長者森,grounding_response_without_coordinate
38,重茂山,summit-candidate:0f09bdcc25daff65,0.22,grounding_unavailable,,,34.0386314,132.8923059,311.96,291,3,無宗天山,grounding_response_without_coordinate
38,重茂山,summit-candidate:d456af62868c5044,0.22,grounding_unavailable,,,34.1283255,133.047895,268.5833333333333,291,4,姫政山,grounding_response_without_coordinate
38,重茂山,summit-candidate:40260be41579ab8f,0.21,grounding_unavailable,,,33.9922702,132.7992645,299.12666666666667,291,5,尾ノ峰・新城山・腰折山・恵良山,grounding_response_without_coordinate
38,重茂山,summit-candidate:47129c06b82cf694,0.21,grounding_unavailable,,,33.4533154,132.27344,295.1133333333334,291,6,石神山・金比羅山,grounding_response_without_coordinate
38,重茂山,summit-candidate:75832271d4e4d0ba,0.21,grounding_unavailable,,,33.8816318,132.6714828,281.5,291,7,小富士,grounding_response_without_coordinate
38,重茂山,summit-candidate:830c63408bf56cc5,0.21,grounding_unavailable,,,33.4134474,132.1753954,289.2,291,8,大森山,grounding_response_without_coordinate
38,重茂山,summit-candidate:98457196a66e294d,0.21,grounding_unavailable,,,33.9891451,132.6270439,282.75666666666666,291,9,高山・大里山・泰ノ山,grounding_response_without_coordinate
38,重茂山,summit-candidate:a0b87feaf88e526d,0.21,grounding_unavailable,,,33.9536062,132.8113157,282.46000000000004,291,10,高穴山,grounding_response_without_coordinate
38,重茂山,summit-candidate:b1bd2a482a691bd8,0.21,grounding_unavailable,,,33.4977228,132.5826447,285.99333333333334,291,11,根太山,grounding_response_without_coordinate
38,重茂山,summit-candidate:ea919bf883e31a7b,0.21,grounding_unavailable,,,34.0063802,132.8186843,289.7633333333333,291,12,名石山,grounding_response_without_coordinate
38,重茂山,summit-candidate:fe8f624bdaa57afd,0.21,grounding_unavailable,,,33.9704741,132.6073111,288.9433333333333,291,13,高山・大里山・泰ノ山,grounding_response_without_coordinate
38,重茂山,summit-candidate:0022a746b396d4c7,0.15,grounding_unavailable,,,33.8836999,132.7830348,264.2867991594412,291,14,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_response_without_coordinate
38,重茂山,summit-candidate:079ae30d76fb11c2,0.15,grounding_unavailable,,,33.8265074,132.8167326,280.85333333333335,291,15,倉谷山・芝ヶ峠・淡路ヶ峠・宝ヶ峯,grounding_response_without_coordinate
38,重茂山,summit-candidate:0cc40babcd0ce6bf,0.15,grounding_unavailable,,,34.0273223,133.5919989,261.15000000000003,291,16,弥八山,grounding_response_without_coordinate
38,重茂山,summit-candidate:4d0f5f75da9165b8,0.15,grounding_unavailable,,,34.2665635,133.2120741,269.75333333333333,291,17,石灰山・古法皇山,grounding_response_without_coordinate
38,重茂山,summit-candidate:682d61b87016166b,0.15,grounding_unavailable,,,33.5504243,132.669431,307.18333333333334,291,18,高森山,grounding_response_without_coordinate
38,重茂山,summit-candidate:730e21bca5cdf60d,0.15,grounding_unavailable,,,33.1120886,132.4865753,312.2633333333334,291,19,雨森山,grounding_response_without_coordinate
38,重茂山,summit-candidate:b9e78d4a587ceaa0,0.15,grounding_unavailable,,,33.8349112,132.8127369,278.7366666666667,291,20,倉谷山・芝ヶ峠・淡路ヶ峠・宝ヶ峯,grounding_response_without_coordinate
38,重茂山,summit-candidate:c284068144ec2cfd,0.15,grounding_unavailable,,,33.8245858,132.8164365,278.01,291,21,関ヶ森・観音山・倉谷山・芝ヶ峠,grounding_response_without_coordinate
38,重茂山,summit-candidate:d03c84134ca0989d,0.15,grounding_unavailable,,,33.8192567,132.8731185,306.31,291,22,高森山・岩伽羅山・衣掛山・吉山(吉山城址),grounding_response_without_coordinate
38,重茂山,summit-candidate:d43fade4de3e33c8,0.15,grounding_unavailable,,,33.8346163,132.8126367,278.9166666666667,291,23,宝ヶ峯・淡路ヶ峠,grounding_response_without_coordinate
38,重茂山,summit-candidate:d8270fc572efc0b2,0.15,grounding_unavailable,,,33.99782,132.8482925,279.05333333333334,291,24,陣が森・岩が森・スクモ塚・高萩山・長者森,grounding_response_without_coordinate
38,重茂山,summit-candidate:dba931625b34d9ac,0.15,grounding_unavailable,,,33.741489,132.7329923,313.21999999999997,291,25,ベツソ山・歯朶谷山,grounding_response_without_coordinate
38,重茂山,summit-candidate:ef6730fa259856ec,0.15,grounding_unavailable,,,33.2302311,132.5212462,319.6933333333333,291,26,鳥屋ヶ森,grounding_response_without_coordinate
39,花木山,summit-candidate:fbd725fc8006e2c8,0.63,grounding_unavailable,,,34.0752611,132.9233053,50.49,53,1,花木山,grounding_response_without_coordinate
39,花木山,summit-candidate:02d59cd1260af017,0.28,grounding_unavailable,,,34.2470088,132.9890515,62.803333333333335,53,2,御串山,grounding_response_without_coordinate
39,花木山,summit-candidate:40d5b4863907057a,0.21,grounding_unavailable,,,33.3437391,132.0161535,50.463046185756546,53,3,佐田岬と伽藍山,grounding_response_without_coordinate
39,花木山,summit-candidate:93b30125fa1dcd57,0.21,grounding_unavailable,,,33.8920646,132.6706697,62.39020293366199,53,4,子持山（頂上にたどり着けず）,grounding_response_without_coordinate
39,花木山,summit-candidate:ab7edbc3a52d24bf,0.21,grounding_unavailable,,,33.8919295,132.7535894,58.70666666666667,53,5,谷田山・金毘羅山,grounding_response_without_coordinate
39,花木山,summit-candidate:bd145a45a7d01b99,0.21,grounding_unavailable,,,34.2687521,133.1998766,52.94,53,6,伊勢山,grounding_response_without_coordinate
39,花木山,summit-candidate:bf2b3499e08da2df,0.21,grounding_unavailable,,,33.8685514,132.7112215,47.879999999999995,53,7,西港山・大丸山・港山,grounding_response_without_coordinate
39,花木山,summit-candidate:cf6802c2dafdbf46,0.21,grounding_unavailable,,,33.8941455,132.7646371,59.99333333333334,53,8,佐古田山,grounding_response_without_coordinate
39,花木山,summit-candidate:452c10a1db199870,0.15,grounding_unavailable,,,33.8773459,132.7614769,76.83333333333333,53,9,大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山,grounding_response_without_coordinate
39,花木山,summit-candidate:5c9365b2a5a9c97f,0.15,grounding_unavailable,,,33.8164872,132.787544,69.03333333333333,53,10,星岡山,grounding_response_without_coordinate
39,花木山,summit-candidate:5f001ac124f82ef6,0.15,grounding_unavailable,,,33.8685926,132.7153244,41.080000000000005,53,11,西港山・大丸山・港山,grounding_response_without_coordinate
39,花木山,summit-candidate:a9a2a270fb6273fe,0.15,grounding_unavailable,,,33.8724674,132.7108146,63.77666666666667,53,12,西港山・大丸山・港山,grounding_response_without_coordinate
39,花木山,summit-candidate:daa8d4127fc92552,0.15,grounding_unavailable,,,33.8441067,132.7004302,42.296666666666674,53,13,忽那山,grounding_response_without_coordinate
39,花木山,summit-candidate:ea18d38abe59ed57,0.15,grounding_unavailable,,,33.8438046,132.7313169,67.89666666666668,53,14,岩子山・垣生山・津田山・弁天山,grounding_response_without_coordinate
40,ヌタノサコ,summit-candidate:7d7066baad9d7077,0.63,grounding_unavailable,,,33.8922068,132.8273765,505.77666666666664,514,1,奥之城山・ヌタノサコ,grounding_response_without_coordinate
40,ヌタノサコ,summit-candidate:0ec3be2fa2295b82,0.45,grounding_unavailable,,,33.8795615,132.8282109,388.2833333333333,514,2,奥之城山・ヌタノサコ,grounding_response_without_coordinate
40,ヌタノサコ,summit-candidate:ea33d870d4700a56,0.45,grounding_unavailable,,,33.8778648,132.8306597,414.2866666666667,514,3,奥之城山・ヌタノサコ,grounding_response_without_coordinate
40,ヌタノサコ,summit-candidate:74dd1729abbd7bb5,0.22,grounding_unavailable,,,33.8887442,132.8659698,538.9699999999999,514,4,福見山・河原樋山・真松嶺・柿王寺森,grounding_response_without_coordinate
40,ヌタノサコ,summit-candidate:cb62a56e70cedbce,0.22,grounding_unavailable,,,33.8382073,132.8403915,495.64000000000004,514,5,関ヶ森・観音山・倉谷山・芝ヶ峠,grounding_response_without_coordinate
40,ヌタノサコ,summit-candidate:f2aae42aff3dea24,0.22,grounding_unavailable,,,33.8843866,132.8629961,543.3533333333334,514,6,福見山・河原樋山・真松嶺・柿王寺森,grounding_response_without_coordinate
40,ヌタノサコ,summit-candidate:0c210f0edfbda06f,0.21,grounding_unavailable,,,33.7794142,132.9091359,522.6766666666666,514,7,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,grounding_response_without_coordinate
40,ヌタノサコ,summit-candidate:8d1f2bd134bed04d,0.21,grounding_unavailable,,,33.9910002,132.9850803,507.77,514,8,天道ヶ頭,grounding_response_without_coordinate
40,ヌタノサコ,summit-candidate:ea5f711625df386b,0.21,grounding_unavailable,,,33.7190577,132.7591133,510.2597700981308,514,9,谷上山・権現山・白滝山・障子山,grounding_response_without_coordinate
40,ヌタノサコ,summit-candidate:f19fd681c4c84753,0.21,grounding_unavailable,,,33.8680685,133.1174852,516.7233333333334,514,10,綱付山・幻城上城,grounding_response_without_coordinate
40,ヌタノサコ,summit-candidate:2c817617699a0a45,0.15,grounding_unavailable,,,33.7235493,132.7563447,485.20803085647475,514,11,谷上山・権現山・白滝山・障子山,grounding_response_without_coordinate
40,ヌタノサコ,summit-candidate:32bb5e7e1071e808,0.15,grounding_unavailable,,,32.9252175,132.4855806,497.2277182534487,514,12,権現山,grounding_response_without_coordinate
40,ヌタノサコ,summit-candidate:32c1cf967ab82dbe,0.15,grounding_unavailable,,,34.0356467,133.6297572,503.24333333333334,514,13,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,grounding_response_without_coordinate
40,ヌタノサコ,summit-candidate:51c8bc6a368c422c,0.15,grounding_unavailable,,,33.3475127,132.4815915,542.5079186549784,514,14,竜王の峰,grounding_response_without_coordinate
40,ヌタノサコ,summit-candidate:6b0155a434d72d79,0.15,grounding_unavailable,,,33.9890249,132.8891658,532.4466666666667,514,15,陣が森・岩が森・スクモ塚・高萩山・長者森,grounding_response_without_coordinate
40,ヌタノサコ,summit-candidate:84f974876f397da1,0.15,grounding_unavailable,,,33.1592369,132.4691277,498.7563056512352,514,16,権現山,grounding_response_without_coordinate
40,ヌタノサコ,summit-candidate:d0d3096d540f375e,0.15,grounding_unavailable,,,33.5112211,132.3821763,496.59999999999997,514,17,雨乞山,grounding_response_without_coordinate
40,ヌタノサコ,summit-candidate:f12898f5821b63b8,0.15,grounding_unavailable,,,33.6910161,132.6669514,530.1166666666667,514,18,本尊山・秋葉山・立烏帽子山・明神山,grounding_response_without_coordinate
41,城山,summit-candidate:c1f175d0616be696,0.63,grounding_unavailable,,,33.6968367,132.7954997,589.8691282114027,592,1,城山・水梨山・向山,grounding_response_without_coordinate
41,城山,summit-candidate:f028aab45221cee6,0.56,grounding_unavailable,,,33.6093279,132.8006087,599.1233333333333,592,2,池ノ城山,grounding_response_without_coordinate
41,城山,summit-candidate:07834c521328cc1d,0.45,grounding_unavailable,,,33.6848511,132.7812374,707.7550916004999,592,3,城山・水梨山・向山,grounding_response_without_coordinate
41,城山,summit-candidate:0a765b89058b256b,0.45,grounding_unavailable,,,33.6808914,132.7938736,734.4240556679409,592,4,城山・水梨山・向山,grounding_response_without_coordinate
41,城山,summit-candidate:cf1e11202c4f4280,0.45,grounding_unavailable,,,33.6926089,132.8062765,694.2914342760145,592,5,城山・水梨山・向山,grounding_response_without_coordinate
41,城山,summit-candidate:edd15dad4a862cba,0.45,grounding_unavailable,,,33.6953574,132.7931539,478.48019710501103,592,6,城山・水梨山・向山,grounding_response_without_coordinate
41,城山,summit-candidate:0022a746b396d4c7,0.38,grounding_unavailable,,,33.8836999,132.7830348,264.2867991594412,592,7,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_response_without_coordinate
41,城山,summit-candidate:0ec3be2fa2295b82,0.38,grounding_unavailable,,,33.8795615,132.8282109,388.2833333333333,592,8,奥之城山・ヌタノサコ,grounding_response_without_coordinate
41,城山,summit-candidate:13b7a4bb8154974a,0.38,grounding_unavailable,,,33.8682654,132.7980997,336.02549564153543,592,9,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_response_without_coordinate
41,城山,summit-candidate:1432f597b5dca157,0.38,grounding_unavailable,,,33.9038632,132.7837316,253.17333333333332,592,10,古城山・尾崎山,grounding_response_without_coordinate
41,城山,summit-candidate:27c1036d4aa2230e,0.38,grounding_unavailable,,,33.1812975,132.6194355,1167.5519282683324,592,11,鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山,grounding_response_without_coordinate
41,城山,summit-candidate:2ab43729f5e80cbe,0.38,grounding_unavailable,,,33.9003229,132.8034521,376.3033333333333,592,12,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_response_without_coordinate
41,城山,summit-candidate:36e3ac8003e8b5d0,0.38,grounding_unavailable,,,33.9989521,132.785492,190.94333333333336,592,13,尾ノ峰・新城山・腰折山・恵良山,grounding_response_without_coordinate
41,城山,summit-candidate:3a491eecbf684185,0.38,grounding_unavailable,,,33.8995828,132.7922499,332.31718344424,592,14,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_response_without_coordinate
41,城山,summit-candidate:3e9348428f22a320,0.38,grounding_unavailable,,,33.892102,132.788188,385.21553569431927,592,15,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_response_without_coordinate
41,城山,summit-candidate:40068653b28bad40,0.38,grounding_unavailable,,,33.2001424,132.6082692,1090.3964691990484,592,16,鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山,grounding_response_without_coordinate
41,城山,summit-candidate:40260be41579ab8f,0.38,grounding_unavailable,,,33.9922702,132.7992645,299.12666666666667,592,17,尾ノ峰・新城山・腰折山・恵良山,grounding_response_without_coordinate
41,城山,summit-candidate:7ceb76663c2bb81b,0.38,grounding_unavailable,,,33.1905947,132.6094331,1155.4333072605007,592,18,鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山,grounding_response_without_coordinate
41,城山,summit-candidate:7d7066baad9d7077,0.38,grounding_unavailable,,,33.8922068,132.8273765,505.77666666666664,592,19,奥之城山・ヌタノサコ,grounding_response_without_coordinate
41,城山,summit-candidate:91ebf1d99654d5b2,0.38,grounding_unavailable,,,33.1848651,132.6159575,1162.2731411431716,592,20,鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山,grounding_response_without_coordinate
41,城山,summit-candidate:95a8fa74fd4af7b0,0.38,grounding_unavailable,,,33.5763649,132.9111904,1376.7700000000002,592,21,狼ヶ城山,grounding_response_without_coordinate
41,城山,summit-candidate:9fe27d7d4a51aa70,0.38,grounding_unavailable,,,33.590232,132.798511,649.16,592,22,登議城山,grounding_response_without_coordinate
41,城山,summit-candidate:ac7a1ebef52ea30c,0.38,grounding_unavailable,,,33.9926561,132.7813592,156.4466666666667,592,23,尾ノ峰・新城山・腰折山・恵良山,grounding_response_without_coordinate
41,城山,summit-candidate:babbcdf7bbd23463,0.38,grounding_unavailable,,,33.1878433,132.6355525,1222.4936499541386,592,24,鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山,grounding_response_without_coordinate
41,城山,summit-candidate:cf29543e6beaa1ec,0.38,grounding_unavailable,,,33.8974685,132.7904961,365.7180112898549,592,25,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_response_without_coordinate
41,城山,summit-candidate:d19542a61a416537,0.38,grounding_unavailable,,,33.8844211,132.786858,249.26694835004648,592,26,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_response_without_coordinate
41,城山,summit-candidate:d6b806525709cc22,0.38,grounding_unavailable,,,33.9932805,132.7899177,206.86333333333332,592,27,尾ノ峰・新城山・腰折山・恵良山,grounding_response_without_coordinate
41,城山,summit-candidate:ea33d870d4700a56,0.38,grounding_unavailable,,,33.8778648,132.8306597,414.2866666666667,592,28,奥之城山・ヌタノサコ,grounding_response_without_coordinate
41,城山,summit-candidate:192b785fe79890e5,0.21,grounding_unavailable,,,33.3653822,132.4528183,592.0266666666666,592,29,堂所山,grounding_response_without_coordinate
41,城山,summit-candidate:6d533e458b56f1d6,0.21,grounding_unavailable,,,33.7246538,132.8569052,583.6133333333333,592,30,真城ヶ台,grounding_response_without_coordinate
41,城山,summit-candidate:9cc74b44e1289236,0.21,grounding_unavailable,,,34.0275511,133.6441984,589.3233333333334,592,31,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,grounding_response_without_coordinate
41,城山,summit-candidate:a637fbc518f58ac5,0.21,grounding_unavailable,,,33.7736953,132.9019215,600.8033333333334,592,32,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,grounding_response_without_coordinate
41,城山,summit-candidate:b6f296c230c1891d,0.21,grounding_unavailable,,,33.8761667,132.9651395,598.0666666666667,592,33,東三方ヶ森,grounding_response_without_coordinate
41,城山,summit-candidate:c8607e1f03bb5db1,0.21,grounding_unavailable,,,34.0272665,133.6616846,585.22,592,34,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,grounding_response_without_coordinate
41,城山,summit-candidate:d71483d289d0c575,0.21,grounding_unavailable,,,33.384401,132.5180668,583.88,592,35,御篠山・松葉山（松葉城址）・烏殿,grounding_response_without_coordinate
41,城山,summit-candidate:edac81b361bdc70c,0.21,grounding_unavailable,,,34.0123819,133.6793921,591.7966666666667,592,36,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,grounding_response_without_coordinate
41,城山,summit-candidate:13aa9354da4eb6d6,0.15,grounding_unavailable,,,33.5055365,132.6868759,572.4394591518229,592,37,京の森・大迫山,grounding_response_without_coordinate
41,城山,summit-candidate:1fd59e0e67624706,0.15,grounding_unavailable,,,33.6266981,132.6808191,620.0533333333333,592,38,陣が森岳,grounding_response_without_coordinate
41,城山,summit-candidate:2670057d58a25475,0.15,grounding_unavailable,,,33.9725881,132.924821,616.4333333333334,592,39,丸山,grounding_response_without_coordinate
41,城山,summit-candidate:339138a4e53293da,0.15,grounding_unavailable,,,33.9047167,133.3174422,571.1733333333333,592,40,えんとつ山・生子山・犬返・種子川山・西赤石山・物住頭・上兜山・下兜山,grounding_response_without_coordinate
41,城山,summit-candidate:5f3f2f47d84464c4,0.15,grounding_unavailable,,,33.4530897,132.7168465,605.2468947172716,592,41,一ヶ森,grounding_response_without_coordinate
41,城山,summit-candidate:a0c35720552a78c8,0.15,grounding_unavailable,,,33.8560644,132.8432176,573.7066666666666,592,42,関ヶ森・観音山・倉谷山・芝ヶ峠,grounding_response_without_coordinate
41,城山,summit-candidate:ab39145b6a448b8d,0.15,grounding_unavailable,,,33.9386003,133.5857961,617.3566666666667,592,43,白木山,grounding_response_without_coordinate
42,水梨山,summit-candidate:0a765b89058b256b,0.63,grounding_unavailable,,,33.6808914,132.7938736,734.4240556679409,729,1,城山・水梨山・向山,grounding_response_without_coordinate
42,水梨山,summit-candidate:07834c521328cc1d,0.57,grounding_unavailable,,,33.6848511,132.7812374,707.7550916004999,729,2,城山・水梨山・向山,grounding_response_without_coordinate
42,水梨山,summit-candidate:cf1e11202c4f4280,0.51,grounding_unavailable,,,33.6926089,132.8062765,694.2914342760145,729,3,城山・水梨山・向山,grounding_response_without_coordinate
42,水梨山,summit-candidate:c1f175d0616be696,0.45,grounding_unavailable,,,33.6968367,132.7954997,589.8691282114027,729,4,城山・水梨山・向山,grounding_response_without_coordinate
42,水梨山,summit-candidate:edd15dad4a862cba,0.45,grounding_unavailable,,,33.6953574,132.7931539,478.48019710501103,729,5,城山・水梨山・向山,grounding_response_without_coordinate
42,水梨山,summit-candidate:81081ef1b6e58a79,0.22,grounding_unavailable,,,33.6509595,132.7915875,711,729,6,笠成山,grounding_response_without_coordinate
42,水梨山,summit-candidate:02fa4cfab6fa90d3,0.21,grounding_unavailable,,,33.7134297,132.824108,731.4733333333334,729,7,遠ヶ森,grounding_response_without_coordinate
42,水梨山,summit-candidate:38105da918da8262,0.21,grounding_unavailable,,,33.6137407,132.5447284,733.0708946789382,729,8,壺神山・滝山・足山・皿が森,grounding_response_without_coordinate
