mountain_no,mountain_name,classification,summit_candidate_id,grounding_assisted_candidate_score,grounding_distance_m,grounding_match_status,candidate_lat,candidate_lon,candidate_ele_m,mountain_elevation_m,track_name,grounding_reason_codes
257,大空山,grounding_response_without_coordinate,summit-candidate:fd13fabb918486e6,0.56,,grounding_unavailable,34.2657519,132.9964757,348.28333333333336,352,大空山,grounding_response_without_coordinate
258,御串山,grounding_far_from_all_candidates,summit-candidate:02d59cd1260af017,0.448,798.3,grounding_contradicted_or_unrelated,34.2470088,132.9890515,62.803333333333335,66,御串山,grounding_far_from_candidate
259,宝股山,grounding_response_without_coordinate,summit-candidate:468c5bbccd8aba53,0.56,,grounding_unavailable,34.212287,133.0867989,300.6033333333333,304,宝股山,grounding_response_without_coordinate
261,鳥屋ヶ森,grounding_response_without_coordinate,summit-candidate:ef6730fa259856ec,0.63,,grounding_unavailable,33.2302311,132.5212462,319.6933333333333,322,鳥屋ヶ森,grounding_response_without_coordinate
262,熊ガ峰,grounding_response_without_coordinate,summit-candidate:ef3e845b5d632dd3,0.63,,grounding_unavailable,33.1991626,132.5213654,340.53999999999996,343,熊ガ峰,grounding_response_without_coordinate
263,権現山,grounding_response_without_coordinate,summit-candidate:84f974876f397da1,0.63,,grounding_unavailable,33.1592369,132.4691277,498.7563056512352,489,権現山,grounding_response_without_coordinate
264,大黒山,grounding_far_from_all_candidates,summit-candidate:f5c22dac4bd015ae,0.504,7516,grounding_contradicted_or_unrelated,33.1325116,132.6372183,1098.249041559603,1106,大黒山・譲ヶ葉森,grounding_far_from_candidate
265,譲ヶ葉森,grounding_response_without_coordinate,summit-candidate:19baf3ce30f8991a,0.63,,grounding_unavailable,33.1234747,132.6207282,1021.9555481598042,1016,大黒山・譲ヶ葉森,grounding_response_without_coordinate
266,郭公岳,fallback_review_required,summit-candidate:27c1036d4aa2230e,0.46,259.5,far_grounding_candidate,33.1812975,132.6194355,1167.5519282683324,1010,鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山,
267,東高月山,grounding_far_from_all_candidates,summit-candidate:62351b8782d6f597,0.456,4703,grounding_contradicted_or_unrelated,33.213477,132.6419476,1191.8999999999999,1181,高月山・東高月山・郭公岳・櫨ヶ森・毛山,grounding_far_from_candidate
268,高月山,grounding_far_from_all_candidates,summit-candidate:90c3723735d95c0d,0.504,4395.5,grounding_contradicted_or_unrelated,33.2086892,132.6346403,1224.2266666666667,1229,高月山・東高月山・郭公岳・櫨ヶ森・毛山,grounding_far_from_candidate
269,櫨ヶ森,grounding_far_from_all_candidates,summit-candidate:ba56c1ac8ac55c5f,0.504,3159.1,grounding_contradicted_or_unrelated,33.2026814,132.6251485,1062.8166666666666,1064,高月山・東高月山・郭公岳・櫨ヶ森・毛山,grounding_far_from_candidate
270,毛山,grounding_response_without_coordinate,summit-candidate:40068653b28bad40,0.63,,grounding_unavailable,33.2001424,132.6082692,1090.3964691990484,1089,鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山,grounding_response_without_coordinate
271,白石山,grounding_response_without_coordinate,summit-candidate:ac8e3853fbbf0c6f,0.63,,grounding_unavailable,33.0072084,132.5866268,651.8438770113412,648,白石山,grounding_response_without_coordinate
272,観音岳,grounding_response_without_coordinate,summit-candidate:a53cc9868b7f2f70,0.56,,grounding_unavailable,33.0342378,132.5322872,780.6233333333334,782,観音岳,grounding_response_without_coordinate
273,音無山,grounding_response_without_coordinate,summit-candidate:97e45d6eab227d56,0.63,,grounding_unavailable,33.1131437,132.6235455,845.57,850,音無山,grounding_response_without_coordinate
274,天ガ森,grounding_response_without_coordinate,summit-candidate:93a4d66ef3ee559d,0.57,,grounding_unavailable,33.1178859,132.5317791,343.7659610142553,331,天ガ森,grounding_response_without_coordinate
275,夫婦山,grounding_response_without_coordinate,summit-candidate:3e9348428f22a320,0.63,,grounding_unavailable,33.892102,132.788188,385.21553569431927,387,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_response_without_coordinate
276,白山,grounding_far_from_all_candidates,summit-candidate:13b7a4bb8154974a,0.504,4768.9,grounding_contradicted_or_unrelated,33.8682654,132.7980997,336.02549564153543,327,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_far_from_candidate
277,観音山,grounding_response_without_coordinate,summit-candidate:cf29543e6beaa1ec,0.63,,grounding_unavailable,33.8974685,132.7904961,365.7180112898549,360,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_response_without_coordinate
278,国見山,grounding_response_without_coordinate,summit-candidate:2ab43729f5e80cbe,0.63,,grounding_unavailable,33.9003229,132.8034521,376.3033333333333,380,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_response_without_coordinate
279,城山,fallback_review_required,summit-candidate:1432f597b5dca157,0.504,7146.6,grounding_contradicted_or_unrelated,33.9038632,132.7837316,253.17333333333332,244,古城山・尾崎山,grounding_far_from_candidate
280,御勧請山,grounding_far_from_all_candidates,summit-candidate:13b7a4bb8154974a,0.504,5172.1,grounding_contradicted_or_unrelated,33.8682654,132.7980997,336.02549564153543,327,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_far_from_candidate
281,トギ,grounding_far_from_all_candidates,summit-candidate:e75e04c2fbe61c2f,0.504,14419,grounding_contradicted_or_unrelated,33.5806252,132.4593069,391.45205218380346,391,トギ・張木山・高手山,grounding_far_from_candidate
282,張木山,grounding_far_from_all_candidates,summit-candidate:b49681fa67b2b53e,0.504,14731.9,grounding_contradicted_or_unrelated,33.5634523,132.4596426,477.8922286451063,468,トギ・張木山・高手山,grounding_far_from_candidate
283,高手山,grounding_far_from_all_candidates,summit-candidate:e75e04c2fbe61c2f,0.456,17043.1,grounding_contradicted_or_unrelated,33.5806252,132.4593069,391.45205218380346,381,トギ・張木山・高手山,grounding_far_from_candidate
284,斎藤山,grounding_far_from_all_candidates,summit-candidate:3c28b6ebd5a97155,0.456,11485.6,grounding_contradicted_or_unrelated,33.5944697,132.4784739,472.13310176947385,459,斎藤山,grounding_far_from_candidate
285,御祝山,grounding_far_from_all_candidates,summit-candidate:9186201ca03b041d,0.36,7958,grounding_contradicted_or_unrelated,33.1727703,132.6401559,1160.4399999999998,999,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,grounding_far_from_candidate
286,横ノ森,grounding_far_from_all_candidates,summit-candidate:12c27f259b66de80,0.448,1754.3,grounding_contradicted_or_unrelated,33.1850023,132.6371878,1201.04,1200,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,grounding_far_from_candidate
287,小屋ヶ森,fallback_review_required,summit-candidate:27c1036d4aa2230e,0.7,435.5,far_grounding_candidate,33.1812975,132.6194355,1167.5519282683324,1184,鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山,
288,串ヶ森,grounding_far_from_all_candidates,summit-candidate:9186201ca03b041d,0.504,3917,grounding_contradicted_or_unrelated,33.1727703,132.6401559,1160.4399999999998,1160,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,grounding_far_from_candidate
289,目黒鳥屋,grounding_far_from_all_candidates,summit-candidate:9186201ca03b041d,0.504,2117.4,grounding_contradicted_or_unrelated,33.1727703,132.6401559,1160.4399999999998,1157,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,grounding_far_from_candidate
290,長尾森,fallback_review_required,summit-candidate:91ebf1d99654d5b2,0.49,437.2,far_grounding_candidate,33.1848651,132.6159575,1162.2731411431716,1180,鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山,
291,二箆山,grounding_response_without_coordinate,summit-candidate:0a89128346167f6e,0.57,,grounding_unavailable,33.62142,133.0520358,1158.3666666666668,1169,二箆山・西雑誌山,grounding_response_without_coordinate
292,西雑誌山,grounding_response_without_coordinate,summit-candidate:aa8ff99fc3bd426d,0.63,,grounding_unavailable,33.601894,133.0710189,1347.9433333333334,1341,二箆山・西雑誌山,grounding_response_without_coordinate
293,気多山,grounding_response_without_coordinate,summit-candidate:e010f98d2b23f547,0.63,,grounding_unavailable,33.6973447,133.0732035,1212.5233333333333,1218,気多山・八辻ノ峰・五代ヶ森,grounding_response_without_coordinate
294,八辻ノ峰,grounding_far_from_all_candidates,summit-candidate:76cc7bb75549e7a1,0.456,2267.1,grounding_contradicted_or_unrelated,33.7367329,133.0832761,1709.1566666666668,1724,気多山・八辻ノ峰・五代ヶ森,grounding_far_from_candidate
295,五代ヶ森,grounding_far_from_all_candidates,summit-candidate:76cc7bb75549e7a1,0.504,2945.7,grounding_contradicted_or_unrelated,33.7367329,133.0832761,1709.1566666666668,1711,気多山・八辻ノ峰・五代ヶ森,grounding_far_from_candidate
296,桂ヶ森,grounding_response_without_coordinate,summit-candidate:c210f415fc55501f,0.63,,grounding_unavailable,33.6590168,132.8578473,1220.0333333333335,1224,桂ヶ森,grounding_response_without_coordinate
297,狼ヶ城山,grounding_far_from_all_candidates,summit-candidate:95a8fa74fd4af7b0,0.504,5255.1,grounding_contradicted_or_unrelated,33.5763649,132.9111904,1376.7700000000002,1380,狼ヶ城山,grounding_far_from_candidate
298,日浦嶺,grounding_far_from_all_candidates,summit-candidate:606168b97944fce5,0.448,9757.8,grounding_contradicted_or_unrelated,33.5926584,132.8486131,900.0566666666667,901,日浦嶺・打越山,grounding_far_from_candidate
299,打越山,grounding_far_from_all_candidates,summit-candidate:498b9618ca98fa34,0.448,8540.9,grounding_contradicted_or_unrelated,33.6118803,132.8524765,854.2033333333333,860,日浦嶺・打越山,grounding_far_from_candidate
300,面河山,grounding_response_without_coordinate,summit-candidate:22e40e9eb117a033,0.63,,grounding_unavailable,33.7513188,133.1115977,1519.8633333333335,1521,面河山,grounding_response_without_coordinate
301,丸笹山,grounding_response_without_coordinate,summit-candidate:5ec5a611be375a53,0.51,,grounding_unavailable,33.7195139,133.1457476,1567.1366666666665,1535,丸笹山,grounding_response_without_coordinate
302,丸滝山,grounding_response_without_coordinate,summit-candidate:aa6060fe8a831f45,0.57,,grounding_unavailable,33.7465829,133.1513298,1542.9666666666665,1556,丸滝山,grounding_response_without_coordinate
303,名石山,grounding_far_from_all_candidates,summit-candidate:ea919bf883e31a7b,0.504,10074.9,grounding_contradicted_or_unrelated,34.0063802,132.8186843,289.7633333333333,297,名石山,grounding_far_from_candidate
304,青刈山,grounding_far_from_all_candidates,summit-candidate:94e96018c0a5450d,0.304,3523.9,grounding_contradicted_or_unrelated,34.2837172,133.0100334,392.00666666666666,342,二反山・青刈山,grounding_far_from_candidate
305,椿山,grounding_response_without_coordinate,summit-candidate:1b665bc67a34756a,0.63,,grounding_unavailable,33.7033183,133.1423731,1579.6733333333332,1585,椿山,grounding_response_without_coordinate
306,黒森山,grounding_far_from_all_candidates,summit-candidate:40e090ce41a89b55,0.456,17597,grounding_contradicted_or_unrelated,33.8493229,133.2701244,1690.4033333333334,1678,沓掛山・黒森山,grounding_far_from_candidate
307,沓掛山,grounding_far_from_all_candidates,summit-candidate:40e090ce41a89b55,0.504,9970.7,grounding_contradicted_or_unrelated,33.8493229,133.2701244,1690.4033333333334,1691,沓掛山・黒森山,grounding_far_from_candidate
308,二反山,grounding_response_without_coordinate,summit-candidate:94e96018c0a5450d,0.56,,grounding_unavailable,34.2837172,133.0100334,392.00666666666666,395,二反山・青刈山,grounding_response_without_coordinate
309,平家平,grounding_far_from_all_candidates,summit-candidate:c256cfef3720557f,0.448,7866.4,grounding_contradicted_or_unrelated,33.8146236,133.3260701,1691.2766666666666,1693,銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平,grounding_far_from_candidate
310,薬師山,grounding_response_without_coordinate,summit-candidate:167756a8b787a168,0.56,,grounding_unavailable,34.2035605,132.9686491,429.98333333333335,435,薬師山,grounding_response_without_coordinate
311,子持権現山,grounding_far_from_all_candidates,summit-candidate:df6b60d513f5518e,0.456,2625.1,grounding_contradicted_or_unrelated,33.7802626,133.1879064,1661.57,1673,子持権現山・男山・瓶ヶ森,grounding_far_from_candidate
312,男山,grounding_far_from_all_candidates,summit-candidate:f09a1f754bcb761e,0.4,1685.7,grounding_contradicted_or_unrelated,33.7942477,133.2060388,1850.4420465524036,1838,男山・瓶ヶ森・西黒森,grounding_far_from_candidate
313,瓶ヶ森,grounding_far_from_all_candidates,summit-candidate:53a6401abf71c488,0.504,1271.7,grounding_contradicted_or_unrelated,33.7946359,133.1931324,1892.1433333333334,1897,男山・瓶ヶ森・台ヶ森,grounding_far_from_candidate
314,宅並山,grounding_response_without_coordinate,summit-candidate:f1ee81f4d467a28e,0.63,,grounding_unavailable,33.9194619,132.7676241,191.34803656971437,200,宅並山,grounding_response_without_coordinate
315,岩屋山,grounding_response_without_coordinate,summit-candidate:c9156b7eea77a1b0,0.57,,grounding_unavailable,33.6581301,132.974538,769.7933333333334,786,岩屋山,grounding_response_without_coordinate
316,高縄山,grounding_far_from_all_candidates,summit-candidate:6ba0d3c6b0fb6b96,0.456,1751.4,grounding_contradicted_or_unrelated,33.9456945,132.8499533,981.3100000000001,993,大月山・高縄山,grounding_far_from_candidate
317,伊予富士,grounding_response_without_coordinate,summit-candidate:6f70c7d3c27fe164,0.56,,grounding_unavailable,33.7882403,133.2475791,1746.743333333333,1756,伊予富士,grounding_response_without_coordinate
318,中津山(明神山),grounding_response_without_coordinate,summit-candidate:fec0bb942061619b,0.63,,grounding_unavailable,33.5755696,133.0461981,1539.5333333333335,1541,中津山(明神山)・猿越山,grounding_response_without_coordinate
319,猿越山,grounding_far_from_all_candidates,summit-candidate:eb3b108c5d508377,0.456,8451.5,grounding_contradicted_or_unrelated,33.5756361,133.0483249,1459.6666666666667,1435,中津山(明神山)・猿越山,grounding_far_from_candidate
320,銅山峰,grounding_far_from_all_candidates,summit-candidate:006436491de34784,0.36,5940,grounding_contradicted_or_unrelated,33.8159575,133.3107033,1729.61,1330,銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平,grounding_far_from_candidate
321,西山,grounding_far_from_all_candidates,summit-candidate:057580d1c60049b6,0.504,2005.8,grounding_contradicted_or_unrelated,33.8596586,133.3188738,1425.3166666666668,1429,銅山峰・西山・三の森・二の森・一の森,grounding_far_from_candidate
322,三の森,grounding_far_from_all_candidates,summit-candidate:057580d1c60049b6,0.36,13104.1,grounding_contradicted_or_unrelated,33.8596586,133.3188738,1425.3166666666668,1154,銅山峰・西山・三の森・二の森・一の森,grounding_far_from_candidate
323,二の森,grounding_far_from_all_candidates,summit-candidate:057580d1c60049b6,0.36,13657.3,grounding_contradicted_or_unrelated,33.8596586,133.3188738,1425.3166666666668,1040,銅山峰・西山・三の森・二の森・一の森,grounding_far_from_candidate
324,一の森,grounding_response_without_coordinate,summit-candidate:0dea5d073885dc9d,0.63,,grounding_unavailable,33.8793776,133.3116827,831.0900000000001,832,銅山峰・西山・三の森・二の森・一の森,grounding_response_without_coordinate
325,三ッ足山,grounding_far_from_all_candidates,summit-candidate:8078eb6cc96c519a,0.504,2201.1,grounding_contradicted_or_unrelated,33.895514,133.6139166,1096.6433333333332,1103,三ッ足山・カガマシ山・橡尾山・笹ヶ峰,grounding_far_from_candidate
326,カガマシ山,grounding_far_from_all_candidates,summit-candidate:0886436b79473a6c,0.504,3547.2,grounding_contradicted_or_unrelated,33.8803402,133.6037486,1340.51,1343,三ッ足山・カガマシ山・橡尾山・笹ヶ峰,grounding_far_from_candidate
327,橡尾山,grounding_far_from_all_candidates,summit-candidate:a1b1b7885eeab893,0.448,5451.2,grounding_contradicted_or_unrelated,33.8717366,133.6269198,1220.8566666666666,1222,三ッ足山・カガマシ山・橡尾山・笹ヶ峰,grounding_far_from_candidate
328,笹ヶ峰,grounding_response_without_coordinate,summit-candidate:851dc9683d2d7442,0.63,,grounding_unavailable,33.8802331,133.6356728,1024.2766666666666,1019,三ッ足山・カガマシ山・橡尾山・笹ヶ峰,grounding_response_without_coordinate
329,ハネズル山,grounding_far_from_all_candidates,summit-candidate:e2c08955f9275289,0.504,12884.9,grounding_contradicted_or_unrelated,33.88745,133.4510092,1291.8700000000001,1299,ハネズル山,grounding_far_from_candidate
330,天堤山,grounding_response_without_coordinate,summit-candidate:f54f44da226a4a15,0.57,,grounding_unavailable,33.8625158,133.4945751,1134.8500000000001,1147,天堤山,grounding_response_without_coordinate
331,五郎丸,grounding_far_from_all_candidates,summit-candidate:9cc74b44e1289236,0.504,13445.6,grounding_contradicted_or_unrelated,34.0275511,133.6441984,589.3233333333334,595,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,grounding_far_from_candidate
332,高丸,grounding_far_from_all_candidates,summit-candidate:9cc74b44e1289236,0.504,13551,grounding_contradicted_or_unrelated,34.0275511,133.6441984,589.3233333333334,589,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,grounding_far_from_candidate
333,金見山,grounding_far_from_all_candidates,summit-candidate:9cc74b44e1289236,0.504,13635.9,grounding_contradicted_or_unrelated,34.0275511,133.6441984,589.3233333333334,596,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,grounding_far_from_candidate
334,木峰,grounding_far_from_all_candidates,summit-candidate:9cc74b44e1289236,0.504,14473.1,grounding_contradicted_or_unrelated,34.0275511,133.6441984,589.3233333333334,594,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,grounding_far_from_candidate
335,天狗森,grounding_far_from_all_candidates,summit-candidate:9cc74b44e1289236,0.36,14781.6,grounding_contradicted_or_unrelated,34.0275511,133.6441984,589.3233333333334,535,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,grounding_far_from_candidate
336,唐谷山,grounding_far_from_all_candidates,summit-candidate:32c1cf967ab82dbe,0.4,15601.2,grounding_contradicted_or_unrelated,34.0356467,133.6297572,503.24333333333334,485,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,grounding_far_from_candidate
337,龍王山,grounding_far_from_all_candidates,summit-candidate:9cc74b44e1289236,0.36,15975.4,grounding_contradicted_or_unrelated,34.0275511,133.6441984,589.3233333333334,450,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,grounding_far_from_candidate
338,大谷山,grounding_far_from_all_candidates,summit-candidate:32c1cf967ab82dbe,0.448,15517.5,grounding_contradicted_or_unrelated,34.0356467,133.6297572,503.24333333333334,507,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,grounding_far_from_candidate
339,城山,grounding_far_from_all_candidates,summit-candidate:0022a746b396d4c7,0.304,74522.2,grounding_contradicted_or_unrelated,33.8836999,132.7830348,264.2867991594412,62,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_far_from_candidate
340,本尊山,grounding_far_from_all_candidates,summit-candidate:0bd3d051cdb972fd,0.36,2422.6,grounding_contradicted_or_unrelated,33.6988091,132.6831717,632.3133333333334,187,本尊山・秋葉山・立烏帽子山・明神山,grounding_far_from_candidate
341,秋葉山,fallback_review_required,summit-candidate:61304308f9a58d0d,0.6,236.3,weak_grounding_nearby,33.654334,132.6895797,694.3566666666667,631,黒岩岳,
342,立烏帽子山,grounding_response_without_coordinate,summit-candidate:f12898f5821b63b8,0.63,,grounding_unavailable,33.6910161,132.6669514,530.1166666666667,536,本尊山・秋葉山・立烏帽子山・明神山,grounding_response_without_coordinate
343,明神山,fallback_review_required,summit-candidate:0bd3d051cdb972fd,0.504,5318.9,grounding_contradicted_or_unrelated,33.6988091,132.6831717,632.3133333333334,634,本尊山・秋葉山・立烏帽子山・明神山,grounding_far_from_candidate
344,陣が森,grounding_far_from_all_candidates,summit-candidate:6b0155a434d72d79,0.448,29000.7,grounding_contradicted_or_unrelated,33.9890249,132.8891658,532.4466666666667,538,陣が森・岩が森・スクモ塚・高萩山・長者森,grounding_far_from_candidate
345,岩が森,grounding_far_from_all_candidates,summit-candidate:c195c34fb7e38d7a,0.448,28518.9,grounding_contradicted_or_unrelated,33.9955014,132.8701408,418.54333333333335,413,陣が森・岩が森・スクモ塚・高萩山・長者森,grounding_far_from_candidate
346,スクモ塚,grounding_response_without_coordinate,summit-candidate:d8270fc572efc0b2,0.63,,grounding_unavailable,33.99782,132.8482925,279.05333333333334,283,陣が森・岩が森・スクモ塚・高萩山・長者森,grounding_response_without_coordinate
347,高萩山,grounding_far_from_all_candidates,summit-candidate:f0a03b36c279ddd3,0.504,27723.3,grounding_contradicted_or_unrelated,33.9985859,132.8339632,352.79,356,陣が森・岩が森・スクモ塚・高萩山・長者森,grounding_far_from_candidate
348,長者森,grounding_response_without_coordinate,summit-candidate:bcc05b721653749f,0.63,,grounding_unavailable,34.0073425,132.8450021,290.3833333333333,293,陣が森・岩が森・スクモ塚・高萩山・長者森,grounding_response_without_coordinate
349,八倉山,grounding_far_from_all_candidates,summit-candidate:4973965873779cdc,0.504,3044.4,grounding_contradicted_or_unrelated,33.778716,132.7722765,251.46333333333337,257,八倉山・行道山・水晶ヶ森,grounding_far_from_candidate
350,行道山,fallback_review_required,summit-candidate:cfd366be872f9534,0.706,458.4,far_grounding_candidate,33.7579255,132.7571571,401.8633333333333,371,八倉山・行道山・水晶ヶ森,
351,水晶ヶ森,grounding_far_from_all_candidates,summit-candidate:cfd366be872f9534,0.504,1766.7,grounding_contradicted_or_unrelated,33.7579255,132.7571571,401.8633333333333,403,八倉山・行道山・水晶ヶ森,grounding_far_from_candidate
352,笹ヶ平山,grounding_far_from_all_candidates,summit-candidate:4416099ca0f9da08,0.504,5436.7,grounding_contradicted_or_unrelated,33.7478819,132.7506238,260.1933333333333,261,笹ヶ平山,grounding_far_from_candidate
353,壺神山,grounding_far_from_all_candidates,summit-candidate:c58c0ba7145621b9,0.456,2237.6,grounding_contradicted_or_unrelated,33.6056753,132.5543754,984.3464928489406,971,壺神山・滝山・足山・皿が森,grounding_far_from_candidate
354,滝山,grounding_response_without_coordinate,summit-candidate:38105da918da8262,0.63,,grounding_unavailable,33.6137407,132.5447284,733.0708946789382,726,壺神山・滝山・足山・皿が森,grounding_response_without_coordinate
355,足山,grounding_far_from_all_candidates,summit-candidate:0048d4d3a7981b80,0.456,5916.6,grounding_contradicted_or_unrelated,33.6062894,132.5155614,697.5172644320495,675,壺神山・滝山・足山・皿が森,grounding_far_from_candidate
356,皿が森,grounding_response_without_coordinate,summit-candidate:4db5b3ffd85092bf,0.57,,grounding_unavailable,33.5995314,132.5168274,626.9591280717788,610,壺神山・滝山・足山・皿が森,grounding_response_without_coordinate
357,尉之山,fallback_review_required,summit-candidate:ea33d870d4700a56,0.496,339.6,far_grounding_candidate,33.8778648,132.8306597,414.2866666666667,383,奥之城山・ヌタノサコ,
358,小山岳,grounding_far_from_all_candidates,summit-candidate:7749b785ef007c1a,0.504,13578.8,grounding_contradicted_or_unrelated,33.7568663,132.8499505,430.1766666666667,435,尉之山・小山岳,grounding_far_from_candidate
359,勝山,grounding_far_from_all_candidates,summit-candidate:2b833dfb6f3f84c1,0.456,17181.1,grounding_contradicted_or_unrelated,33.7282794,132.8388236,371.26,385,勝山,grounding_far_from_candidate
360,松葉山（松葉城址）,grounding_response_without_coordinate,summit-candidate:7a59a4750a70552c,0.63,,grounding_unavailable,33.3754372,132.5110871,400.06,410,御篠山・松葉山（松葉城址）・烏殿,grounding_response_without_coordinate
361,烏殿,grounding_response_without_coordinate,summit-candidate:d71483d289d0c575,0.63,,grounding_unavailable,33.384401,132.5180668,583.88,588,御篠山・松葉山（松葉城址）・烏殿,grounding_response_without_coordinate
362,御篠山,grounding_response_without_coordinate,summit-candidate:2c1cbc474e49f1ec,0.63,,grounding_unavailable,33.372906,132.5153141,387.82666666666665,384,御篠山・松葉山（松葉城址）・烏殿,grounding_response_without_coordinate
363,天が森,grounding_far_from_all_candidates,summit-candidate:090f7fa4be89ec5e,0.36,4492.4,grounding_contradicted_or_unrelated,33.5225161,132.4288807,782.4408357907463,393,天が森・浄心山・銅が鳴,grounding_far_from_candidate
364,浄心山,grounding_far_from_all_candidates,summit-candidate:090f7fa4be89ec5e,0.504,1010.4,grounding_contradicted_or_unrelated,33.5225161,132.4288807,782.4408357907463,781,天が森・浄心山・銅が鳴,grounding_far_from_candidate
365,銅が鳴,grounding_far_from_all_candidates,summit-candidate:090f7fa4be89ec5e,0.456,1389.1,grounding_contradicted_or_unrelated,33.5225161,132.4288807,782.4408357907463,767,天が森・浄心山・銅が鳴,grounding_far_from_candidate
366,弥八山,grounding_response_without_coordinate,summit-candidate:0cc40babcd0ce6bf,0.63,,grounding_unavailable,34.0273223,133.5919989,261.15000000000003,263,弥八山,grounding_response_without_coordinate
367,西の山,grounding_far_from_all_candidates,summit-candidate:a14a745323a3d3af,0.504,4188.7,grounding_contradicted_or_unrelated,33.9827566,133.3976892,250.30998537053583,244,西の山,grounding_far_from_candidate
368,北山,grounding_far_from_all_candidates,summit-candidate:8cef52d6989a94db,0.504,2350.6,grounding_contradicted_or_unrelated,33.9640455,133.4034525,237.66666666666666,241,北山,grounding_far_from_candidate
369,垣生山,grounding_response_without_coordinate,summit-candidate:6c20bef6dc4e973b,0.63,,grounding_unavailable,33.9892197,133.3258232,103.26298735700367,101,垣生山,grounding_response_without_coordinate
370,金子山,grounding_response_without_coordinate,summit-candidate:3c1e55e6cc05c0ad,0.63,,grounding_unavailable,33.9423212,133.2748429,148.30058041636374,146,金子山,grounding_response_without_coordinate
371,八堂山,grounding_response_without_coordinate,summit-candidate:bf9808bbf86d5d73,0.63,,grounding_unavailable,33.8975964,133.1980477,191.83333333333334,193,八堂山,grounding_response_without_coordinate
373,カレイ山,grounding_response_without_coordinate,summit-candidate:3807e62715de33f9,0.21,,grounding_unavailable,34.0326072,132.8753902,240.99666666666667,232,高仙山,grounding_response_without_coordinate
374,念仏山,grounding_response_without_coordinate,summit-candidate:110345ef4fb31191,0.56,,grounding_unavailable,34.1747341,133.0532069,374.65000000000003,381,念仏山,grounding_response_without_coordinate
375,大頭山,fallback_review_required,summit-candidate:d456af62868c5044,0.645,137.5,weak_grounding_nearby,34.1283255,133.047895,268.5833333333333,264,姫政山,grounding_municipality_mismatch
376,高取山,grounding_far_from_all_candidates,summit-candidate:86e4db352b85ced4,0.4,3319,grounding_contradicted_or_unrelated,34.1597225,133.0770866,235.75333333333333,252,高取山,grounding_far_from_candidate
377,八幡山,grounding_response_without_coordinate,summit-candidate:b9ae103da9e3136b,0.56,,grounding_unavailable,34.140513,133.0475658,211.73666666666668,212,八幡山,grounding_response_without_coordinate
378,要害山,grounding_response_without_coordinate,summit-candidate:0005c0040c7c7966,0.57,,grounding_unavailable,33.9135717,132.7570186,92.21,107,要害山,grounding_response_without_coordinate
379,高穴山,grounding_response_without_coordinate,summit-candidate:a0b87feaf88e526d,0.63,,grounding_unavailable,33.9536062,132.8113157,282.46000000000004,292,高穴山,grounding_response_without_coordinate
380,高仙山,grounding_response_without_coordinate,summit-candidate:3807e62715de33f9,0.63,,grounding_unavailable,34.0326072,132.8753902,240.99666666666667,248,高仙山,grounding_response_without_coordinate
381,霊仙山,grounding_far_from_all_candidates,summit-candidate:47b61397fb9c5d3f,0.504,2401.1,grounding_contradicted_or_unrelated,34.0105612,133.0203144,152.43333333333337,156,霊仙山,grounding_far_from_candidate
383,無宗天山,grounding_response_without_coordinate,summit-candidate:0f09bdcc25daff65,0.63,,grounding_unavailable,34.0386314,132.8923059,311.96,313,無宗天山,grounding_response_without_coordinate
384,綱付山,grounding_response_without_coordinate,summit-candidate:f19fd681c4c84753,0.63,,grounding_unavailable,33.8680685,133.1174852,516.7233333333334,519,綱付山・幻城上城,grounding_response_without_coordinate
