source_gpx_basename,track_name,mountain_count_in_group,summit_candidate_count_in_group,top1_link_count,conflict_count,mountain_names,summit_candidate_ids,suggested_review_order,notes
yamap_2025-02-09_08_01.gpx,念仏山,34,1,1,0,積善山|笠松山|岡山（岡城址）|護摩ヶ森（護摩ヶ森城址）|我合山（我合城址）|見晴山|権現山|大空山|夫婦山|観音山|国見山|トギ|高手山|二反山|高萩山|行道山|水晶ヶ森|尉之山|勝山|御篠山|天が森|カレイ山|念仏山|大頭山|高取山|八幡山|大登山|大峰|堂堂山|紅葉山|梁瀬山|高雄山|権現山|愛宕山,summit-candidate:110345ef4fb31191,164,mountains=34; candidates=1; conflicts=0
yamap_2025-03-10_08_18.gpx,姫政山,34,1,1,0,吉山(吉山城址)|石槌山|重茂山|芝ヶ峠|安神山|小富士|古法皇山|三本榎|雄甲山|近見山|由良山|大森山|尾崎山|宝ヶ峯|淡路ヶ峠|ベツソ山|城山|名石山|スクモ塚|長者森|八倉山|笹ヶ平山|弥八山|西の山|北山|大頭山|高取山|高穴山|高仙山|幻城下城|姫政山|館山|泰ノ山|大里山,summit-candidate:d456af62868c5044,165,mountains=34; candidates=1; conflicts=0
yamap_2025-03-17_14_08.gpx,大登山,34,1,1,0,高森山|積善山|世田山|笠松山|黒瀬山（黒瀬城址）|岡山（岡城址）|護摩ヶ森（護摩ヶ森城址）|我合山（我合城址）|権現山|高森|大空山|熊ガ峰|夫婦山|観音山|国見山|トギ|高手山|青刈山|高萩山|行道山|尉之山|勝山|御篠山|念仏山|高森山|大登山|大峰|紅葉山|梁瀬山|高雄山|高森山|権現山|高森山|愛宕山,summit-candidate:230b9847a05c8052,166,mountains=34; candidates=1; conflicts=0
yamap_2026-01-31_10_49.gpx,遠見山,34,1,1,0,高森山|恵良山|世田山|三山|冨士山|黒瀬山（黒瀬城址）|我合山（我合城址）|遠見山|石神山|生子山|歯朶谷山|高森|大黒山|大空山|宝股山|鳥屋ヶ森|熊ガ峰|天ガ森|白山|御勧請山|名石山|青刈山|亀老山|無宗天山|高森山|大里山|根太山|雨森山|槇ノ山|遠見山|高森山|飯之山|高森山|笠松山東峰,summit-candidate:e55456349660bd14,167,mountains=34; candidates=1; conflicts=0
yamap_2022-08-21_15_44.gpx,大峰ヶ台,33,1,1,0,愛宕山|常光寺山|日王山|中坂山|潮見山|勝山|鉢巻山|立石山|子持山|大峰ヶ台|久司山|高戸山|犬吠山|泰の山|鹿島山|高山|唐子山|医王山|永納山(永納山城址)|岩子山|垣生山|津田山|弁天山|遠見山|鳥越山|えんとつ山|垣生山|金子山|要害山|若いもん山|大峰|野津子山|権現山,summit-candidate:8de328f982753d58,168,mountains=33; candidates=1; conflicts=0
yamap_2022-08-26_08_45.gpx,世田山・笠松山,33,2,1,0,積善山|世田山|笠松山|黒瀬山（黒瀬城址）|岡山（岡城址）|護摩ヶ森（護摩ヶ森城址）|我合山（我合城址）|権現山|大空山|熊ガ峰|天ガ森|夫婦山|白山|観音山|国見山|御勧請山|高手山|青刈山|高萩山|行道山|尉之山|勝山|御篠山|念仏山|大登山|大峰|紅葉山|梁瀬山|高雄山|権現山|愛宕山|笠松山東峰|笠松山,summit-candidate:d0f2d4ee46a862c3|summit-candidate:9d5a3bd31bedfeda,169,mountains=33; candidates=2; conflicts=0
yamap_2022-12-25_12_44.gpx,唐子山,33,1,1,0,愛宕山|常光寺山|高山|日王山|中坂山|潮見山|勝山|子持山|高戸山|犬吠山|泰の山|鹿島山|高山|塔ノ峰|海山|近見山|唐子山|医王山|永納山(永納山城址)|佐々久山|岩子山|垣生山|津田山|弁天山|遠見山|鳥越山|えんとつ山|垣生山|要害山|若いもん山|高山|権現山|高山寺山,summit-candidate:71f4bbfe52f75585,170,mountains=33; candidates=1; conflicts=0
yamap_2023-03-05_11_09.gpx,宝ヶ峯・淡路ヶ峠,33,1,0,0,吉山(吉山城址)|恵良山|石槌山|重茂山|芝ヶ峠|安神山|小富士|古法皇山|三本榎|由良山|大森山|石神山|尾崎山|宝ヶ峯|淡路ヶ峠|生子山|ベツソ山|宝股山|名石山|スクモ塚|長者森|八倉山|笹ヶ平山|弥八山|亀老山|大頭山|高取山|高穴山|姫政山|泰ノ山|大里山|根太山|雨森山,summit-candidate:d43fade4de3e33c8,171,mountains=33; candidates=1; conflicts=0
yamap_2024-01-27_08_01.gpx,大空山,33,1,1,0,積善山|世田山|笠松山|三山|冨士山|黒瀬山（黒瀬城址）|岡山（岡城址）|我合山（我合城址）|権現山|大黒山|大空山|御串山|宝股山|開山|鳥屋ヶ森|熊ガ峰|天ガ森|白山|観音山|御勧請山|青刈山|薬師山|高萩山|行道山|大登山|大峰|紅葉山|梁瀬山|遠見山|飯之山|権現山|愛宕山|笠松山東峰,summit-candidate:fd13fabb918486e6,172,mountains=33; candidates=1; conflicts=0
yamap_2025-02-11_09_46.gpx,高穴山,33,1,1,0,吉山(吉山城址)|恵良山|重茂山|芝ヶ峠|安神山|小富士|古法皇山|三本榎|大森山|石神山|尾崎山|宝ヶ峯|淡路ヶ峠|生子山|ベツソ山|宝股山|名石山|スクモ塚|長者森|八倉山|笹ヶ平山|弥八山|亀老山|大頭山|要害山|高穴山|高仙山|姫政山|高森山|泰ノ山|大里山|根太山|雨森山,summit-candidate:a0b87feaf88e526d,173,mountains=33; candidates=1; conflicts=0
yamap_2026-01-04_08_20.gpx,雨森山,33,1,1,0,恵良山|重茂山|世田山|三山|冨士山|黒瀬山（黒瀬城址）|大森山|石神山|宝ヶ峯|生子山|歯朶谷山|大黒山|宝股山|鳥屋ヶ森|天ガ森|白山|御勧請山|名石山|青刈山|スクモ塚|長者森|亀老山|高穴山|無宗天山|高森山|泰ノ山|大里山|根太山|峠ヶ森|雨森山|遠見山|飯之山|笠松山東峰,summit-candidate:730e21bca5cdf60d,174,mountains=33; candidates=1; conflicts=0
yamap_2026-02-14_08_22.gpx,大畑山,33,1,0,0,皿ヶ森|権現山|ケタ山|大磨山|杉立山|三滝山|狩江権現山|古権現山|権現山|権現山|権現山|丸山|総津権現山|権現山|白石山|子持権現山|秋葉山|明神山|新谷神南山|御在所山|陣が森岳|船ヶ迫岳|高森山|牛の峰|鞍掛山|大畑山|飯之山|権現山|登議城山|権現山|白木山|権現山|三石山,summit-candidate:bb84b00f3a929195,175,mountains=33; candidates=1; conflicts=0
yamap_2022-06-18_11_15.gpx,積善山,32,1,1,0,積善山|鉢巻山|立石山|世田山|笠松山|黒瀬山（黒瀬城址）|岡山（岡城址）|護摩ヶ森（護摩ヶ森城址）|我合山（我合城址）|権現山|大空山|熊ガ峰|夫婦山|観音山|国見山|トギ|高手山|青刈山|高萩山|行道山|尉之山|勝山|御篠山|天が森|念仏山|大登山|大峰|紅葉山|梁瀬山|高雄山|権現山|愛宕山,summit-candidate:76a5e492c9dcf980,176,mountains=32; candidates=1; conflicts=0
yamap_2024-05-19_08_47.gpx,二反山・青刈山,32,1,1,0,伽藍山|倉谷山|積善山|大友山|護摩ヶ森（護摩ヶ森城址）|見晴山|権現山|千羽ヶ岳|船野山|奥之城山|平岡山(平岡城址)|夫婦山|国見山|トギ|高手山|青刈山|二反山|岩が森|行道山|水晶ヶ森|尉之山|勝山|松葉山（松葉城址）|御篠山|天が森|念仏山|大登山|堂堂山|紅葉山|梁瀬山|高雄山|権現山,summit-candidate:94e96018c0a5450d,177,mountains=32; candidates=1; conflicts=0
yamap_2024-09-23_07_35.gpx,中津山(明神山)・猿越山,32,4,2,0,明神山|源氏ヶ駄場（薊野峰）|大川嶺|笠取山|ウバホド山|赤星山|東山|石墨山|綱繰山|獅子舞の鼻|東山|上兜山|面河山|丸笹山|丸滝山|中津山(明神山)|猿越山|西山|明神山|大野山|水なし山|貝渚山|五段城|天狗ノ森|東光森山|三ッ森山|三つ足山|大森山|佐々連尾山|丸山|大森山|扇山,summit-candidate:a0c5556d9432a199|summit-candidate:bd875ddf4679d1f7|summit-candidate:eb3b108c5d508377|summit-candidate:fec0bb942061619b,178,mountains=32; candidates=4; conflicts=0
yamap_2025-01-11_11_51.gpx,勝山,32,1,0,0,勝山|積善山|笠松山|岡山（岡城址）|護摩ヶ森（護摩ヶ森城址）|我合山（我合城址）|見晴山|権現山|大空山|熊ガ峰|夫婦山|観音山|国見山|トギ|高手山|青刈山|二反山|高萩山|行道山|尉之山|小山岳|勝山|御篠山|天が森|念仏山|大登山|大峰|紅葉山|梁瀬山|高雄山|権現山|愛宕山,summit-candidate:2b833dfb6f3f84c1,179,mountains=32; candidates=1; conflicts=0
yamap_2025-01-30_14_42.gpx,八堂山,32,1,1,0,尾ノ峰|腰折山|天神山|御幸寺山|西山|岩子山|経ヶ森|護摩ヶ森|大久保山|八里ヶ峠|潮見山|松軒山|石灰山|高文殊山|鏡山|雌甲山|愛ノ山|扇山|垣生山|金比羅山|古城山|宅並山|本尊山|弥八山|西の山|北山|垣生山|金子山|八堂山|八幡山|峠ヶ森|軽ノ山,summit-candidate:bf9808bbf86d5d73,180,mountains=32; candidates=1; conflicts=0
yamap_2024-03-03_13_33.gpx,天ガ森,31,1,1,0,積善山|世田山|笠松山|三山|冨士山|黒瀬山（黒瀬城址）|岡山（岡城址）|我合山（我合城址）|歯朶谷山|大黒山|大空山|鳥屋ヶ森|熊ガ峰|白石山|観音岳|音無山|天ガ森|白山|観音山|御勧請山|青刈山|高萩山|行道山|大登山|大峰|梁瀬山|遠見山|飯之山|権現山|愛宕山|笠松山東峰,summit-candidate:93a4d66ef3ee559d,181,mountains=31; candidates=1; conflicts=0
yamap_2024-05-15_11_16.gpx,名石山,31,1,1,0,吉山(吉山城址)|恵良山|重茂山|芝ヶ峠|安神山|小富士|古法皇山|大森山|石神山|尾崎山|宝ヶ峯|淡路ヶ峠|生子山|ベツソ山|歯朶谷山|宝股山|名石山|スクモ塚|長者森|笹ヶ平山|弥八山|亀老山|大頭山|高穴山|無宗天山|姫政山|高森山|泰ノ山|大里山|根太山|雨森山,summit-candidate:ea919bf883e31a7b,182,mountains=31; candidates=1; conflicts=0
yamap_2024-06-14_06_46.gpx,二反山,31,1,0,0,伽藍山|倉谷山|積善山|大友山|護摩ヶ森（護摩ヶ森城址）|見晴山|権現山|千羽ヶ岳|船野山|奥之城山|平岡山(平岡城址)|夫婦山|国見山|トギ|高手山|二反山|岩が森|行道山|水晶ヶ森|尉之山|勝山|松葉山（松葉城址）|御篠山|天が森|念仏山|大登山|堂堂山|紅葉山|梁瀬山|高雄山|権現山,summit-candidate:bdf43111ae9de6ae,183,mountains=31; candidates=1; conflicts=0
yamap_2025-03-30_09_12.gpx,一ヶ森,31,1,1,0,関ヶ森|皿ヶ森|番駄ヶ森|御岳山|城山|真城ヶ台|犬返|丸山|五郎丸|高丸|金見山|木峰|秋葉山|明神山|皿が森|烏殿|竜王山|岳山|一ヶ森|愛の森|京の森|大迫山|堂所山|池ノ城山|陣が森岳|船ヶ迫岳|高森山|鞍掛山|白木山|牛ヶ首|三石山,summit-candidate:5f3f2f47d84464c4,184,mountains=31; candidates=1; conflicts=0
yamap_2025-10-23_15_58.gpx,大峰,31,1,1,0,積善山|大峰ヶ台|世田山|笠松山|黒瀬山（黒瀬城址）|岡山（岡城址）|護摩ヶ森（護摩ヶ森城址）|我合山（我合城址）|権現山|大空山|熊ガ峰|夫婦山|観音山|国見山|トギ|高手山|青刈山|高萩山|行道山|尉之山|勝山|御篠山|念仏山|大登山|大峰|堂堂山|紅葉山|梁瀬山|高雄山|権現山|愛宕山,summit-candidate:1946316119cd7251,185,mountains=31; candidates=1; conflicts=0
yamap_2025-10-23_16_38.gpx,堂堂山,31,1,1,0,伽藍山|御岳山|倉谷山|鷲ヶ頭山|大峰ヶ台|大友山|鉢ヶ森（鉢ヶ森城址）|護摩ヶ森（護摩ヶ森城址）|見晴山|千羽ヶ岳|船野山|奥之城山|平岡山(平岡城址)|夫婦山|国見山|トギ|高手山|二反山|薬師山|岩が森|水晶ヶ森|尉之山|小山岳|勝山|松葉山（松葉城址）|御篠山|天が森|念仏山|大峰|堂堂山|高雄山,summit-candidate:f3bf8b21a01f29ef,186,mountains=31; candidates=1; conflicts=0
yamap_2022-08-27_06_05.gpx,北三方ヶ森,30,2,1,0,障子山|稔山|ヨソ山|大月山|御在所山|翠波峰|北三方ヶ森|戸祇御前山|左谷ノ森|菊ヶ森|餓鬼ヶ森|瀬戸黒森|日浦嶺|高縄山|壺神山|階上山|船山|町木山|寒台山|尻割山|権現山|長山|笹峠山|三郷の辻|面木山|黒森|牛ノ峯|小森|辻ヶ峰|常住,summit-candidate:3111fcf6a23addd2|summit-candidate:80368eea9aabeb96,187,mountains=30; candidates=2; conflicts=0
yamap_2025-01-30_08_48.gpx,西の山,30,1,0,0,吉山(吉山城址)|石槌山|道後山|安神山|古法皇山|高文殊山|三本榎|雄甲山|近見山|垣生山|由良山|尾崎山|淡路ヶ峠|ベツソ山|城山|八倉山|笹ヶ平山|弥八山|西の山|北山|垣生山|金子山|八堂山|カレイ山|大頭山|高取山|高仙山|幻城下城|姫政山|館山,summit-candidate:a14a745323a3d3af,188,mountains=30; candidates=1; conflicts=0
yamap_2025-02-09_09_27.gpx,大頭山,30,1,1,0,吉山(吉山城址)|石槌山|芝ヶ峠|安神山|小富士|古法皇山|三本榎|雄甲山|近見山|由良山|尾崎山|宝ヶ峯|淡路ヶ峠|ベツソ山|城山|スクモ塚|八倉山|笹ヶ平山|弥八山|西の山|北山|カレイ山|念仏山|大頭山|高取山|八幡山|高仙山|幻城下城|姫政山|泰ノ山,summit-candidate:afc2e407c1d6b464,189,mountains=30; candidates=1; conflicts=0
yamap_2025-02-11_13_28.gpx,高仙山,30,1,1,0,吉山(吉山城址)|腰折山|石槌山|道後山|潮見山|安神山|石灰山|高文殊山|三本榎|鏡山|雄甲山|近見山|由良山|尾崎山|ベツソ山|城山|八倉山|笹ヶ平山|弥八山|西の山|北山|カレイ山|大頭山|高取山|八幡山|要害山|高穴山|高仙山|幻城下城|館山,summit-candidate:3807e62715de33f9,190,mountains=30; candidates=1; conflicts=0
yamap_2022-03-12_09_19.gpx,道後山,29,1,1,0,尾ノ峰|腰折山|天神山|経ヶ森|菊ヶ森|道後山|潮見山|石灰山|高文殊山|鏡山|雄甲山|愛ノ山|扇山|近見山|由良山|金比羅山|古城山|菊ヶ森|城山|宅並山|西の山|北山|八堂山|カレイ山|八幡山|高仙山|幻城下城|館山|峠ヶ森,summit-candidate:7c680b0eed0187fa,191,mountains=29; candidates=1; conflicts=0
yamap_2022-04-22_11_13.gpx,甲が森,29,1,1,0,衣掛山|谷上山|権現山|高山|勝岡山|御岳山|甲が森|三滝山|雨包山|源氏ヶ駄場（薊野峰）|碁石ヶ森|鷲ヶ頭山|横山(横山城址)|狩江権現山|鉢ヶ森（鉢ヶ森城址）|総津権現山|竜門山|張木山|斎藤山|薬師山|唐谷山|龍王山|滝山|小山岳|幻城上城|竜王山|愛の森|槇ノ山|鼻欠山,summit-candidate:50d68ea03af3c4ff,192,mountains=29; candidates=1; conflicts=0
yamap_2022-09-21_13_09.gpx,高文殊山,29,1,1,0,腰折山|天神山|経ヶ森|石槌山|道後山|潮見山|石灰山|高文殊山|三本榎|鏡山|雄甲山|愛ノ山|扇山|近見山|由良山|金比羅山|古城山|城山|宅並山|八倉山|西の山|北山|カレイ山|高取山|八幡山|高仙山|幻城下城|館山|峠ヶ森,summit-candidate:3a1a951de82d4254,193,mountains=29; candidates=1; conflicts=0
yamap_2023-06-11_11_57.gpx,五葉が森,29,2,1,0,鍵山（象ヶ森）|寒川山|平石山|泉ガ森|出石山|河原樋山|木久ヶ森|黒滝山|五葉が森|観音森|三森|観音岳|音無山|打越山|岩屋山|一の森|浄心山|銅が鳴|高土の峰|コクゾ峰|大判山|高森山|鎧掛山|呉石山|大野山|棟山|星ヶ森|草屋敷|大熊山,summit-candidate:1d3eb619bd125bfd|summit-candidate:9488d92d9ea95406,194,mountains=29; candidates=2; conflicts=0
yamap_2025-03-10_10_25.gpx,館山,29,1,1,0,尾ノ峰|腰折山|天神山|経ヶ森|道後山|潮見山|松軒山|石灰山|高文殊山|鏡山|雄甲山|雌甲山|愛ノ山|扇山|近見山|金比羅山|古城山|城山|宅並山|西の山|北山|八堂山|カレイ山|八幡山|高仙山|幻城下城|姫政山|館山|峠ヶ森,summit-candidate:6b836f5beefdd52c,195,mountains=29; candidates=1; conflicts=0
yamap_2025-03-30_07_01.gpx,竜王山,29,1,1,0,衣掛山|谷上山|権現山|高山|勝岡山|御岳山|甲が森|鷲ヶ頭山|横山(横山城址)|狩江権現山|鉢ヶ森（鉢ヶ森城址）|総津権現山|竜門山|権現山|張木山|斎藤山|薬師山|唐谷山|龍王山|小山岳|幻城上城|竜王山|岳山|一ヶ森|愛の森|京の森|大迫山|槇ノ山|鼻欠山,summit-candidate:62d2811f5d1a9f29,196,mountains=29; candidates=1; conflicts=0
yamap_2022-10-14_13_42.gpx,泰の山,28,1,0,0,愛宕山|常光寺山|日王山|中坂山|潮見山|勝山|立石山|子持山|大峰ヶ台|高戸山|犬吠山|泰の山|鹿島山|高山|唐子山|医王山|永納山(永納山城址)|岩子山|垣生山|津田山|弁天山|遠見山|鳥越山|えんとつ山|垣生山|要害山|若いもん山|権現山,summit-candidate:c7de309bf838af87,197,mountains=28; candidates=1; conflicts=0
yamap_2022-12-12_10_30.gpx,扇山,28,1,1,0,尾ノ峰|腰折山|天神山|御幸寺山|西山|岩子山|経ヶ森|護摩ヶ森|大久保山|八里ヶ峠|潮見山|松軒山|石灰山|高文殊山|鏡山|雌甲山|愛ノ山|遠ヶ森|扇山|金比羅山|古城山|宅並山|本尊山|八堂山|八幡山|峠ヶ森|軽ノ山|扇山,summit-candidate:9acc21860aa8a208,198,mountains=28; candidates=1; conflicts=0
yamap_2023-03-20_15_17.gpx,千羽ヶ岳,28,1,1,0,伽藍山|倉谷山|鷲ヶ頭山|大友山|鉢ヶ森（鉢ヶ森城址）|護摩ヶ森（護摩ヶ森城址）|見晴山|千羽ヶ岳|船野山|奥之城山|平岡山(平岡城址)|夫婦山|国見山|トギ|高手山|二反山|薬師山|岩が森|水晶ヶ森|尉之山|小山岳|勝山|松葉山（松葉城址）|御篠山|天が森|念仏山|堂堂山|高雄山,summit-candidate:afd70dd670366e77,199,mountains=28; candidates=1; conflicts=0
yamap_2023-10-14_07_53.gpx,丸山,28,1,1,0,関ヶ森|皿ヶ森|番駄ヶ森|城山|三滝山|大丸山|真城ヶ台|丸山|五郎丸|高丸|金見山|木峰|秋葉山|明神山|皿が森|烏殿|岳山|一ヶ森|堂所山|池ノ城山|陣が森岳|船ヶ迫岳|高森山|鞍掛山|大畑山|白木山|丸山|三石山,summit-candidate:2670057d58a25475,200,mountains=28; candidates=1; conflicts=0
yamap_2025-02-28_10_24.gpx,幻城下城,28,1,1,0,吉山(吉山城址)|石槌山|道後山|潮見山|安神山|石灰山|高文殊山|三本榎|雄甲山|近見山|由良山|尾崎山|淡路ヶ峠|ベツソ山|城山|八倉山|笹ヶ平山|弥八山|西の山|北山|カレイ山|大頭山|高取山|高仙山|綱付山|幻城上城|幻城下城|館山,summit-candidate:2129bbc9c3950a91,201,mountains=28; candidates=1; conflicts=0
yamap_2026-01-04_11_16.gpx,峠ヶ森,28,1,1,0,尾ノ峰|腰折山|天神山|経ヶ森|道後山|潮見山|松軒山|石灰山|高文殊山|鏡山|雄甲山|雌甲山|愛ノ山|扇山|近見山|金比羅山|古城山|城山|宅並山|西の山|北山|八堂山|カレイ山|八幡山|幻城下城|館山|峠ヶ森|雨森山,summit-candidate:e7b64a377534c79e,202,mountains=28; candidates=1; conflicts=0
yamap_2022-09-26_12_07.gpx,三本榎,27,1,1,0,吉山(吉山城址)|石槌山|道後山|安神山|高文殊山|三本榎|鏡山|雄甲山|近見山|由良山|尾崎山|淡路ヶ峠|ベツソ山|城山|青刈山|二反山|八倉山|笹ヶ平山|弥八山|西の山|北山|カレイ山|大頭山|高取山|高仙山|幻城下城|館山,summit-candidate:8251283605282249,203,mountains=27; candidates=1; conflicts=0
yamap_2022-10-27_13_37.gpx,冨士山,27,1,1,0,世田山|笠松山|三山|冨士山|黒瀬山（黒瀬城址）|岡山（岡城址）|我合山（我合城址）|歯朶谷山|大黒山|大空山|鳥屋ヶ森|熊ガ峰|天ガ森|白山|観音山|御勧請山|青刈山|高萩山|無宗天山|高森山|大登山|大峰|遠見山|飯之山|権現山|愛宕山|笠松山東峰,summit-candidate:9d447faef6efe2ab,204,mountains=27; candidates=1; conflicts=0
yamap_2025-02-09_11_27.gpx,高取山,27,1,0,0,吉山(吉山城址)|腰折山|石槌山|道後山|潮見山|石灰山|高文殊山|三本榎|鏡山|雄甲山|近見山|由良山|尾崎山|城山|八倉山|笹ヶ平山|弥八山|西の山|北山|カレイ山|念仏山|大頭山|高取山|八幡山|高仙山|幻城下城|館山,summit-candidate:86e4db352b85ced4,205,mountains=27; candidates=1; conflicts=0
yamap_2025-03-30_08_20.gpx,岳山,27,1,0,0,皿ヶ森|番駄ヶ森|大磨山|御岳山|三滝山|丸山|白石山|五郎丸|金見山|木峰|秋葉山|明神山|皿が森|竜王山|岳山|一ヶ森|愛の森|京の森|大迫山|堂所山|陣が森岳|船ヶ迫岳|高森山|鞍掛山|大畑山|白木山|三石山,summit-candidate:b02ff952b74ca472,206,mountains=27; candidates=1; conflicts=0
yamap_2026-03-08_10_45.gpx,白木山,27,1,1,0,関ヶ森|皿ヶ森|番駄ヶ森|城山|三滝山|丸山|五郎丸|高丸|金見山|木峰|秋葉山|明神山|皿が森|烏殿|岳山|一ヶ森|堂所山|池ノ城山|陣が森岳|船ヶ迫岳|高森山|鞍掛山|大畑山|呉石山|峰畑山|白木山|三石山,summit-candidate:ab39145b6a448b8d,207,mountains=27; candidates=1; conflicts=0
yamap_2026-04-19_10_27.gpx,鼻欠山,27,1,1,0,衣掛山|谷上山|権現山|高山|勝岡山|御岳山|甲が森|鷲ヶ頭山|横山(横山城址)|狩江権現山|鉢ヶ森（鉢ヶ森城址）|総津権現山|竜門山|権現山|張木山|斎藤山|薬師山|唐谷山|龍王山|小山岳|幻城上城|竜王山|愛の森|槇ノ山|雨乞山|雨乞山|鼻欠山,summit-candidate:9e86644a708cb211,208,mountains=27; candidates=1; conflicts=0
yamap_2022-09-15_11_02.gpx,伊勢山,26,1,1,0,花木山|天神山|室岡山|忽那山|龍石山|湯築山|三山|伊勢山|久司山|石灰山|古法皇山|黒崎山|西港山|大丸山|港山|すくも山|佐々久山|土亀山|天山|星岡山|谷田山|金毘羅山|佐古田山|御串山|城山|花見山,summit-candidate:bd145a45a7d01b99,209,mountains=26; candidates=1; conflicts=0
yamap_2022-11-07_12_37.gpx,鹿島山,26,1,1,0,愛宕山|常光寺山|日王山|中坂山|潮見山|子持山|湯築山|高戸山|犬吠山|泰の山|大丸山|鹿島山|唐子山|医王山|星岡山|岩子山|垣生山|津田山|鳥越山|谷田山|佐古田山|えんとつ山|垣生山|要害山|若いもん山|権現山,summit-candidate:e4fbd033b13d73ce,210,mountains=26; candidates=1; conflicts=0
yamap_2023-04-18_06_58.gpx,船野山,26,1,1,0,衣掛山|谷上山|権現山|高山|勝岡山|御岳山|甲が森|鷲ヶ頭山|横山(横山城址)|狩江権現山|鉢ヶ森（鉢ヶ森城址）|船野山|木久ヶ森|黒滝山|総津権現山|竜門山|張木山|斎藤山|薬師山|龍王山|小山岳|幻城上城|竜王山|愛の森|槇ノ山|鼻欠山,summit-candidate:7880c9d0de83468b,211,mountains=26; candidates=1; conflicts=0
yamap_2024-06-16_07_27.gpx,薬師山,26,1,0,0,谷上山|伽藍山|勝岡山|御岳山|倉谷山|甲が森|鷲ヶ頭山|横山(横山城址)|大友山|鉢ヶ森（鉢ヶ森城址）|千羽ヶ岳|船野山|奥之城山|総津権現山|平岡山(平岡城址)|竜門山|斎藤山|薬師山|龍王山|岩が森|水晶ヶ森|小山岳|松葉山（松葉城址）|堂堂山|槇ノ山|鼻欠山,summit-candidate:167756a8b787a168,212,mountains=26; candidates=1; conflicts=0
yamap_2024-07-08_11_33.gpx,宅並山,26,1,1,0,尾ノ峰|腰折山|天神山|御幸寺山|西山|岩子山|経ヶ森|護摩ヶ森|大久保山|八里ヶ峠|潮見山|松軒山|石灰山|高文殊山|鏡山|雌甲山|愛ノ山|扇山|金比羅山|古城山|宅並山|本尊山|八堂山|八幡山|峠ヶ森|軽ノ山,summit-candidate:f1ee81f4d467a28e,213,mountains=26; candidates=1; conflicts=0
yamap_2026-01-11_10_38.gpx,陣が森岳,26,1,1,0,関ヶ森|皿ヶ森|番駄ヶ森|大磨山|城山|三滝山|丸山|白石山|五郎丸|金見山|木峰|秋葉山|明神山|陣が森|皿が森|岳山|一ヶ森|堂所山|陣が森岳|黒岩岳|船ヶ迫岳|高森山|鞍掛山|大畑山|白木山|三石山,summit-candidate:1fd59e0e67624706,214,mountains=26; candidates=1; conflicts=0
yamap_2022-04-22_12_22.gpx,三滝山,25,1,1,0,皿ヶ森|ケタ山|大磨山|杉立山|甲が森|三滝山|雨包山|源氏ヶ駄場（薊野峰）|碁石ヶ森|丸山|白石山|秋葉山|明神山|滝山|足山|新谷神南山|御在所山|陣が森岳|船ヶ迫岳|高森山|牛の峰|鞍掛山|大畑山|登議城山|白木山,summit-candidate:da65a16f23740e83,215,mountains=25; candidates=1; conflicts=0
yamap_2024-02-10_13_09.gpx,権現山,25,1,1,0,観音山|権現山|白滝山|塩ヶ森|岩柄山|ヌタノサコ|狩江権現山|古権現山|権現山|権現山|権現山|総津権現山|鳥屋ヶ森|熊ガ峰|権現山|子持権現山|唐谷山|大谷山|綱付山|幻城上城|天道ヶ頭|権現山|権現山|権現山|雨乞山,summit-candidate:84f974876f397da1,216,mountains=25; candidates=1; conflicts=0
yamap_2026-02-22_06_23.gpx,大森山,25,1,1,0,高森山|経座ヶ森|水梨山|泉ガ森|遠ヶ森|大森山|木久ヶ森|羽子山|滝山|銅が鳴|高森山|五十崎神南山|笠成山|大森山|高森山|大森山|高森山|町木山|寒台山|鎧掛山|四本松|峰畑山|大森山|秋葉山|黒山,summit-candidate:b3cf76c035511afe,217,mountains=25; candidates=1; conflicts=0
yamap_2026-03-04_06_40.gpx,登議城山,25,1,1,0,皿ヶ森|ケタ山|大磨山|愛宕山|杉立山|城山|三滝山|丸山|白石山|城山|城山|秋葉山|明神山|足山|新谷神南山|御在所山|陣が森岳|船ヶ迫岳|高森山|牛の峰|鞍掛山|大畑山|登議城山|愛宕山|白木山,summit-candidate:9fe27d7d4a51aa70,218,mountains=25; candidates=1; conflicts=0
yamap_2023-01-28_13_44.gpx,佐古田山,24,1,0,0,花木山|天神山|室岡山|忽那山|龍石山|湯築山|伊勢山|黒崎山|西港山|大丸山|港山|すくも山|佐々久山|土亀山|天山|星岡山|鳥越山|谷田山|金毘羅山|佐古田山|古城山|尾崎山|御串山|城山,summit-candidate:cf6802c2dafdbf46,219,mountains=24; candidates=1; conflicts=0
yamap_2024-07-06_10_01.gpx,子持権現山・男山・瓶ヶ森,24,2,1,0,権現山|堂ヶ森|鞍瀬ノ頭|面河の頭|西ノ冠岳|前赤石山|権現山|黒岳|エビラ山|二ッ岳|権現山|権現山|物住頭|権現山|黒森山|沓掛山|子持権現山|男山|瓶ヶ森|鶴ノ子ノ頭|東ノ冠岳|権現山|権現山|権現山,summit-candidate:df6b60d513f5518e|summit-candidate:f2538b7f88e2dd06,220,mountains=24; candidates=2; conflicts=0
