mountain_no,mountain_name,suggested_summit_candidate_id,suggested_candidate_score,suggested_candidate_confidence,suggested_location_stability_bucket,suggested_municipality_relation,suggested_candidate_municipality,source_mountain_municipality,accepted_summit_candidate_id,decision_status,decision_reason,reviewer_notes,needs_followup,map_checked,packet_path,top3_candidate_ids,conflict_group_ids,created_from_stage
278,国見山,summit-candidate:2ab43729f5e80cbe,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,松山市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0025_yamap_2024-03-10_07_12.md,summit-candidate:2ab43729f5e80cbe|summit-candidate:3e9348428f22a320|summit-candidate:cf29543e6beaa1ec,gpx_group_0025|summit_candidate_0139|summit_candidate_0264|summit_candidate_0238|mountain_278,location_stability_review_packets
279,城山,summit-candidate:1432f597b5dca157,0.85,medium,missing_location_evidence,missing_mountain_municipality,松山市,松山市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0020_yamap_2023-01-28_14_27.md,summit-candidate:1432f597b5dca157|summit-candidate:d19542a61a416537|summit-candidate:0022a746b396d4c7,gpx_group_0020|summit_candidate_0018|summit_candidate_0472|summit_candidate_0375|mountain_279,location_stability_review_packets
280,御勧請山,summit-candidate:13b7a4bb8154974a,0.85,medium,adjacent_but_deep_inside,adjacent_municipality,松山市,今治市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0025_yamap_2024-03-10_07_12.md,summit-candidate:13b7a4bb8154974a|summit-candidate:3a491eecbf684185|summit-candidate:2ab43729f5e80cbe,gpx_group_0025|summit_candidate_0063|summit_candidate_0431|summit_candidate_0139|mountain_280,location_stability_review_packets
281,トギ,summit-candidate:e75e04c2fbe61c2f,0.85,medium,adjacent_but_deep_inside,adjacent_municipality,大洲市,八幡浜市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0026_yamap_2024-03-16_09_21.md,summit-candidate:e75e04c2fbe61c2f|summit-candidate:3c28b6ebd5a97155|summit-candidate:b49681fa67b2b53e,gpx_group_0026|summit_candidate_0075|summit_candidate_0049|summit_candidate_0397|mountain_281,location_stability_review_packets
282,張木山,summit-candidate:3c28b6ebd5a97155,0.85,medium,location_strong_match,same_municipality,大洲市,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0071_yamap_2024-03-16_13_58.md,summit-candidate:3c28b6ebd5a97155|summit-candidate:b49681fa67b2b53e|summit-candidate:e75e04c2fbe61c2f,gpx_group_0071|summit_candidate_0049|summit_candidate_0397|summit_candidate_0075|mountain_282,location_stability_review_packets
283,高手山,summit-candidate:e75e04c2fbe61c2f,0.79,medium,adjacent_but_deep_inside,adjacent_municipality,大洲市,八幡浜市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0026_yamap_2024-03-16_09_21.md,summit-candidate:e75e04c2fbe61c2f|summit-candidate:3c28b6ebd5a97155|summit-candidate:b49681fa67b2b53e,gpx_group_0026|summit_candidate_0075|summit_candidate_0049|summit_candidate_0397|mountain_283,location_stability_review_packets
284,斎藤山,summit-candidate:3c28b6ebd5a97155,0.79,medium,location_strong_match,same_municipality,大洲市,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0071_yamap_2024-03-16_13_58.md,summit-candidate:3c28b6ebd5a97155|summit-candidate:b49681fa67b2b53e|summit-candidate:e75e04c2fbe61c2f,gpx_group_0071|summit_candidate_0049|summit_candidate_0397|summit_candidate_0075|mountain_284,location_stability_review_packets
285,御祝山,summit-candidate:9186201ca03b041d,0.67,medium,location_uncertain_keep,non_adjacent_municipality,松野町,西予市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0069_yamap_2024-03-30_07_11.md,summit-candidate:9186201ca03b041d|summit-candidate:12c27f259b66de80|summit-candidate:19ab381ef6c337af,gpx_group_0069|summit_candidate_0005|summit_candidate_0129|summit_candidate_0117|mountain_285,location_stability_review_packets
286,横ノ森,summit-candidate:12c27f259b66de80,0.73,medium,boundary_plausible,adjacent_municipality,宇和島市,西予市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0069_yamap_2024-03-30_07_11.md,summit-candidate:12c27f259b66de80|summit-candidate:9186201ca03b041d|summit-candidate:babbcdf7bbd23463,gpx_group_0069|summit_candidate_0129|summit_candidate_0005|summit_candidate_0299|mountain_286,location_stability_review_packets
287,小屋ヶ森,summit-candidate:9186201ca03b041d,0.79,medium,location_uncertain_keep,non_adjacent_municipality,松野町,西予市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0069_yamap_2024-03-30_07_11.md,summit-candidate:9186201ca03b041d|summit-candidate:12c27f259b66de80|summit-candidate:27c1036d4aa2230e,gpx_group_0069|summit_candidate_0005|summit_candidate_0129|summit_candidate_0123|mountain_287,location_stability_review_packets
288,串ヶ森,summit-candidate:9186201ca03b041d,0.85,medium,location_uncertain_keep,non_adjacent_municipality,松野町,西予市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0069_yamap_2024-03-30_07_11.md,summit-candidate:9186201ca03b041d|summit-candidate:12c27f259b66de80|summit-candidate:27c1036d4aa2230e,gpx_group_0069|summit_candidate_0005|summit_candidate_0129|summit_candidate_0123|mountain_288,location_stability_review_packets
289,目黒鳥屋,summit-candidate:9186201ca03b041d,0.85,medium,location_uncertain_keep,non_adjacent_municipality,松野町,西予市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0069_yamap_2024-03-30_07_11.md,summit-candidate:9186201ca03b041d|summit-candidate:12c27f259b66de80|summit-candidate:5b124255339c0714,gpx_group_0069|summit_candidate_0005|summit_candidate_0129|summit_candidate_0205|mountain_289,location_stability_review_packets
290,長尾森,summit-candidate:9186201ca03b041d,0.79,medium,location_uncertain_keep,non_adjacent_municipality,松野町,西予市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0069_yamap_2024-03-30_07_11.md,summit-candidate:9186201ca03b041d|summit-candidate:12c27f259b66de80|summit-candidate:27c1036d4aa2230e,gpx_group_0069|summit_candidate_0005|summit_candidate_0129|summit_candidate_0123|mountain_290,location_stability_review_packets
291,二箆山,summit-candidate:0a89128346167f6e,0.79,medium,adjacent_but_deep_inside,adjacent_municipality,久万高原町,西予市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0126_yamap_2024-04-07_06_45.md,summit-candidate:0a89128346167f6e|summit-candidate:67df63dc99cf8614|summit-candidate:09c1602c02ce7f78,gpx_group_0126|summit_candidate_0253|summit_candidate_0433|summit_candidate_0381|mountain_291,location_stability_review_packets
292,西雑誌山,summit-candidate:aa8ff99fc3bd426d,0.85,medium,boundary_plausible,adjacent_municipality,久万高原町,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0126_yamap_2024-04-07_06_45.md,summit-candidate:aa8ff99fc3bd426d|summit-candidate:09c1602c02ce7f78|summit-candidate:e4172c5503fdcc89,gpx_group_0126|summit_candidate_0293|summit_candidate_0381|summit_candidate_0427|mountain_292,location_stability_review_packets
293,気多山,summit-candidate:e010f98d2b23f547,0.85,medium,adjacent_but_deep_inside,adjacent_municipality,久万高原町,西予市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0098_yamap_2024-04-20_05_43.md,summit-candidate:e010f98d2b23f547|summit-candidate:3f404ba3e31c8b54|summit-candidate:76cc7bb75549e7a1,gpx_group_0098|summit_candidate_0361|summit_candidate_0384|summit_candidate_0088|mountain_293,location_stability_review_packets
294,八辻ノ峰,summit-candidate:76cc7bb75549e7a1,0.79,medium,adjacent_but_deep_inside,adjacent_municipality,久万高原町,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0098_yamap_2024-04-20_05_43.md,summit-candidate:76cc7bb75549e7a1|summit-candidate:3f404ba3e31c8b54|summit-candidate:83056c3652757f25,gpx_group_0098|summit_candidate_0088|summit_candidate_0384|summit_candidate_0412|mountain_294,location_stability_review_packets
295,五代ヶ森,summit-candidate:76cc7bb75549e7a1,0.85,medium,adjacent_but_deep_inside,adjacent_municipality,久万高原町,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0098_yamap_2024-04-20_05_43.md,summit-candidate:76cc7bb75549e7a1|summit-candidate:3f404ba3e31c8b54|summit-candidate:83056c3652757f25,gpx_group_0098|summit_candidate_0088|summit_candidate_0384|summit_candidate_0412|mountain_295,location_stability_review_packets
296,桂ヶ森,summit-candidate:c210f415fc55501f,0.85,medium,adjacent_but_deep_inside,adjacent_municipality,久万高原町,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0230_yamap_2024-04-27_08_04.md,summit-candidate:c210f415fc55501f|summit-candidate:c4504025c94f843c|summit-candidate:05f8527418663d3a,gpx_group_0230|summit_candidate_0355|summit_candidate_0233|summit_candidate_0402|mountain_296,location_stability_review_packets
297,狼ヶ城山,summit-candidate:95a8fa74fd4af7b0,0.75,medium,location_uncertain_keep,candidate_boundary_ambiguous,,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0221_yamap_2024-04-28_07_11.md,summit-candidate:95a8fa74fd4af7b0|summit-candidate:498b9618ca98fa34|summit-candidate:606168b97944fce5,gpx_group_0221|summit_candidate_0217|summit_candidate_0140|summit_candidate_0069|mountain_297,location_stability_review_packets
298,日浦嶺,summit-candidate:606168b97944fce5,0.68,medium,location_uncertain_keep,candidate_boundary_ambiguous,,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0073_yamap_2024-04-28_10_37.md,summit-candidate:606168b97944fce5|summit-candidate:95a8fa74fd4af7b0|summit-candidate:498b9618ca98fa34,gpx_group_0073|summit_candidate_0069|summit_candidate_0217|summit_candidate_0140|mountain_298,location_stability_review_packets
299,打越山,summit-candidate:498b9618ca98fa34,0.68,medium,location_uncertain_keep,candidate_boundary_ambiguous,,砥部町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0073_yamap_2024-04-28_10_37.md,summit-candidate:498b9618ca98fa34|summit-candidate:95a8fa74fd4af7b0|summit-candidate:606168b97944fce5,gpx_group_0073|summit_candidate_0140|summit_candidate_0217|summit_candidate_0069|mountain_299,location_stability_review_packets
300,面河山,summit-candidate:22e40e9eb117a033,0.85,medium,adjacent_but_deep_inside,adjacent_municipality,久万高原町,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0267_yamap_2024-05-03_08_45.md,summit-candidate:22e40e9eb117a033|summit-candidate:1ebd63d8e2790409|summit-candidate:aa6060fe8a831f45,gpx_group_0267|summit_candidate_0259|summit_candidate_0019|summit_candidate_0227|mountain_300,location_stability_review_packets
301,丸笹山,summit-candidate:aa6060fe8a831f45,0.85,medium,boundary_plausible,adjacent_municipality,久万高原町,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0266_yamap_2024-05-11_13_46.md,summit-candidate:aa6060fe8a831f45|summit-candidate:5ec5a611be375a53|summit-candidate:8917a066a1c03aeb,gpx_group_0266|summit_candidate_0227|summit_candidate_0207|summit_candidate_0393|mountain_301,location_stability_review_packets
302,丸滝山,summit-candidate:5ec5a611be375a53,0.79,medium,boundary_plausible,adjacent_municipality,久万高原町,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0216_yamap_2024-05-11_07_45.md,summit-candidate:5ec5a611be375a53|summit-candidate:aa6060fe8a831f45|summit-candidate:8917a066a1c03aeb,gpx_group_0216|summit_candidate_0207|summit_candidate_0227|summit_candidate_0393|mountain_302,location_stability_review_packets
303,名石山,summit-candidate:ea919bf883e31a7b,0.75,medium,location_uncertain_keep,candidate_boundary_ambiguous,,宇和島市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0173_yamap_2024-05-15_11_16.md,summit-candidate:ea919bf883e31a7b|summit-candidate:40260be41579ab8f|summit-candidate:fe8f624bdaa57afd,gpx_group_0173|summit_candidate_0365|summit_candidate_0050|summit_candidate_0251|mountain_303,location_stability_review_packets
304,青刈山,summit-candidate:588c967023117267,0.5,low,location_uncertain_keep,non_adjacent_municipality,今治市,宇和島市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0046_yamap_2022-09-26_14_04.md,summit-candidate:588c967023117267|summit-candidate:8251283605282249|summit-candidate:94e96018c0a5450d,gpx_group_0046|summit_candidate_0054|summit_candidate_0171|summit_candidate_0285|mountain_304,location_stability_review_packets
305,椿山,summit-candidate:1b665bc67a34756a,0.85,medium,location_uncertain_keep,non_adjacent_municipality,久万高原町,新居浜市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0225_yamap_2024-06-01_07_14.md,summit-candidate:1b665bc67a34756a|summit-candidate:26848eb9192f4a1a|summit-candidate:6ff5d266707ae664,gpx_group_0225|summit_candidate_0326|summit_candidate_0457|summit_candidate_0409|mountain_305,location_stability_review_packets
306,黒森山,summit-candidate:40e090ce41a89b55,0.69,medium,location_uncertain_keep,candidate_boundary_ambiguous,,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0096_yamap_2024-06-08_08_42.md,summit-candidate:40e090ce41a89b55|summit-candidate:dd7a40896ae9f6d4|summit-candidate:924ccfedeb6c2d2c,gpx_group_0096|summit_candidate_0051|summit_candidate_0426|summit_candidate_0283|mountain_306,location_stability_review_packets
307,沓掛山,summit-candidate:40e090ce41a89b55,0.75,medium,location_uncertain_keep,candidate_boundary_ambiguous,,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0096_yamap_2024-06-08_08_42.md,summit-candidate:40e090ce41a89b55|summit-candidate:dd7a40896ae9f6d4|summit-candidate:7a5ca8d918f43720,gpx_group_0096|summit_candidate_0051|summit_candidate_0426|summit_candidate_0391|mountain_307,location_stability_review_packets
308,二反山,summit-candidate:94e96018c0a5450d,0.56,medium,municipality_incompatible_strong,non_adjacent_municipality,今治市,八幡浜市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0169_yamap_2024-05-19_08_47.md,summit-candidate:94e96018c0a5450d|summit-candidate:bdf43111ae9de6ae|summit-candidate:588c967023117267,gpx_group_0169|summit_candidate_0285|summit_candidate_0468|summit_candidate_0054|mountain_308,location_stability_review_packets
309,平家平,summit-candidate:006436491de34784,0.73,medium,boundary_plausible,adjacent_municipality,新居浜市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0031_yamap_2022-11-26_04_41.md,summit-candidate:006436491de34784|summit-candidate:c256cfef3720557f|summit-candidate:dc647fe1827a43e3,gpx_group_0031|summit_candidate_0013|summit_candidate_0469|summit_candidate_0473|mountain_309,location_stability_review_packets
310,薬師山,summit-candidate:167756a8b787a168,0.56,medium,municipality_incompatible_strong,non_adjacent_municipality,今治市,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0204_yamap_2024-06-16_07_27.md,summit-candidate:167756a8b787a168|summit-candidate:02d59cd1260af017|summit-candidate:468c5bbccd8aba53,gpx_group_0204|summit_candidate_0324|summit_candidate_0034|summit_candidate_0118|mountain_310,location_stability_review_packets
311,子持権現山,summit-candidate:df6b60d513f5518e,0.69,medium,location_uncertain_keep,candidate_boundary_ambiguous,,松山市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0212_yamap_2024-07-06_10_01.md,summit-candidate:df6b60d513f5518e|summit-candidate:f2538b7f88e2dd06|summit-candidate:047b9599ec28c6ad,gpx_group_0212|summit_candidate_0360|summit_candidate_0454|summit_candidate_0120|mountain_311,location_stability_review_packets
312,男山,summit-candidate:53a6401abf71c488,0.67,medium,location_strong_match,same_municipality,西条市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0105_yamap_2026-05-02_09_29.md,summit-candidate:53a6401abf71c488|summit-candidate:7a5ca8d918f43720|summit-candidate:c9e357d000632346,gpx_group_0105|summit_candidate_0028|summit_candidate_0391|summit_candidate_0448|mountain_312,location_stability_review_packets
313,瓶ヶ森,summit-candidate:53a6401abf71c488,0.85,medium,location_strong_match,same_municipality,西条市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0105_yamap_2026-05-02_09_29.md,summit-candidate:53a6401abf71c488|summit-candidate:f2538b7f88e2dd06|summit-candidate:db28fcca36deb720,gpx_group_0105|summit_candidate_0028|summit_candidate_0454|summit_candidate_0312|mountain_313,location_stability_review_packets
314,宅並山,summit-candidate:f1ee81f4d467a28e,0.85,medium,location_strong_match,same_municipality,松山市,松山市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0205_yamap_2024-07-08_11_33.md,summit-candidate:f1ee81f4d467a28e|summit-candidate:23c112538ef91e0d|summit-candidate:36e3ac8003e8b5d0,gpx_group_0205|summit_candidate_0320|summit_candidate_0029|summit_candidate_0124|mountain_314,location_stability_review_packets
315,岩屋山,summit-candidate:c9156b7eea77a1b0,0.79,medium,municipality_incompatible_strong,non_adjacent_municipality,久万高原町,四国中央市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0263_yamap_2024-07-28_15_53.md,summit-candidate:c9156b7eea77a1b0|summit-candidate:57e8c6cb102c9500|summit-candidate:1d3eb619bd125bfd,gpx_group_0263|summit_candidate_0357|summit_candidate_0389|summit_candidate_0382|mountain_315,location_stability_review_packets
316,高縄山,summit-candidate:6ba0d3c6b0fb6b96,0.79,medium,municipality_incompatible_strong,non_adjacent_municipality,松山市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0118_yamap_2022-04-09_14_44.md,summit-candidate:6ba0d3c6b0fb6b96|summit-candidate:9a68e7a3a97831ff|summit-candidate:96e5be71880efe52,gpx_group_0118|summit_candidate_0209|summit_candidate_0287|summit_candidate_0463|mountain_316,location_stability_review_packets
317,伊予富士,summit-candidate:6f70c7d3c27fe164,0.78,medium,location_strong_match,same_municipality,西条市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0217_yamap_2024-09-14_07_46.md,summit-candidate:6f70c7d3c27fe164|summit-candidate:756a1162bc669c0b|summit-candidate:9aa0e8d9e593d79d,gpx_group_0217|summit_candidate_0340|summit_candidate_0460|summit_candidate_0464|mountain_317,location_stability_review_packets
318,中津山(明神山),summit-candidate:fec0bb942061619b,0.85,medium,boundary_plausible,adjacent_municipality,久万高原町,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0170_yamap_2024-09-23_07_35.md,summit-candidate:fec0bb942061619b|summit-candidate:eb3b108c5d508377|summit-candidate:1ebd63d8e2790409,gpx_group_0170|summit_candidate_0252|summit_candidate_0318|summit_candidate_0019|mountain_318,location_stability_review_packets
319,猿越山,summit-candidate:eb3b108c5d508377,0.69,medium,location_uncertain_keep,candidate_outside_prefecture,,四国中央市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0170_yamap_2024-09-23_07_35.md,summit-candidate:eb3b108c5d508377|summit-candidate:a0c5556d9432a199|summit-candidate:fec0bb942061619b,gpx_group_0170|summit_candidate_0318|summit_candidate_0466|summit_candidate_0252|mountain_319,location_stability_review_packets
320,銅山峰,summit-candidate:006436491de34784,0.67,medium,boundary_plausible,adjacent_municipality,新居浜市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0031_yamap_2022-11-26_04_41.md,summit-candidate:006436491de34784|summit-candidate:057580d1c60049b6|summit-candidate:0dea5d073885dc9d,gpx_group_0031|summit_candidate_0013|summit_candidate_0014|summit_candidate_0159|mountain_320,location_stability_review_packets
321,西山,summit-candidate:057580d1c60049b6,0.85,medium,adjacent_but_deep_inside,adjacent_municipality,新居浜市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0082_yamap_2024-10-05_06_40.md,summit-candidate:057580d1c60049b6|summit-candidate:a557f14fb032a808|summit-candidate:53d0e375c60814f6,gpx_group_0082|summit_candidate_0014|summit_candidate_0440|summit_candidate_0068|mountain_321,location_stability_review_packets
322,三の森,summit-candidate:057580d1c60049b6,0.67,medium,adjacent_but_deep_inside,adjacent_municipality,新居浜市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0082_yamap_2024-10-05_06_40.md,summit-candidate:057580d1c60049b6|summit-candidate:0dea5d073885dc9d|summit-candidate:78274ad93e160452,gpx_group_0082|summit_candidate_0014|summit_candidate_0159|summit_candidate_0057|mountain_322,location_stability_review_packets
323,二の森,summit-candidate:057580d1c60049b6,0.67,medium,adjacent_but_deep_inside,adjacent_municipality,新居浜市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0082_yamap_2024-10-05_06_40.md,summit-candidate:057580d1c60049b6|summit-candidate:0dea5d073885dc9d|summit-candidate:446b5fe1e7a8b2fd,gpx_group_0082|summit_candidate_0014|summit_candidate_0159|summit_candidate_0125|mountain_323,location_stability_review_packets
324,一の森,summit-candidate:0dea5d073885dc9d,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,新居浜市,東温市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0082_yamap_2024-10-05_06_40.md,summit-candidate:0dea5d073885dc9d|summit-candidate:057580d1c60049b6|summit-candidate:615a70cf4401199b,gpx_group_0082|summit_candidate_0159|summit_candidate_0014|summit_candidate_0144|mountain_324,location_stability_review_packets
325,三ッ足山,summit-candidate:8078eb6cc96c519a,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,四国中央市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0016_yamap_2024-10-14_04_48.md,summit-candidate:8078eb6cc96c519a|summit-candidate:0886436b79473a6c|summit-candidate:a53ed6259e132097,gpx_group_0016|summit_candidate_0071|summit_candidate_0044|summit_candidate_0223|mountain_325,location_stability_review_packets
326,カガマシ山,summit-candidate:0886436b79473a6c,0.85,medium,location_strong_match,same_municipality,四国中央市,四国中央市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0016_yamap_2024-10-14_04_48.md,summit-candidate:0886436b79473a6c|summit-candidate:8078eb6cc96c519a|summit-candidate:a53ed6259e132097,gpx_group_0016|summit_candidate_0044|summit_candidate_0071|summit_candidate_0223|mountain_326,location_stability_review_packets
327,橡尾山,summit-candidate:a1b1b7885eeab893,0.68,medium,location_uncertain_keep,candidate_outside_prefecture,,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0016_yamap_2024-10-14_04_48.md,summit-candidate:a1b1b7885eeab893|summit-candidate:0886436b79473a6c|summit-candidate:8078eb6cc96c519a,gpx_group_0016|summit_candidate_0348|summit_candidate_0044|summit_candidate_0071|mountain_327,location_stability_review_packets
328,笹ヶ峰,summit-candidate:a53ed6259e132097,0.85,medium,location_uncertain_keep,non_adjacent_municipality,四国中央市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0016_yamap_2024-10-14_04_48.md,summit-candidate:a53ed6259e132097|summit-candidate:851dc9683d2d7442|summit-candidate:0886436b79473a6c,gpx_group_0016|summit_candidate_0223|summit_candidate_0437|summit_candidate_0044|mountain_328,location_stability_review_packets
329,ハネズル山,summit-candidate:e2c08955f9275289,0.85,medium,location_uncertain_keep,non_adjacent_municipality,四国中央市,久万高原町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0097_yamap_2024-10-20_06_42.md,summit-candidate:e2c08955f9275289|summit-candidate:f54f44da226a4a15|summit-candidate:242762a3c600ff91,gpx_group_0097|summit_candidate_0098|summit_candidate_0321|summit_candidate_0162|mountain_329,location_stability_review_packets
330,天堤山,summit-candidate:f54f44da226a4a15,0.79,medium,municipality_incompatible_strong,non_adjacent_municipality,四国中央市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0238_yamap_2024-10-20_11_05.md,summit-candidate:f54f44da226a4a15|summit-candidate:e2c08955f9275289|summit-candidate:78274ad93e160452,gpx_group_0238|summit_candidate_0321|summit_candidate_0098|summit_candidate_0057|mountain_330,location_stability_review_packets
331,五郎丸,summit-candidate:edac81b361bdc70c,0.78,medium,location_uncertain_keep,non_adjacent_municipality,四国中央市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0003_yamap_2024-12-01_06_40.md,summit-candidate:edac81b361bdc70c|summit-candidate:9cc74b44e1289236|summit-candidate:c8607e1f03bb5db1,gpx_group_0003|summit_candidate_0001|summit_candidate_0368|summit_candidate_0369|mountain_331,location_stability_review_packets
332,高丸,summit-candidate:edac81b361bdc70c,0.78,medium,location_uncertain_keep,non_adjacent_municipality,四国中央市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0003_yamap_2024-12-01_06_40.md,summit-candidate:edac81b361bdc70c|summit-candidate:9cc74b44e1289236|summit-candidate:c8607e1f03bb5db1,gpx_group_0003|summit_candidate_0001|summit_candidate_0368|summit_candidate_0369|mountain_332,location_stability_review_packets
333,金見山,summit-candidate:edac81b361bdc70c,0.78,medium,location_uncertain_keep,non_adjacent_municipality,四国中央市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0003_yamap_2024-12-01_06_40.md,summit-candidate:edac81b361bdc70c|summit-candidate:9cc74b44e1289236|summit-candidate:c8607e1f03bb5db1,gpx_group_0003|summit_candidate_0001|summit_candidate_0368|summit_candidate_0369|mountain_333,location_stability_review_packets
334,木峰,summit-candidate:edac81b361bdc70c,0.78,medium,location_uncertain_keep,non_adjacent_municipality,四国中央市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0003_yamap_2024-12-01_06_40.md,summit-candidate:edac81b361bdc70c|summit-candidate:9cc74b44e1289236|summit-candidate:c8607e1f03bb5db1,gpx_group_0003|summit_candidate_0001|summit_candidate_0368|summit_candidate_0369|mountain_334,location_stability_review_packets
335,天狗森,summit-candidate:edac81b361bdc70c,0.6,low,location_uncertain_keep,non_adjacent_municipality,四国中央市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0003_yamap_2024-12-01_06_40.md,summit-candidate:edac81b361bdc70c|summit-candidate:9cc74b44e1289236|summit-candidate:c8607e1f03bb5db1,gpx_group_0003|summit_candidate_0001|summit_candidate_0368|summit_candidate_0369|mountain_335,location_stability_review_packets
336,唐谷山,summit-candidate:32c1cf967ab82dbe,0.62,medium,location_uncertain_keep,candidate_boundary_ambiguous,,八幡浜市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0003_yamap_2024-12-01_06_40.md,summit-candidate:32c1cf967ab82dbe|summit-candidate:edac81b361bdc70c|summit-candidate:9cc74b44e1289236,gpx_group_0003|summit_candidate_0067|summit_candidate_0001|summit_candidate_0368|mountain_336,location_stability_review_packets
337,龍王山,summit-candidate:edac81b361bdc70c,0.6,low,location_uncertain_keep,non_adjacent_municipality,四国中央市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0003_yamap_2024-12-01_06_40.md,summit-candidate:edac81b361bdc70c|summit-candidate:9cc74b44e1289236|summit-candidate:c8607e1f03bb5db1,gpx_group_0003|summit_candidate_0001|summit_candidate_0368|summit_candidate_0369|mountain_337,location_stability_review_packets
