mountain_no,mountain_name,suggested_summit_candidate_id,suggested_candidate_score,suggested_candidate_confidence,suggested_location_stability_bucket,suggested_municipality_relation,suggested_candidate_municipality,source_mountain_municipality,accepted_summit_candidate_id,decision_status,decision_reason,reviewer_notes,needs_followup,map_checked,packet_path,top3_candidate_ids,conflict_group_ids,created_from_stage
338,大谷山,summit-candidate:32c1cf967ab82dbe,0.68,medium,location_uncertain_keep,candidate_boundary_ambiguous,,八幡浜市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0003_yamap_2024-12-01_06_40.md,summit-candidate:32c1cf967ab82dbe|summit-candidate:edac81b361bdc70c|summit-candidate:9cc74b44e1289236,gpx_group_0003|summit_candidate_0067|summit_candidate_0001|summit_candidate_0368|mountain_338,location_stability_review_packets
339,城山,summit-candidate:edac81b361bdc70c,0.6,low,location_uncertain_keep,non_adjacent_municipality,四国中央市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0003_yamap_2024-12-01_06_40.md,summit-candidate:edac81b361bdc70c|summit-candidate:9cc74b44e1289236|summit-candidate:c8607e1f03bb5db1,gpx_group_0003|summit_candidate_0001|summit_candidate_0368|summit_candidate_0369|mountain_339,location_stability_review_packets
340,本尊山,summit-candidate:0bd3d051cdb972fd,0.67,medium,adjacent_but_deep_inside,adjacent_municipality,伊予市,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0052_yamap_2024-12-08_06_59.md,summit-candidate:0bd3d051cdb972fd|summit-candidate:23316af255d30882|summit-candidate:f12898f5821b63b8,gpx_group_0052|summit_candidate_0008|summit_candidate_0371|summit_candidate_0128|mountain_340,location_stability_review_packets
341,秋葉山,summit-candidate:0bd3d051cdb972fd,0.85,medium,adjacent_but_deep_inside,adjacent_municipality,伊予市,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0052_yamap_2024-12-08_06_59.md,summit-candidate:0bd3d051cdb972fd|summit-candidate:23316af255d30882|summit-candidate:f12898f5821b63b8,gpx_group_0052|summit_candidate_0008|summit_candidate_0371|summit_candidate_0128|mountain_341,location_stability_review_packets
342,立烏帽子山,summit-candidate:f12898f5821b63b8,0.85,medium,adjacent_but_deep_inside,adjacent_municipality,伊予市,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0052_yamap_2024-12-08_06_59.md,summit-candidate:f12898f5821b63b8|summit-candidate:0bd3d051cdb972fd|summit-candidate:23316af255d30882,gpx_group_0052|summit_candidate_0128|summit_candidate_0008|summit_candidate_0371|mountain_342,location_stability_review_packets
343,明神山,summit-candidate:0bd3d051cdb972fd,0.85,medium,adjacent_but_deep_inside,adjacent_municipality,伊予市,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0052_yamap_2024-12-08_06_59.md,summit-candidate:0bd3d051cdb972fd|summit-candidate:23316af255d30882|summit-candidate:f12898f5821b63b8,gpx_group_0052|summit_candidate_0008|summit_candidate_0371|summit_candidate_0128|mountain_343,location_stability_review_packets
344,陣が森,summit-candidate:6b0155a434d72d79,0.68,medium,location_uncertain_keep,candidate_boundary_ambiguous,,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0051_yamap_2024-12-15_07_21.md,summit-candidate:6b0155a434d72d79|summit-candidate:d8270fc572efc0b2|summit-candidate:f0a03b36c279ddd3,gpx_group_0051|summit_candidate_0021|summit_candidate_0155|summit_candidate_0183|mountain_344,location_stability_review_packets
345,岩が森,summit-candidate:c195c34fb7e38d7a,0.68,medium,location_uncertain_keep,candidate_boundary_ambiguous,,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0051_yamap_2024-12-15_07_21.md,summit-candidate:c195c34fb7e38d7a|summit-candidate:d8270fc572efc0b2|summit-candidate:f0a03b36c279ddd3,gpx_group_0051|summit_candidate_0353|summit_candidate_0155|summit_candidate_0183|mountain_345,location_stability_review_packets
346,スクモ塚,summit-candidate:d8270fc572efc0b2,0.85,medium,location_uncertain_keep,non_adjacent_municipality,松山市,宇和島市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0051_yamap_2024-12-15_07_21.md,summit-candidate:d8270fc572efc0b2|summit-candidate:bcc05b721653749f|summit-candidate:f0a03b36c279ddd3,gpx_group_0051|summit_candidate_0155|summit_candidate_0177|summit_candidate_0183|mountain_346,location_stability_review_packets
347,高萩山,summit-candidate:f0a03b36c279ddd3,0.75,medium,location_uncertain_keep,candidate_boundary_ambiguous,,今治市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0051_yamap_2024-12-15_07_21.md,summit-candidate:f0a03b36c279ddd3|summit-candidate:d8270fc572efc0b2|summit-candidate:bcc05b721653749f,gpx_group_0051|summit_candidate_0183|summit_candidate_0155|summit_candidate_0177|mountain_347,location_stability_review_packets
348,長者森,summit-candidate:bcc05b721653749f,0.85,medium,location_uncertain_keep,non_adjacent_municipality,今治市,八幡浜市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0051_yamap_2024-12-15_07_21.md,summit-candidate:bcc05b721653749f|summit-candidate:d8270fc572efc0b2|summit-candidate:6b0155a434d72d79,gpx_group_0051|summit_candidate_0177|summit_candidate_0155|summit_candidate_0021|mountain_348,location_stability_review_packets
349,八倉山,summit-candidate:4416099ca0f9da08,0.85,medium,missing_location_evidence,missing_mountain_municipality,砥部町,砥部町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0040_yamap_2024-12-22_10_25.md,summit-candidate:4416099ca0f9da08|summit-candidate:4973965873779cdc|summit-candidate:cfd366be872f9534,gpx_group_0040|summit_candidate_0052|summit_candidate_0373|summit_candidate_0073|mountain_349,location_stability_review_packets
350,行道山,summit-candidate:cfd366be872f9534,0.73,medium,location_uncertain_keep,non_adjacent_municipality,砥部町,西予市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0038_yamap_2024-12-22_06_34.md,summit-candidate:cfd366be872f9534|summit-candidate:4416099ca0f9da08|summit-candidate:4973965873779cdc,gpx_group_0038|summit_candidate_0073|summit_candidate_0052|summit_candidate_0373|mountain_350,location_stability_review_packets
351,水晶ヶ森,summit-candidate:cfd366be872f9534,0.85,medium,location_uncertain_keep,non_adjacent_municipality,砥部町,西予市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0038_yamap_2024-12-22_06_34.md,summit-candidate:cfd366be872f9534|summit-candidate:4416099ca0f9da08|summit-candidate:4973965873779cdc,gpx_group_0038|summit_candidate_0073|summit_candidate_0052|summit_candidate_0373|mountain_351,location_stability_review_packets
352,笹ヶ平山,summit-candidate:4416099ca0f9da08,0.85,medium,missing_location_evidence,missing_mountain_municipality,砥部町,砥部町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0040_yamap_2024-12-22_10_25.md,summit-candidate:4416099ca0f9da08|summit-candidate:4973965873779cdc|summit-candidate:cfd366be872f9534,gpx_group_0040|summit_candidate_0052|summit_candidate_0373|summit_candidate_0073|mountain_352,location_stability_review_packets
353,壺神山,summit-candidate:c58c0ba7145621b9,0.69,medium,location_uncertain_keep,candidate_boundary_ambiguous,,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0078_yamap_2025-01-03_07_19.md,summit-candidate:c58c0ba7145621b9|summit-candidate:0048d4d3a7981b80|summit-candidate:38105da918da8262,gpx_group_0078|summit_candidate_0303|summit_candidate_0039|summit_candidate_0197|mountain_353,location_stability_review_packets
354,滝山,summit-candidate:38105da918da8262,0.85,medium,boundary_plausible,adjacent_municipality,大洲市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0078_yamap_2025-01-03_07_19.md,summit-candidate:38105da918da8262|summit-candidate:0048d4d3a7981b80|summit-candidate:4db5b3ffd85092bf,gpx_group_0078|summit_candidate_0197|summit_candidate_0039|summit_candidate_0202|mountain_354,location_stability_review_packets
355,足山,summit-candidate:0048d4d3a7981b80,0.79,medium,location_strong_match,same_municipality,大洲市,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0078_yamap_2025-01-03_07_19.md,summit-candidate:0048d4d3a7981b80|summit-candidate:9306f5a7fe249a15|summit-candidate:4db5b3ffd85092bf,gpx_group_0078|summit_candidate_0039|summit_candidate_0415|summit_candidate_0202|mountain_355,location_stability_review_packets
356,皿が森,summit-candidate:4db5b3ffd85092bf,0.79,medium,adjacent_but_deep_inside,adjacent_municipality,大洲市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0078_yamap_2025-01-03_07_19.md,summit-candidate:4db5b3ffd85092bf|summit-candidate:9306f5a7fe249a15|summit-candidate:0048d4d3a7981b80,gpx_group_0078|summit_candidate_0202|summit_candidate_0415|summit_candidate_0039|mountain_356,location_stability_review_packets
357,尉之山,summit-candidate:2b833dfb6f3f84c1,0.79,medium,municipality_incompatible_strong,non_adjacent_municipality,松山市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0029_yamap_2025-01-11_11_51.md,summit-candidate:2b833dfb6f3f84c1|summit-candidate:12f30719aca26806|summit-candidate:7749b785ef007c1a,gpx_group_0029|summit_candidate_0066|summit_candidate_0376|summit_candidate_0169|mountain_357,location_stability_review_packets
358,小山岳,summit-candidate:7749b785ef007c1a,0.75,medium,location_uncertain_keep,candidate_boundary_ambiguous,,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0135_yamap_2025-01-11_08_43.md,summit-candidate:7749b785ef007c1a|summit-candidate:2b833dfb6f3f84c1|summit-candidate:12f30719aca26806,gpx_group_0135|summit_candidate_0169|summit_candidate_0066|summit_candidate_0376|mountain_358,location_stability_review_packets
359,勝山,summit-candidate:2b833dfb6f3f84c1,0.79,medium,municipality_incompatible_strong,non_adjacent_municipality,松山市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0029_yamap_2025-01-11_11_51.md,summit-candidate:2b833dfb6f3f84c1|summit-candidate:12f30719aca26806|summit-candidate:91cacd7deced8470,gpx_group_0029|summit_candidate_0066|summit_candidate_0376|summit_candidate_0282|mountain_359,location_stability_review_packets
360,松葉山（松葉城址）,summit-candidate:7a59a4750a70552c,0.85,medium,location_strong_match,same_municipality,西予市,西予市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0129_yamap_2025-01-24_13_34.md,summit-candidate:7a59a4750a70552c|summit-candidate:2c1cbc474e49f1ec|summit-candidate:d71483d289d0c575,gpx_group_0129|summit_candidate_0213|summit_candidate_0164|summit_candidate_0154|mountain_360,location_stability_review_packets
361,烏殿,summit-candidate:d71483d289d0c575,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,西予市,新居浜市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0129_yamap_2025-01-24_13_34.md,summit-candidate:d71483d289d0c575|summit-candidate:2c1cbc474e49f1ec|summit-candidate:7a59a4750a70552c,gpx_group_0129|summit_candidate_0154|summit_candidate_0164|summit_candidate_0213|mountain_361,location_stability_review_packets
362,御篠山,summit-candidate:2c1cbc474e49f1ec,0.85,medium,adjacent_but_deep_inside,adjacent_municipality,西予市,八幡浜市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0129_yamap_2025-01-24_13_34.md,summit-candidate:2c1cbc474e49f1ec|summit-candidate:7a59a4750a70552c|summit-candidate:d71483d289d0c575,gpx_group_0129|summit_candidate_0164|summit_candidate_0213|summit_candidate_0154|mountain_362,location_stability_review_packets
363,天が森,summit-candidate:090f7fa4be89ec5e,0.67,medium,municipality_incompatible_strong,non_adjacent_municipality,八幡浜市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0092_yamap_2025-01-26_07_09.md,summit-candidate:090f7fa4be89ec5e|summit-candidate:37c3a34c16599379|summit-candidate:12f30719aca26806,gpx_group_0092|summit_candidate_0027|summit_candidate_0377|summit_candidate_0376|mountain_363,location_stability_review_packets
364,浄心山,summit-candidate:090f7fa4be89ec5e,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,八幡浜市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0092_yamap_2025-01-26_07_09.md,summit-candidate:090f7fa4be89ec5e|summit-candidate:37c3a34c16599379|summit-candidate:1d3eb619bd125bfd,gpx_group_0092|summit_candidate_0027|summit_candidate_0377|summit_candidate_0382|mountain_364,location_stability_review_packets
365,銅が鳴,summit-candidate:090f7fa4be89ec5e,0.79,medium,municipality_incompatible_strong,non_adjacent_municipality,八幡浜市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0092_yamap_2025-01-26_07_09.md,summit-candidate:090f7fa4be89ec5e|summit-candidate:37c3a34c16599379|summit-candidate:ff0e7de3b62f5ed8,gpx_group_0092|summit_candidate_0027|summit_candidate_0377|summit_candidate_0323|mountain_365,location_stability_review_packets
366,弥八山,summit-candidate:0cc40babcd0ce6bf,0.85,medium,missing_location_evidence,missing_mountain_municipality,四国中央市,四国中央市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0154_yamap_2025-01-30_06_55.md,summit-candidate:0cc40babcd0ce6bf|summit-candidate:8cef52d6989a94db|summit-candidate:a14a745323a3d3af,gpx_group_0154|summit_candidate_0138|summit_candidate_0072|summit_candidate_0394|mountain_366,location_stability_review_packets
367,西の山,summit-candidate:8cef52d6989a94db,0.85,medium,missing_location_evidence,missing_mountain_municipality,四国中央市,四国中央市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0030_yamap_2025-01-30_10_12.md,summit-candidate:8cef52d6989a94db|summit-candidate:a14a745323a3d3af|summit-candidate:0cc40babcd0ce6bf,gpx_group_0030|summit_candidate_0072|summit_candidate_0394|summit_candidate_0138|mountain_367,location_stability_review_packets
368,北山,summit-candidate:8cef52d6989a94db,0.85,medium,missing_location_evidence,missing_mountain_municipality,四国中央市,四国中央市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0030_yamap_2025-01-30_10_12.md,summit-candidate:8cef52d6989a94db|summit-candidate:a14a745323a3d3af|summit-candidate:0cc40babcd0ce6bf,gpx_group_0030|summit_candidate_0072|summit_candidate_0394|summit_candidate_0138|mountain_368,location_stability_review_packets
369,垣生山,summit-candidate:6c20bef6dc4e973b,0.85,medium,location_uncertain_keep,non_adjacent_municipality,新居浜市,松山市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0155_yamap_2025-01-30_12_21.md,summit-candidate:6c20bef6dc4e973b|summit-candidate:3c1e55e6cc05c0ad|summit-candidate:0cc40babcd0ce6bf,gpx_group_0155|summit_candidate_0210|summit_candidate_0198|summit_candidate_0138|mountain_369,location_stability_review_packets
370,金子山,summit-candidate:3c1e55e6cc05c0ad,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,新居浜市,松山市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0147_yamap_2025-01-30_13_18.md,summit-candidate:3c1e55e6cc05c0ad|summit-candidate:6c20bef6dc4e973b|summit-candidate:0cc40babcd0ce6bf,gpx_group_0147|summit_candidate_0198|summit_candidate_0210|summit_candidate_0138|mountain_370,location_stability_review_packets
371,八堂山,summit-candidate:bf9808bbf86d5d73,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,西条市,松山市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0171_yamap_2025-01-30_14_42.md,summit-candidate:bf9808bbf86d5d73|summit-candidate:6c20bef6dc4e973b|summit-candidate:3c1e55e6cc05c0ad,gpx_group_0171|summit_candidate_0301|summit_candidate_0210|summit_candidate_0198|mountain_371,location_stability_review_packets
372,亀老山,summit-candidate:40260be41579ab8f,0.33,low,adjacent_but_deep_inside,adjacent_municipality,松山市,今治市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0014_yamap_2022-01-28_12_28.md,summit-candidate:40260be41579ab8f|summit-candidate:468c5bbccd8aba53|summit-candidate:47129c06b82cf694,gpx_group_0014|summit_candidate_0050|summit_candidate_0118|summit_candidate_0007|mountain_372,location_stability_review_packets
