decision_row_id,mountain_no,mountain_name,suggested_summit_candidate_id,source_gpx_basename,track_name,candidate_ele_m,mountain_elevation_m,elevation_diff_m,location_refined_candidate_score,review_bucket,compact_review_priority,review_packet_id,review_packet_path,decision_status,accepted_summit_candidate_id,rejected_summit_candidate_ids,needs_external_map_check,needs_redetection,decision_basis,reviewer_note,reviewed_at,reviewer
dec-0011,11,皿ヶ森,summit-candidate:59c561a08189d6b9,yamap_2022-01-29_08_35.gpx,皿ヶ森・経座ヶ森・ヨソ山,630.2399999999999,633,2.76,0.7875,resolve_conflict,high,gpx_group_0058,review_packets/gpx_groups/gpx_group_0058_yamap_2022-01-29_08_35.md,pending_review,,,,,,,,
dec-0012,12,経座ヶ森,summit-candidate:59c561a08189d6b9,yamap_2022-01-29_08_35.gpx,皿ヶ森・経座ヶ森・ヨソ山,630.2399999999999,735,104.76,0.6345,resolve_conflict,high,gpx_group_0058,review_packets/gpx_groups/gpx_group_0058_yamap_2022-01-29_08_35.md,pending_review,,,,,,,,
dec-0013,13,谷上山,summit-candidate:0eff3d1ea2b48d73,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,456.90483803547824,455,1.9,0.7875,accept_candidate_after_map_check,medium,gpx_group_0039,review_packets/gpx_groups/gpx_group_0039_yamap_2022-02-06_08_26.md,pending_review,,,,,,,,
dec-0014,14,権現山,summit-candidate:2c817617699a0a45,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,485.20803085647475,479,6.21,0.7875,accept_candidate_after_map_check,medium,gpx_group_0039,review_packets/gpx_groups/gpx_group_0039_yamap_2022-02-06_08_26.md,pending_review,,,,,,,,
dec-0015,15,白滝山,summit-candidate:ea5f711625df386b,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,510.2597700981308,504,6.26,0.7875,accept_candidate_after_map_check,medium,gpx_group_0039,review_packets/gpx_groups/gpx_group_0039_yamap_2022-02-06_08_26.md,pending_review,,,,,,,,
dec-0016,16,障子山,summit-candidate:a0ef25e9a532b62e,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,888.5027304594954,885,3.5,0.728,resolve_conflict,high,gpx_group_0039,review_packets/gpx_groups/gpx_group_0039_yamap_2022-02-06_08_26.md,pending_review,,,,,,,,
dec-0017,17,伽藍山,summit-candidate:da46e12c02d47edf,yamap_2022-02-09_10_01.gpx,佐田岬と伽藍山,413.7400702411658,414,0.26,0.7875,accept_candidate_after_map_check,medium,gpx_group_0143,review_packets/gpx_groups/gpx_group_0143_yamap_2022-02-09_10_01.md,pending_review,,,,,,,,
dec-0018,18,塩ヶ森,summit-candidate:0c210f0edfbda06f,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,522.6766666666666,526,3.32,0.7875,accept_candidate_after_map_check,medium,gpx_group_0057,review_packets/gpx_groups/gpx_group_0057_yamap_2022-02-11_08_26.md,pending_review,,,,,,,,
dec-0019,19,番駄ヶ森,summit-candidate:a637fbc518f58ac5,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,600.8033333333334,605,4.2,0.7875,accept_candidate_after_map_check,medium,gpx_group_0057,review_packets/gpx_groups/gpx_group_0057_yamap_2022-02-11_08_26.md,pending_review,,,,,,,,
dec-0020,20,ケタ山,summit-candidate:24dc6cf37ce4e715,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,646.4833333333332,659,12.52,0.7365,resolve_conflict,high,gpx_group_0057,review_packets/gpx_groups/gpx_group_0057_yamap_2022-02-11_08_26.md,pending_review,,,,,,,,
dec-0021,21,大磨山,summit-candidate:24dc6cf37ce4e715,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,646.4833333333332,648,1.52,0.7875,resolve_conflict,high,gpx_group_0057,review_packets/gpx_groups/gpx_group_0057_yamap_2022-02-11_08_26.md,pending_review,,,,,,,,
dec-0022,22,鍵山（象ヶ森）,summit-candidate:c2491268ea5645b7,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,801.5633333333334,804,2.44,0.7875,accept_candidate_after_map_check,medium,gpx_group_0057,review_packets/gpx_groups/gpx_group_0057_yamap_2022-02-11_08_26.md,pending_review,,,,,,,,
dec-0023,23,天神山,summit-candidate:543b4550a3ef3e87,yamap_2022-02-15_10_36.gpx,天神山・御幸寺山,195.11333333333334,200,4.89,0.7875,accept_candidate_after_map_check,medium,gpx_group_0145,review_packets/gpx_groups/gpx_group_0145_yamap_2022-02-15_10_36.md,pending_review,,,,,,,,
dec-0024,24,御幸寺山,summit-candidate:e4808690532bb46c,yamap_2022-02-15_10_36.gpx,天神山・御幸寺山,158.70333333333335,165,6.3,0.7875,accept_candidate_after_map_check,medium,gpx_group_0145,review_packets/gpx_groups/gpx_group_0145_yamap_2022-02-15_10_36.md,pending_review,,,,,,,,
dec-0025,25,愛宕山,summit-candidate:d9391b001d4bc442,yamap_2022-02-16_11_57.gpx,愛宕山・常光寺山,120.82333333333334,115,5.82,0.7875,resolve_conflict,high,gpx_group_0015,review_packets/gpx_groups/gpx_group_0015_yamap_2022-02-16_11_57.md,pending_review,,,,,,,,
dec-0026,26,常光寺山,summit-candidate:d9391b001d4bc442,yamap_2022-02-16_11_57.gpx,愛宕山・常光寺山,120.82333333333334,124,3.18,0.7875,resolve_conflict,high,gpx_group_0015,review_packets/gpx_groups/gpx_group_0015_yamap_2022-02-16_11_57.md,pending_review,,,,,,,,
dec-0027,27,杉立山,summit-candidate:17c3649ad9b147ce,yamap_2026-01-07_07_05.gpx,御在所山,665.1833333333333,669,3.82,0.3105,resolve_conflict,high,gpx_group_0095,review_packets/gpx_groups/gpx_group_0095_yamap_2026-01-07_07_05.md,pending_review,,,,,,,,
dec-0028,28,岩柄山,summit-candidate:7d7066baad9d7077,yamap_2022-03-03_10_47.gpx,奥之城山・ヌタノサコ,505.77666666666664,507,1.22,0.49,resolve_conflict,high,gpx_group_0064,review_packets/gpx_groups/gpx_group_0064_yamap_2022-03-03_10_47.md,pending_review,,,,,,,,
dec-0029,29,高山,summit-candidate:8ff6361109e5ed5c,yamap_2025-03-20_08_27.gpx,高山・大里山・泰ノ山,121.16666666666667,463,341.83,0.6345,accept_candidate_after_map_check,medium,gpx_group_0116,review_packets/gpx_groups/gpx_group_0116_yamap_2025-03-20_08_27.md,pending_review,,,,,,,,
dec-0030,30,勝岡山,summit-candidate:43911aa413390192,yamap_2022-06-29_08_48.gpx,横山(横山城址),449.0333333333333,453,3.97,0.49,resolve_conflict,high,gpx_group_0054,review_packets/gpx_groups/gpx_group_0054_yamap_2022-06-29_08_48.md,pending_review,,,,,,,,
dec-0031,31,西山,summit-candidate:bdfa250c89c1ca90,yamap_2022-02-23_08_42.gpx,西山・経ヶ森・岩子山・護摩ヶ森,168.98333333333335,172,3.02,0.7875,resolve_conflict,high,gpx_group_0002,review_packets/gpx_groups/gpx_group_0002_yamap_2022-02-23_08_42.md,pending_review,,,,,,,,
dec-0032,32,岩子山,summit-candidate:23c112538ef91e0d,yamap_2022-02-23_08_42.gpx,西山・経ヶ森・岩子山・護摩ヶ森,195.95000000000002,181,14.95,0.7365,resolve_conflict,high,gpx_group_0002,review_packets/gpx_groups/gpx_group_0002_yamap_2022-02-23_08_42.md,pending_review,,,,,,,,
dec-0033,33,経ヶ森,summit-candidate:23c112538ef91e0d,yamap_2022-02-23_08_42.gpx,西山・経ヶ森・岩子山・護摩ヶ森,195.95000000000002,200,4.05,0.7875,resolve_conflict,high,gpx_group_0002,review_packets/gpx_groups/gpx_group_0002_yamap_2022-02-23_08_42.md,pending_review,,,,,,,,
dec-0034,34,護摩ヶ森,summit-candidate:bdfa250c89c1ca90,yamap_2022-02-23_08_42.gpx,西山・経ヶ森・岩子山・護摩ヶ森,168.98333333333335,170,1.02,0.7875,resolve_conflict,high,gpx_group_0002,review_packets/gpx_groups/gpx_group_0002_yamap_2022-02-23_08_42.md,pending_review,,,,,,,,
dec-0035,35,御岳山,summit-candidate:54cf4155ab259d9d,yamap_2022-02-26_07_43.gpx,御岳山,430.59999999999997,438,7.4,0.7875,resolve_conflict,high,gpx_group_0040,review_packets/gpx_groups/gpx_group_0040_yamap_2022-02-26_07_43.md,pending_review,,,,,,,,
dec-0036,36,石槌山,summit-candidate:54cf4155ab259d9d,yamap_2022-02-26_07_43.gpx,御岳山,430.59999999999997,252,178.6,0.6345,resolve_conflict,high,gpx_group_0040,review_packets/gpx_groups/gpx_group_0040_yamap_2022-02-26_07_43.md,pending_review,,,,,,,,
dec-0037,37,日王山,summit-candidate:2011a6c909945d6f,yamap_2026-04-12_11_03.gpx,権現山,102.87,109,6.13,0.49,resolve_conflict,high,gpx_group_0009,review_packets/gpx_groups/gpx_group_0009_yamap_2026-04-12_11_03.md,pending_review,,,,,,,,
dec-0038,38,重茂山,summit-candidate:fbd725fc8006e2c8,yamap_2022-02-28_13_13.gpx,花木山,50.49,291,240.51,0.6345,resolve_conflict,high,gpx_group_0059,review_packets/gpx_groups/gpx_group_0059_yamap_2022-02-28_13_13.md,pending_review,,,,,,,,
dec-0039,39,花木山,summit-candidate:fbd725fc8006e2c8,yamap_2022-02-28_13_13.gpx,花木山,50.49,53,2.51,0.7875,resolve_conflict,high,gpx_group_0059,review_packets/gpx_groups/gpx_group_0059_yamap_2022-02-28_13_13.md,pending_review,,,,,,,,
dec-0040,40,ヌタノサコ,summit-candidate:7d7066baad9d7077,yamap_2022-03-03_10_47.gpx,奥之城山・ヌタノサコ,505.77666666666664,514,8.22,0.7875,resolve_conflict,high,gpx_group_0064,review_packets/gpx_groups/gpx_group_0064_yamap_2022-03-03_10_47.md,pending_review,,,,,,,,
dec-0041,41,城山,summit-candidate:c1f175d0616be696,yamap_2022-03-05_09_44.gpx,城山・水梨山・向山,589.8691282114027,592,2.13,0.7875,accept_candidate_after_map_check,medium,gpx_group_0117,review_packets/gpx_groups/gpx_group_0117_yamap_2022-03-05_09_44.md,pending_review,,,,,,,,
dec-0042,42,水梨山,summit-candidate:0a765b89058b256b,yamap_2022-03-05_09_44.gpx,城山・水梨山・向山,734.4240556679409,729,5.42,0.7875,accept_candidate_after_map_check,medium,gpx_group_0117,review_packets/gpx_groups/gpx_group_0117_yamap_2022-03-05_09_44.md,pending_review,,,,,,,,
dec-0043,43,向山,summit-candidate:07834c521328cc1d,yamap_2022-03-05_09_44.gpx,城山・水梨山・向山,707.7550916004999,683,24.76,0.7365,resolve_conflict,high,gpx_group_0117,review_packets/gpx_groups/gpx_group_0117_yamap_2022-03-05_09_44.md,pending_review,,,,,,,,
dec-0044,44,稔山,summit-candidate:622b899de76208ef,yamap_2022-03-09_10_20.gpx,稔山,911.0766666666667,917,5.92,0.7875,accept_candidate_after_map_check,medium,gpx_group_0127,review_packets/gpx_groups/gpx_group_0127_yamap_2022-03-09_10_20.md,pending_review,,,,,,,,
dec-0045,45,菊ヶ森,summit-candidate:ab8cf0f07d2a219d,yamap_2022-03-12_08_31.gpx,菊ヶ森,145.66,151,5.34,0.7875,accept_candidate_after_map_check,medium,gpx_group_0160,review_packets/gpx_groups/gpx_group_0160_yamap_2022-03-12_08_31.md,pending_review,,,,,,,,
dec-0046,46,道後山,summit-candidate:7c680b0eed0187fa,yamap_2022-03-12_09_19.gpx,道後山,221.10333333333332,224,2.9,0.7875,accept_candidate_after_map_check,medium,gpx_group_0191,review_packets/gpx_groups/gpx_group_0191_yamap_2022-03-12_09_19.md,pending_review,,,,,,,,
dec-0047,47,倉谷山,summit-candidate:aba609f471e97e4a,yamap_2022-03-13_09_49.gpx,倉谷山・芝ヶ峠・淡路ヶ峠・宝ヶ峯,405.40333333333336,420,14.6,0.7365,accept_candidate_after_map_check,medium,gpx_group_0019,review_packets/gpx_groups/gpx_group_0019_yamap_2022-03-13_09_49.md,pending_review,,,,,,,,
dec-0048,48,芝ヶ峠,summit-candidate:079ae30d76fb11c2,yamap_2022-03-13_09_49.gpx,倉谷山・芝ヶ峠・淡路ヶ峠・宝ヶ峯,280.85333333333335,282,1.15,0.7875,resolve_conflict,high,gpx_group_0019,review_packets/gpx_groups/gpx_group_0019_yamap_2022-03-13_09_49.md,pending_review,,,,,,,,
dec-0049,49,大久保山,summit-candidate:5aff666aa93b3a17,yamap_2022-03-20_07_06.gpx,大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山,181.12,175,6.12,0.7875,resolve_conflict,high,gpx_group_0004,review_packets/gpx_groups/gpx_group_0004_yamap_2022-03-20_07_06.md,pending_review,,,,,,,,
dec-0050,50,八里ヶ峠,summit-candidate:5aff666aa93b3a17,yamap_2022-03-20_07_06.gpx,大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山,181.12,182,0.88,0.7875,resolve_conflict,high,gpx_group_0004,review_packets/gpx_groups/gpx_group_0004_yamap_2022-03-20_07_06.md,pending_review,,,,,,,,
dec-0051,51,中坂山,summit-candidate:452c10a1db199870,yamap_2022-03-20_07_06.gpx,大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山,76.83333333333333,98,21.17,0.7365,resolve_conflict,high,gpx_group_0004,review_packets/gpx_groups/gpx_group_0004_yamap_2022-03-20_07_06.md,pending_review,,,,,,,,
dec-0052,52,天神山,summit-candidate:452c10a1db199870,yamap_2022-03-20_07_06.gpx,大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山,76.83333333333333,47,29.83,0.7365,resolve_conflict,high,gpx_group_0004,review_packets/gpx_groups/gpx_group_0004_yamap_2022-03-20_07_06.md,pending_review,,,,,,,,
dec-0053,53,室岡山,summit-candidate:452c10a1db199870,yamap_2022-03-20_07_06.gpx,大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山,76.83333333333333,42,34.83,0.6855,resolve_conflict,high,gpx_group_0004,review_packets/gpx_groups/gpx_group_0004_yamap_2022-03-20_07_06.md,pending_review,,,,,,,,
dec-0054,54,潮見山,summit-candidate:3259dfe3d9ce60c5,yamap_2022-03-23_07_38.gpx,明神山・潮見山,152.25333333333333,123,29.25,0.7365,resolve_conflict,high,gpx_group_0014,review_packets/gpx_groups/gpx_group_0014_yamap_2022-03-23_07_38.md,pending_review,,,,,,,,
dec-0055,55,明神山,summit-candidate:3259dfe3d9ce60c5,yamap_2022-03-23_07_38.gpx,明神山・潮見山,152.25333333333333,161,8.75,0.7875,resolve_conflict,high,gpx_group_0014,review_packets/gpx_groups/gpx_group_0014_yamap_2022-03-23_07_38.md,pending_review,,,,,,,,
dec-0056,56,潮見山,summit-candidate:45439217573adfc4,yamap_2022-03-23_07_38.gpx,明神山・潮見山,210.93999999999997,214,3.06,0.7875,accept_candidate_after_map_check,medium,gpx_group_0014,review_packets/gpx_groups/gpx_group_0014_yamap_2022-03-23_07_38.md,pending_review,,,,,,,,
dec-0057,57,十門山(十門城址),summit-candidate:a94564816fd4afff,yamap_2022-03-25_12_12.gpx,十門山(十門城址)・ヨソ山,676.7066666666667,683,6.29,0.7875,accept_candidate_after_map_check,medium,gpx_group_0122,review_packets/gpx_groups/gpx_group_0122_yamap_2022-03-25_12_12.md,pending_review,,,,,,,,
dec-0058,58,ヨソ山,summit-candidate:555fd1e3be8780dd,yamap_2022-03-25_12_12.gpx,十門山(十門城址)・ヨソ山,923.8766666666667,928,4.12,0.608,resolve_conflict,high,gpx_group_0122,review_packets/gpx_groups/gpx_group_0122_yamap_2022-03-25_12_12.md,pending_review,,,,,,,,
dec-0059,59,忽那山,summit-candidate:daa8d4127fc92552,yamap_2022-04-06_09_25.gpx,忽那山,42.296666666666674,45,2.7,0.7875,accept_candidate_after_map_check,medium,gpx_group_0238,review_packets/gpx_groups/gpx_group_0238_yamap_2022-04-06_09_25.md,pending_review,,,,,,,,
dec-0060,60,鬼ヶ城山,summit-candidate:7ceb76663c2bb81b,yamap_2022-04-08_09_33.gpx,鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山,1155.4333072605007,1151,4.43,0.7875,resolve_conflict,high,gpx_group_0047,review_packets/gpx_groups/gpx_group_0047_yamap_2022-04-08_09_33.md,pending_review,,,,,,,,
dec-0061,61,三本杭,summit-candidate:babbcdf7bbd23463,yamap_2022-04-08_09_33.gpx,鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山,1222.4936499541386,1226,3.51,0.7875,accept_candidate_after_map_check,medium,gpx_group_0047,review_packets/gpx_groups/gpx_group_0047_yamap_2022-04-08_09_33.md,pending_review,,,,,,,,
dec-0062,62,八面山,summit-candidate:27c1036d4aa2230e,yamap_2022-04-08_09_33.gpx,鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山,1167.5519282683324,1166,1.55,0.7875,accept_candidate_after_map_check,medium,gpx_group_0047,review_packets/gpx_groups/gpx_group_0047_yamap_2022-04-08_09_33.md,pending_review,,,,,,,,
dec-0063,63,大久保山,summit-candidate:7ceb76663c2bb81b,yamap_2022-04-08_09_33.gpx,鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山,1155.4333072605007,1155,0.43,0.7875,resolve_conflict,high,gpx_group_0047,review_packets/gpx_groups/gpx_group_0047_yamap_2022-04-08_09_33.md,pending_review,,,,,,,,
dec-0064,64,大月山,summit-candidate:9a68e7a3a97831ff,yamap_2022-04-09_14_44.gpx,大月山・高縄山,950.6066666666666,953,2.39,0.7875,accept_candidate_after_map_check,medium,gpx_group_0128,review_packets/gpx_groups/gpx_group_0128_yamap_2022-04-09_14_44.md,pending_review,,,,,,,,
dec-0065,65,引地山,summit-candidate:7a1f0e8b5f9e5cc2,yamap_2022-04-15_11_52.gpx,皿ヶ嶺・引地山,1277.043085490437,1027,250.04,0.455,resolve_conflict,high,gpx_group_0108,review_packets/gpx_groups/gpx_group_0108_yamap_2022-04-15_11_52.md,pending_review,,,,,,,,
dec-0066,66,東三方ヶ森,summit-candidate:d06b9d5365beffaa,yamap_2022-04-16_07_39.gpx,東三方ヶ森,1229.5033333333333,1233,3.5,0.7875,accept_candidate_after_map_check,medium,gpx_group_0137,review_packets/gpx_groups/gpx_group_0137_yamap_2022-04-16_07_39.md,pending_review,,,,,,,,
dec-0067,67,甲が森,summit-candidate:50d68ea03af3c4ff,yamap_2022-04-22_11_13.gpx,甲が森,456.7219376700282,451,5.72,0.7875,accept_candidate_after_map_check,medium,gpx_group_0192,review_packets/gpx_groups/gpx_group_0192_yamap_2022-04-22_11_13.md,pending_review,,,,,,,,
dec-0068,68,三滝山,summit-candidate:da65a16f23740e83,yamap_2022-04-22_12_22.gpx,三滝山,646.7704243218062,642,4.77,0.7875,accept_candidate_after_map_check,medium,gpx_group_0215,review_packets/gpx_groups/gpx_group_0215_yamap_2022-04-22_12_22.md,pending_review,,,,,,,,
dec-0069,69,雨包山,summit-candidate:6198ad7009d86ec2,yamap_2022-04-22_14_13.gpx,雨包山,1117.4867674520622,1111,6.49,0.7875,accept_candidate_after_map_check,medium,gpx_group_0239,review_packets/gpx_groups/gpx_group_0239_yamap_2022-04-22_14_13.md,pending_review,,,,,,,,
dec-0070,70,源氏ヶ駄場（薊野峰）,summit-candidate:e85b9bd32eb5e6f1,yamap_2022-04-22_16_48.gpx,源氏ヶ駄場（薊野峰）,1415.7321709473536,1403,12.73,0.7365,accept_candidate_after_map_check,medium,gpx_group_0240,review_packets/gpx_groups/gpx_group_0240_yamap_2022-04-22_16_48.md,pending_review,,,,,,,,
dec-0071,71,碁石ヶ森,summit-candidate:ee9d736a090185dd,yamap_2022-04-22_17_29.gpx,碁石ヶ森,1188.1187548490348,1183,5.12,0.7875,resolve_conflict,high,gpx_group_0067,review_packets/gpx_groups/gpx_group_0067_yamap_2022-04-22_17_29.md,pending_review,,,,,,,,
dec-0072,72,伊之子山,summit-candidate:15c71a530dcecd2e,yamap_2022-04-25_11_35.gpx,伊之子山・左谷ノ森,943.7166666666667,872,71.72,0.558,resolve_conflict,high,gpx_group_0131,review_packets/gpx_groups/gpx_group_0131_yamap_2022-04-25_11_35.md,pending_review,,,,,,,,
dec-0073,73,御在所山,summit-candidate:61f36127d879648f,yamap_2022-04-27_10_31.gpx,御在所山,911.8788921966252,915,3.12,0.7875,accept_candidate_after_map_check,medium,gpx_group_0244,review_packets/gpx_groups/gpx_group_0244_yamap_2022-04-27_10_31.md,pending_review,,,,,,,,
dec-0074,74,岩黒山,summit-candidate:591204fdc01b55b6,yamap_2022-04-30_08_30.gpx,岩黒山・筒上山・手箱山,1749.5652002309682,1746,3.57,0.7875,resolve_conflict,high,gpx_group_0111,review_packets/gpx_groups/gpx_group_0111_yamap_2022-04-30_08_30.md,pending_review,,,,,,,,
dec-0075,75,筒上山,summit-candidate:71b10e23075edf20,yamap_2022-04-30_08_30.gpx,岩黒山・筒上山・手箱山,1863.226432016608,1860,3.23,0.7875,accept_candidate_after_map_check,medium,gpx_group_0111,review_packets/gpx_groups/gpx_group_0111_yamap_2022-04-30_08_30.md,pending_review,,,,,,,,
dec-0076,76,手箱山,summit-candidate:591204fdc01b55b6,yamap_2022-04-30_08_30.gpx,岩黒山・筒上山・手箱山,1749.5652002309682,1806,56.43,0.6345,resolve_conflict,high,gpx_group_0111,review_packets/gpx_groups/gpx_group_0111_yamap_2022-04-30_08_30.md,pending_review,,,,,,,,
dec-0077,77,大川嶺,summit-candidate:1ebd63d8e2790409,yamap_2022-05-02_09_06.gpx,大川嶺・笠取山・ウバホド山,1532.1452947696732,1525,7.15,0.7875,resolve_conflict,high,gpx_group_0109,review_packets/gpx_groups/gpx_group_0109_yamap_2022-05-02_09_06.md,pending_review,,,,,,,,
dec-0078,78,笠取山,summit-candidate:33637f0e3b5b1405,yamap_2022-05-02_09_06.gpx,大川嶺・笠取山・ウバホド山,1567.7094910140197,1562,5.71,0.7875,accept_candidate_after_map_check,medium,gpx_group_0109,review_packets/gpx_groups/gpx_group_0109_yamap_2022-05-02_09_06.md,pending_review,,,,,,,,
dec-0079,79,ウバホド山,summit-candidate:1ebd63d8e2790409,yamap_2022-05-02_09_06.gpx,大川嶺・笠取山・ウバホド山,1532.1452947696732,1482,50.15,0.6345,resolve_conflict,high,gpx_group_0109,review_packets/gpx_groups/gpx_group_0109_yamap_2022-05-02_09_06.md,pending_review,,,,,,,,
dec-0080,80,うなめご,summit-candidate:e7e4429a39f6359f,yamap_2022-05-05_13_29.gpx,陣ヶ森・前々司山・うなめご,1250.17,1284,33.83,0.6855,resolve_conflict,high,gpx_group_0080,review_packets/gpx_groups/gpx_group_0080_yamap_2022-05-05_13_29.md,pending_review,,,,,,,,
dec-0081,81,前々司山,summit-candidate:e7e4429a39f6359f,yamap_2022-05-05_13_29.gpx,陣ヶ森・前々司山・うなめご,1250.17,1253,2.83,0.7875,resolve_conflict,high,gpx_group_0080,review_packets/gpx_groups/gpx_group_0080_yamap_2022-05-05_13_29.md,pending_review,,,,,,,,
dec-0082,82,陣ヶ森,summit-candidate:e7e4429a39f6359f,yamap_2022-05-05_13_29.gpx,陣ヶ森・前々司山・うなめご,1250.17,1207,43.17,0.6855,resolve_conflict,high,gpx_group_0080,review_packets/gpx_groups/gpx_group_0080_yamap_2022-05-05_13_29.md,pending_review,,,,,,,,
dec-0083,83,寒川山,summit-candidate:2f7dbee4c5bde53e,yamap_2022-05-07_07_14.gpx,寒川山・鋸山・七々木山・豊受山・赤星山,1251.9766666666667,817,434.98,0.6345,resolve_conflict,high,gpx_group_0071,review_packets/gpx_groups/gpx_group_0071_yamap_2022-05-07_07_14.md,pending_review,,,,,,,,
