mountain_no,mountain_name,summit_candidate_id,grounding_refined_score,grounding_bucket,grounding_distance_m,grounding_consensus,grounding_confidence,location_stability_bucket,location_stability_refined_score,candidate_lat,candidate_lon,candidate_ele_m,elevation_diff_m,name_tier,grounding_refined_review_priority,track_name
358,"小山岳",summit-candidate:7749b785ef007c1a,0.69,grounding_weakened,13578.8,single_cluster_consensus,0.95,location_uncertain_keep,0.75,33.7568663,132.8499505,430.2,4.8,strong,deprioritized,"尉之山・小山岳"
359,"勝山",summit-candidate:2b833dfb6f3f84c1,0.73,grounding_weakened,17181.1,single_cluster_consensus,0.95,location_strong_match,0.79,33.7282794,132.8388236,371.3,13.7,strong,deprioritized,"勝山"
360,"松葉山（松葉城址）",summit-candidate:7a59a4750a70552c,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.3754372,132.5110871,400.1,9.9,strong,medium,"御篠山・松葉山（松葉城址）・烏殿"
361,"烏殿",summit-candidate:d71483d289d0c575,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.384401,132.5180668,583.9,4.1,strong,medium,"御篠山・松葉山（松葉城址）・烏殿"
362,"御篠山",summit-candidate:2c1cbc474e49f1ec,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.372906,132.5153141,387.8,3.8,strong,medium,"御篠山・松葉山（松葉城址）・烏殿"
363,"天が森",summit-candidate:090f7fa4be89ec5e,0.61,grounding_weakened,4492.4,single_cluster_consensus,0.95,location_strong_match,0.67,33.5225161,132.4288807,782.4,389.4,strong,deprioritized,"天が森・浄心山・銅が鳴"
364,"浄心山",summit-candidate:090f7fa4be89ec5e,0.85,grounding_neutral,1010.4,single_cluster_consensus,0.97,location_strong_match,0.85,33.5225161,132.4288807,782.4,1.4,strong,medium,"天が森・浄心山・銅が鳴"
365,"銅が鳴",summit-candidate:090f7fa4be89ec5e,0.79,grounding_neutral,1389.1,single_cluster_consensus,0.96,location_strong_match,0.79,33.5225161,132.4288807,782.4,15.4,strong,high,"天が森・浄心山・銅が鳴"
366,"弥八山",summit-candidate:0cc40babcd0ce6bf,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,34.0273223,133.5919989,261.2,1.9,strong,medium,"弥八山"
367,"西の山",summit-candidate:8cef52d6989a94db,0.79,grounding_weakened,2677.3,single_cluster_consensus,0.94,location_strong_match,0.85,33.9640455,133.4034525,237.7,6.3,strong,deprioritized,"北山"
368,"北山",summit-candidate:8cef52d6989a94db,0.79,grounding_weakened,2350.6,single_cluster_consensus,0.94,location_strong_match,0.85,33.9640455,133.4034525,237.7,3.3,strong,deprioritized,"北山"
369,"垣生山",summit-candidate:6c20bef6dc4e973b,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.9892197,133.3258232,103.3,2.3,strong,medium,"垣生山"
370,"金子山",summit-candidate:3c1e55e6cc05c0ad,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.9423212,133.2748429,148.3,2.3,strong,medium,"金子山"
371,"八堂山",summit-candidate:bf9808bbf86d5d73,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.8975964,133.1980477,191.8,1.2,strong,medium,"八堂山"
372,"亀老山",summit-candidate:40260be41579ab8f,0.27,grounding_weakened,25487.7,single_cluster_consensus,0.99,missing_location_evidence,0.33,33.9922702,132.7992645,299.1,1.9,none,deprioritized,"尾ノ峰・新城山・腰折山・恵良山"
373,"カレイ山",summit-candidate:86e4db352b85ced4,0.68,grounding_neutral,,no_evidence,,missing_location_evidence,0.68,34.1597225,133.0770866,235.8,3.8,strong,high,"高取山"
374,"念仏山",summit-candidate:110345ef4fb31191,0.68,grounding_neutral,,no_evidence,,missing_location_evidence,0.68,34.1747341,133.0532069,374.7,6.4,strong,high,"念仏山"
375,"大頭山",summit-candidate:d456af62868c5044,0.63,grounding_supported,137.5,single_cluster_consensus,0.97,missing_location_evidence,0.33,34.1283255,133.047895,268.6,4.6,none,deprioritized,"姫政山"
376,"高取山",summit-candidate:afc2e407c1d6b464,0.62,grounding_weakened,3301,single_cluster_consensus,0.97,missing_location_evidence,0.68,34.1640532,133.047568,260.4,8.4,strong,deprioritized,"大頭山"
377,"八幡山",summit-candidate:b9ae103da9e3136b,0.68,grounding_neutral,,no_evidence,,missing_location_evidence,0.68,34.140513,133.0475658,211.7,0.3,strong,high,"八幡山"
378,"要害山",summit-candidate:0005c0040c7c7966,0.79,grounding_neutral,,no_evidence,,location_strong_match,0.79,33.9135717,132.7570186,92.2,14.8,strong,medium,"要害山"
379,"高穴山",summit-candidate:a0b87feaf88e526d,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.9536062,132.8113157,282.5,9.5,strong,medium,"高穴山"
380,"高仙山",summit-candidate:3807e62715de33f9,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,34.0326072,132.8753902,241,7,strong,medium,"高仙山"
381,"霊仙山",summit-candidate:47b61397fb9c5d3f,0.79,grounding_weakened,2401.1,single_cluster_consensus,0.96,location_strong_match,0.85,34.0105612,133.0203144,152.4,3.6,strong,deprioritized,"霊仙山"
382,"若いもん山",summit-candidate:47b61397fb9c5d3f,0.79,grounding_neutral,1706.1,single_cluster_consensus,0.95,location_strong_match,0.79,34.0105612,133.0203144,152.4,25.4,strong,high,"霊仙山"
383,"無宗天山",summit-candidate:0f09bdcc25daff65,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,34.0386314,132.8923059,312,1,strong,medium,"無宗天山"
384,"綱付山",summit-candidate:f19fd681c4c84753,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.8680685,133.1174852,516.7,2.3,strong,medium,"綱付山・幻城上城"
385,"幻城上城",summit-candidate:e4f762179d85915d,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.8666424,133.106705,477.9,1.1,strong,medium,"綱付山・幻城上城"
386,"幻城下城",summit-candidate:2129bbc9c3950a91,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.8756903,133.1037524,243.6,1.4,strong,medium,"幻城下城"
387,"階上山",summit-candidate:276fed5ecb7b3eb4,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.6859182,132.7609047,893.9,4.1,strong,medium,"階上山"
388,"姫政山",summit-candidate:d456af62868c5044,0.68,grounding_neutral,,no_evidence,,missing_location_evidence,0.68,34.1283255,133.047895,268.6,8.4,strong,high,"姫政山"
389,"館山",summit-candidate:6b836f5beefdd52c,0.62,grounding_neutral,,no_evidence,,missing_location_evidence,0.62,34.1133271,133.0210613,218.7,11.4,strong,high,"館山"
390,"高森山",summit-candidate:682d61b87016166b,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.5504243,132.669431,307.2,1.8,strong,medium,"高森山"
391,"大登山",summit-candidate:230b9847a05c8052,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.525029,132.6716242,362.4,1.6,strong,medium,"大登山"
392,"高山",summit-candidate:c9aa57cdeb1b49fa,0.86,grounding_supported,186.5,single_cluster_consensus,0.96,missing_location_evidence,0.56,33.9769486,132.6147118,105.3,43.7,strong,low,"高山・大里山・泰ノ山"
393,"泰ノ山",summit-candidate:98457196a66e294d,0.68,grounding_neutral,,no_evidence,,missing_location_evidence,0.68,33.9891451,132.6270439,282.8,6.2,strong,high,"高山・大里山・泰ノ山"
394,"大里山",summit-candidate:fe8f624bdaa57afd,0.62,grounding_weakened,2083.5,single_cluster_consensus,0.97,missing_location_evidence,0.68,33.9704741,132.6073111,288.9,7.1,strong,deprioritized,"高山・大里山・泰ノ山"
395,"北ヶ森",summit-candidate:dedadc05e5f6d5d5,0.69,grounding_weakened,6251.1,single_cluster_consensus,0.98,location_uncertain_keep,0.75,33.6707038,132.8271198,1008.4,1.6,strong,deprioritized,"北ヶ森・高土の峰"
396,"高土の峰",summit-candidate:dedadc05e5f6d5d5,0.44,grounding_weakened,4980,single_cluster_consensus,0.96,location_uncertain_keep,0.5,33.6707038,132.8271198,1008.4,214.4,strong,deprioritized,"北ヶ森・高土の峰"
397,"竜王山",summit-candidate:62d2811f5d1a9f29,0.62,grounding_weakened,17344.9,single_cluster_consensus,0.95,location_uncertain_keep,0.68,33.4256595,132.7088906,459.1,0.9,strong,deprioritized,"竜王山"
398,"岳山",summit-candidate:5f3f2f47d84464c4,0.67,grounding_weakened,13483.3,single_cluster_consensus,0.96,boundary_plausible,0.73,33.4530897,132.7168465,605.2,0.8,strong,deprioritized,"一ヶ森"
399,"一ヶ森",summit-candidate:5f3f2f47d84464c4,0.67,grounding_weakened,12870.1,single_cluster_consensus,0.95,boundary_plausible,0.73,33.4530897,132.7168465,605.2,8.3,strong,deprioritized,"一ヶ森"
400,"愛の森",summit-candidate:62d2811f5d1a9f29,0.69,grounding_weakened,13981.6,single_cluster_consensus,0.95,location_uncertain_keep,0.75,33.4256595,132.7088906,459.1,6.9,strong,deprioritized,"竜王山"
401,"京の森",summit-candidate:13aa9354da4eb6d6,0.63,grounding_weakened,5947.3,single_cluster_consensus,0.94,location_uncertain_keep,0.69,33.5055365,132.6868759,572.4,27.4,strong,deprioritized,"京の森・大迫山"
402,"大迫山",summit-candidate:13aa9354da4eb6d6,0.63,grounding_weakened,6823.2,single_cluster_consensus,0.94,location_uncertain_keep,0.69,33.5055365,132.6868759,572.4,13.4,strong,deprioritized,"京の森・大迫山"
403,"船山",summit-candidate:2a670286f545beb2,0.44,grounding_weakened,9186.9,single_cluster_consensus,0.96,location_strong_match,0.5,33.6772505,132.9121114,910.6,0.6,none,deprioritized,"菊ヶ森・餓鬼ヶ森"
404,"コクゾ峰",summit-candidate:94e39d837730a5c7,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.6297301,132.7781689,822.6,1.4,strong,medium,"コクゾ峰"
405,"加塚山",summit-candidate:cdd4a9ba931c816e,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.1328174,132.6290592,1069.8,4.8,strong,medium,"加塚山"
406,"新谷神南山",summit-candidate:6342f0069cd164e8,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.5194593,132.6057323,649.2,4.8,strong,medium,"新谷神南山・五十崎神南山"
407,"五十崎神南山",summit-candidate:49147712961a83be,0.62,grounding_weakened,5166,single_cluster_consensus,0.99,location_uncertain_keep,0.68,33.5174638,132.6333302,709,1,strong,deprioritized,"新谷神南山・五十崎神南山"
408,"笠成山",summit-candidate:81081ef1b6e58a79,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.6509595,132.7915875,711,2,strong,medium,"笠成山"
409,"小屋山",summit-candidate:422a9e74717ca96d,0.69,grounding_weakened,18697.8,single_cluster_consensus,0.97,location_uncertain_keep,0.75,33.5012064,132.8649354,1341.5,2.5,strong,deprioritized,"小屋山・丸石山"
410,"丸石山",summit-candidate:422a9e74717ca96d,0.56,grounding_weakened,17858.1,single_cluster_consensus,0.95,location_uncertain_keep,0.62,33.5012064,132.8649354,1341.5,14.5,strong,deprioritized,"小屋山・丸石山"
411,"野地峰",summit-candidate:17a471cc45af2c05,0.62,grounding_weakened,10372,single_cluster_consensus,0.99,location_uncertain_keep,0.68,33.833662,133.4735407,1270.4,8.6,strong,deprioritized,"野地峰・黒岩山・大野山"
412,"黒岩山",summit-candidate:e93bba1998d4efb5,0.62,grounding_weakened,9872.7,single_cluster_consensus,0.96,location_uncertain_keep,0.68,33.8295237,133.4864513,1350,0,strong,deprioritized,"野地峰・黒岩山・大野山"
413,"大野山",summit-candidate:53bf856dccad5eab,0.67,grounding_weakened,14071.2,single_cluster_consensus,0.96,boundary_plausible,0.73,33.8369517,133.454669,1397.8,2.2,strong,deprioritized,"野地峰・黒岩山・大野山"
414,"水なし山",summit-candidate:403c0894babcf279,0.69,grounding_weakened,7725.6,single_cluster_consensus,0.95,location_uncertain_keep,0.75,33.5339268,132.9213872,1403.5,2.5,strong,deprioritized,"貝渚山・水なし山"
415,"貝渚山",summit-candidate:403c0894babcf279,0.63,grounding_weakened,8930,single_cluster_consensus,0.95,location_uncertain_keep,0.69,33.5339268,132.9213872,1403.5,18.5,strong,deprioritized,"貝渚山・水なし山"
416,"谷崎山",summit-candidate:0d157ed871f76807,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.8127427,133.2473801,1210.8,7.8,strong,medium,"谷崎山"
417,"東黒森",summit-candidate:20f1c44b99e3d708,0.69,grounding_weakly_supported,949.7,single_cluster_consensus,0.99,location_uncertain_keep,0.68,33.7826057,133.2367653,1731.1,1.9,strong,high,"東黒森"
418,"伊吹山",summit-candidate:e79e77da4bfd1f13,0.69,grounding_weakened,2273.8,single_cluster_consensus,0.99,location_uncertain_keep,0.75,33.7638082,133.1769575,1506.7,3.7,strong,deprioritized,"伊吹山"
419,"小牛城",summit-candidate:ba78489e4d448645,0.69,grounding_weakened,22700.7,single_cluster_consensus,0.94,location_uncertain_keep,0.75,33.4706698,132.9365377,1141.4,0.6,strong,deprioritized,"小牛城"
420,"正木ノ森",summit-candidate:1c085703f9a891aa,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.4903782,133.0130292,1363.1,1.9,strong,medium,"正木ノ森"
421,"五段城",summit-candidate:00dfcd8bd36a1f00,0.78,grounding_neutral,,no_evidence,,location_strong_match,0.78,33.4728129,132.9862432,1452.1,2.9,strong,medium,"五段城"
422,"天狗ノ森",summit-candidate:54dc6f5d29d60052,0.81,grounding_weakly_supported,349.5,single_cluster_consensus,0.98,location_uncertain_keep,0.68,33.4805132,133.0152222,1479.6,5.4,strong,high,"天狗ノ森 "
423,"鶴ノ子ノ頭",summit-candidate:65906dbbd6e5b747,0.63,grounding_weakened,5995.7,single_cluster_consensus,0.98,location_uncertain_keep,0.69,33.7605415,133.1358584,1647.7,10.7,strong,deprioritized,"鶴ノ子ノ頭・石鎚山"
424,"千秋寺山",summit-candidate:084fa7c9e55252dc,0.503,grounding_weakly_supported,983.5,single_cluster_consensus,0.95,location_strong_match,0.5,33.8667446,132.768519,165.8,8.8,none,high,"野津子山・軽ノ山"
425,"黒川山",summit-candidate:6b97922a3935a9a5,0.79,grounding_neutral,,no_evidence,,location_strong_match,0.79,33.7968869,133.1208698,1354.7,10.3,strong,medium,"前社ヶ森・剣山・黒川山"
426,"前社ヶ森",summit-candidate:109bc31ba8b3aa15,0.67,grounding_weakened,2970.6,single_cluster_consensus,0.98,location_strong_match,0.73,33.7755639,133.1209272,1627.1,35.1,strong,deprioritized,"前社ヶ森・剣山・黒川山"
427,"剣山",summit-candidate:109bc31ba8b3aa15,0.79,grounding_weakened,2249.1,single_cluster_consensus,0.98,location_strong_match,0.85,33.7755639,133.1209272,1627.1,0.1,strong,deprioritized,"前社ヶ森・剣山・黒川山"
428,"東光森山",summit-candidate:6358c7fb40ce841e,0.69,grounding_weakened,8363.1,single_cluster_consensus,0.97,location_uncertain_keep,0.75,33.8398487,133.4152863,1480.9,5.1,strong,deprioritized,"東光森山・別子山"
429,"別子山",summit-candidate:69652a1c97f3b2eb,0.69,grounding_weakened,5180.4,single_cluster_consensus,0.96,location_uncertain_keep,0.75,33.8353414,133.4313475,1369.4,4.6,strong,deprioritized,"東光森山・別子山"
430,"三ッ森山",summit-candidate:8f124a2a1de32654,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.8344836,133.3567357,1423.7,5.3,strong,medium,"三ッ森山・大座礼山"
431,"大座礼山",summit-candidate:20557338e1ab5de6,0.62,grounding_weakened,3904.2,single_cluster_consensus,0.99,location_uncertain_keep,0.68,33.8212475,133.3941804,1586.6,0.4,strong,deprioritized,"三ッ森山・大座礼山"
432,"三つ足山",summit-candidate:565ba3761956d9b3,0.73,grounding_weakened,7431,single_cluster_consensus,0.95,location_strong_match,0.79,33.8789795,133.544002,1426.6,25.4,strong,deprioritized,"大森山・佐々連尾山・三つ足山"
433,"大森山",summit-candidate:565ba3761956d9b3,0.79,grounding_weakened,9964.4,single_cluster_consensus,0.98,location_strong_match,0.85,33.8789795,133.544002,1426.6,6.4,strong,deprioritized,"大森山・佐々連尾山・三つ足山"
434,"佐々連尾山",summit-candidate:565ba3761956d9b3,0.73,grounding_weakened,11004.9,single_cluster_consensus,0.99,location_strong_match,0.79,33.8789795,133.544002,1426.6,22.6,strong,deprioritized,"大森山・佐々連尾山・三つ足山"
435,"東ノ冠岳",summit-candidate:b73a23fa4b3abc39,0.54,grounding_weakened,2578.5,single_cluster_consensus,0.97,location_strong_match,0.6,33.728215,133.1156537,1375.6,544.4,medium,deprioritized,"冠岳"
436,"大峰",summit-candidate:1946316119cd7251,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.4909198,132.330294,362.6,4.6,strong,medium,"大峰"
437,"堂堂山",summit-candidate:f3bf8b21a01f29ef,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.5004147,132.3547022,408.8,5.9,strong,medium,"堂堂山"
438,"堂所山",summit-candidate:192b785fe79890e5,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.3653822,132.4528183,592,1,strong,medium,"堂所山"
439,"天満山",summit-candidate:69652a1c97f3b2eb,0.34,grounding_weakened,3043.5,single_cluster_consensus,0.94,location_uncertain_keep,0.4,33.8353414,133.4313475,1369.4,9.4,none,deprioritized,"東光森山・別子山"
440,"霧立山",summit-candidate:b319c20dc9ecb5f1,0.79,grounding_neutral,,no_evidence,,location_strong_match,0.79,33.3272325,132.9014493,1106.7,10.7,strong,medium,"霧立山・地蔵山"
441,"地蔵山",summit-candidate:9fe4d21715424f17,0.79,grounding_neutral,,no_evidence,,location_strong_match,0.79,33.3120212,132.8936817,1139.8,13.8,strong,medium,"霧立山・地蔵山"
442,"天道ヶ頭",summit-candidate:8d1f2bd134bed04d,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.9910002,132.9850803,507.8,2.2,strong,medium,"天道ヶ頭"
443,"根太山",summit-candidate:b1bd2a482a691bd8,0.79,grounding_neutral,,no_evidence,,location_strong_match,0.79,33.4977228,132.5826447,286,13,strong,medium,"根太山"
444,"紅葉山",summit-candidate:6b62cbb916ef874d,0.79,grounding_weakened,2949.9,single_cluster_consensus,0.95,location_strong_match,0.85,33.4920833,132.5614224,371.3,4.7,strong,deprioritized,"梁瀬山・紅葉山"
445,"梁瀬山",summit-candidate:6b62cbb916ef874d,0.79,grounding_weakened,2443.9,single_cluster_consensus,0.97,location_strong_match,0.85,33.4920833,132.5614224,371.3,0.7,strong,deprioritized,"梁瀬山・紅葉山"
446,"池ノ城山",summit-candidate:f028aab45221cee6,0.73,grounding_weakened,14053.5,single_cluster_consensus,0.96,location_strong_match,0.79,33.6093279,132.8006087,599.1,10.1,strong,deprioritized,"池ノ城山"
447,"峠ヶ森",summit-candidate:e7b64a377534c79e,0.79,grounding_neutral,,no_evidence,,location_strong_match,0.79,33.1384517,132.4477537,217.5,15.5,strong,medium,"峠ヶ森"
448,"雨森山",summit-candidate:730e21bca5cdf60d,0.79,grounding_neutral,,no_evidence,,location_strong_match,0.79,33.1120886,132.4865753,312.3,10.3,strong,medium,"雨森山"
449,"御在所山",summit-candidate:17c3649ad9b147ce,0.69,grounding_weakened,13389.3,single_cluster_consensus,0.96,location_uncertain_keep,0.75,33.4376592,132.6335849,665.2,2.8,strong,deprioritized,"御在所山"
450,"高雄山",summit-candidate:a271a6c73ad11b69,0.62,grounding_weakened,25246.9,single_cluster_consensus,0.97,location_uncertain_keep,0.68,33.4270319,132.6809369,382.2,5.8,strong,deprioritized,"高雄山"
451,"陣が森岳",summit-candidate:1fd59e0e67624706,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.6266981,132.6808191,620.1,0.1,strong,medium,"陣が森岳"
452,"黒岩岳",summit-candidate:61304308f9a58d0d,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.654334,132.6895797,694.4,3.6,strong,medium,"黒岩岳"
453,"大判山",summit-candidate:fa9a4432fbf76027,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.3926301,132.5594513,791.3,6.7,strong,medium,"大判山"
454,"竜王の峰",summit-candidate:51c8bc6a368c422c,0.79,grounding_weakened,12715,single_cluster_consensus,0.95,location_strong_match,0.85,33.3475127,132.4815915,542.5,8.5,strong,deprioritized,"竜王の峰"
455,"船ヶ迫岳",summit-candidate:4a22801b12460992,0.67,grounding_weakened,5638.5,single_cluster_consensus,0.96,location_strong_match,0.73,33.6034415,132.6564373,676.6,45.6,strong,deprioritized,"船ヶ迫岳・鎌倉山"
456,"鎌倉山",summit-candidate:4a22801b12460992,0.79,grounding_weakened,5028.3,single_cluster_consensus,0.98,location_strong_match,0.85,33.6034415,132.6564373,676.6,4.4,strong,deprioritized,"船ヶ迫岳・鎌倉山"
457,"槇ノ山",summit-candidate:f39b40bd0d9b0192,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.2533161,132.5564232,433.2,5.8,strong,medium,"槇ノ山"
458,"遠見山",summit-candidate:e55456349660bd14,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.2720922,132.5543833,325.4,3.4,strong,medium,"遠見山"
459,"高森山",summit-candidate:a9b00b48e0c94eab,0.73,grounding_neutral,1041,single_cluster_consensus,0.96,boundary_plausible,0.73,33.3270345,132.5414704,631.9,2.1,strong,high,"高森山"
460,"牛の峰",summit-candidate:bd8fda9e743f2008,0.79,grounding_neutral,,no_evidence,,location_strong_match,0.79,33.54274,132.4754911,681.2,21.2,strong,medium,"牛の峰・尻高峰"
461,"尻高峰",summit-candidate:6adfa15b8dbd8966,0.67,grounding_neutral,1419.3,single_cluster_consensus,0.97,location_strong_match,0.67,33.5381203,132.4689665,757,191,strong,high,"牛の峰・尻高峰"
462,"鞍掛山",summit-candidate:6b19d2116121b615,0.69,grounding_weakened,3127.5,single_cluster_consensus,0.96,location_uncertain_keep,0.75,33.4883211,132.4618686,624.4,4.6,strong,deprioritized,"鞍掛山"
463,"大畑山",summit-candidate:bb84b00f3a929195,0.62,grounding_weakened,13140.9,single_cluster_consensus,0.95,location_uncertain_keep,0.68,33.4309452,132.482212,642.6,2.4,strong,deprioritized,"大畑山"
464,"飯之山",summit-candidate:6756239601754708,0.817,grounding_weakly_supported,562.8,single_cluster_consensus,0.95,location_strong_match,0.73,33.4692555,132.4112445,358.2,38.2,strong,high,"権現山"
465,"権現山",summit-candidate:6756239601754708,0.85,grounding_neutral,1915.4,single_cluster_consensus,0.94,location_strong_match,0.85,33.4692555,132.4112445,358.2,5.8,strong,medium,"権現山"
466,"大森山",summit-candidate:b3cf76c035511afe,0.69,grounding_weakened,18509.3,single_cluster_consensus,0.96,location_uncertain_keep,0.75,33.5171137,132.7257366,737.4,8.4,strong,deprioritized,"大森山"
467,"高森山",summit-candidate:f55ffb534aa2ae4c,0.79,grounding_weakened,24499.9,single_cluster_consensus,0.98,location_strong_match,0.85,33.5133814,132.7770265,826,7,strong,deprioritized,"高森山・町木山・寒台山・鎧掛山"
468,"町木山",summit-candidate:19ab381ef6c337af,0.79,grounding_neutral,,no_evidence,,location_strong_match,0.79,33.5275826,132.7817668,993.1,11.1,strong,medium,"高森山・町木山・寒台山・鎧掛山"
469,"寒台山",summit-candidate:428f403ddcc5a31a,0.62,grounding_weakened,3896,single_cluster_consensus,0.95,location_uncertain_keep,0.68,33.5404689,132.7754857,904.8,9.8,strong,deprioritized,"高森山・町木山・寒台山・鎧掛山"
470,"鎧掛山",summit-candidate:5f31b84e049f61fa,0.73,grounding_weakened,24073.2,single_cluster_consensus,0.96,location_strong_match,0.79,33.525575,132.750723,798.3,10.3,strong,deprioritized,"高森山・町木山・寒台山・鎧掛山"
471,"花見山",summit-candidate:5f001ac124f82ef6,0.38,grounding_weakened,8118.2,single_cluster_consensus,0.94,location_strong_match,0.44,33.8685926,132.7153244,41.1,18.1,none,deprioritized,"西港山・大丸山・港山"
472,"剣ノ山",summit-candidate:78274ad93e160452,0.67,grounding_weakened,13599,single_cluster_consensus,0.97,location_strong_match,0.73,33.8838209,133.660917,1152.4,47.5,strong,deprioritized,"剣ノ山・三傍示山・塩塚峰"
473,"三傍示山",summit-candidate:78274ad93e160452,0.79,grounding_weakened,12264.9,single_cluster_consensus,0.98,location_strong_match,0.85,33.8838209,133.660917,1152.4,4.6,strong,deprioritized,"剣ノ山・三傍示山・塩塚峰"
474,"塩塚峰",summit-candidate:737ce2580de91527,0.69,grounding_weakened,6637.3,single_cluster_consensus,0.99,location_uncertain_keep,0.75,33.9263671,133.6759094,1041.1,1.9,strong,deprioritized,"剣ノ山・三傍示山・塩塚峰"
475,"登議城山",summit-candidate:9fe27d7d4a51aa70,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.590232,132.798511,649.2,5.8,strong,medium,"登議城山"
476,"愛宕山",summit-candidate:c6ea08c2953b4cb8,0.79,grounding_neutral,,no_evidence,,location_strong_match,0.79,33.5709203,132.8411558,369.3,12.3,strong,medium,"愛宕山"
477,"笠松山東峰",summit-candidate:8f25ad4ff380df77,0.73,grounding_weakened,2334.3,single_cluster_consensus,0.95,location_strong_match,0.79,33.9820342,133.0334752,346.9,19.9,strong,deprioritized,"世田山・笠松山東峰・笠松山"
478,"尻割山",summit-candidate:e8b129f70e703be5,0.73,grounding_neutral,1754.9,single_cluster_consensus,0.96,location_strong_match,0.73,33.1828203,132.5956974,949.9,30.1,strong,high,"権現山"
479,"四本松",summit-candidate:e8b129f70e703be5,0.61,grounding_weakened,2795.2,single_cluster_consensus,0.95,location_strong_match,0.67,33.1828203,132.5956974,949.9,228.9,strong,deprioritized,"権現山"
480,"権現山",summit-candidate:e8b129f70e703be5,0.904,grounding_weakly_supported,731.9,single_cluster_consensus,0.98,location_strong_match,0.85,33.1828203,132.5956974,949.9,2.1,strong,medium,"権現山"
481,"呉石山",summit-candidate:784df3690acb5365,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.9710941,133.6468525,833.5,7.5,strong,medium,"呉石山"
482,"峰畑山",summit-candidate:eb031d650d8e9a7a,0.78,grounding_neutral,,no_evidence,,location_strong_match,0.78,33.9835402,133.681909,753.8,6.8,strong,medium,"峰畑山"
483,"白木山",summit-candidate:ab39145b6a448b8d,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.9386003,133.5857961,617.4,6.6,strong,medium,"白木山"
484,"軽ノ山",summit-candidate:084fa7c9e55252dc,0.79,grounding_weakened,13052.1,single_cluster_consensus,0.94,location_strong_match,0.85,33.8667446,132.768519,165.8,5.2,strong,deprioritized,"野津子山・軽ノ山"
485,"野津子山",summit-candidate:084fa7c9e55252dc,0.73,grounding_weakened,12642.9,single_cluster_consensus,0.94,location_strong_match,0.79,33.8667446,132.768519,165.8,21.8,strong,deprioritized,"野津子山・軽ノ山"
486,"長山",summit-candidate:c246a8edb72dbebb,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.294387,132.8359236,939.7,0.7,strong,medium,"長山"
487,"高研山",summit-candidate:314bd84876bc3fc3,0.79,grounding_neutral,,no_evidence,,location_strong_match,0.79,33.3677949,132.8609245,1065.8,10.8,strong,medium,"高研山"
488,"大ノ森",summit-candidate:777bcc5c6ed2c27e,0.79,grounding_weakened,16256.8,single_cluster_consensus,0.96,location_strong_match,0.85,33.7182406,133.056812,1317.5,2.6,strong,deprioritized,"大ノ森"
489,"雨乞山",summit-candidate:f760bededfedfc09,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.5377687,132.8255571,1215.7,2.7,strong,medium,"雨乞山・妙見森"
490,"妙見森",summit-candidate:118b217506eb653f,0.79,grounding_weakened,4973.4,single_cluster_consensus,0.96,location_strong_match,0.85,33.5274365,132.8527908,1334.5,9.5,strong,deprioritized,"雨乞山・妙見森"
