mountain_no,mountain_name,candidate_count,top_summit_candidate_id,top_score,top_confidence,top_track_name,top_source_gpx_basename,candidate_center_municipality,mountain_source_municipality,candidate_municipality_stability,location_stability_bucket,municipality_relation,center_distance_to_boundary_m,all_cardinal_1km_same,distance_stable_interior,location_stability_review_priority,review_reason_codes,notes
120,"ちち山",9,summit-candidate:453327d51d16e202,0.7500,medium,"丸山・ちち山・笹ヶ峰","yamap_2026-05-06_07_28.gpx","","西条市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,1.939,false,false,medium,"top_3_with_evidence","mountain=ちち山(#120); candidate=summit-candidate:453327d51d16e202; track=""丸山・ちち山・笹ヶ峰""; score=0.75; name_tier=strong; ele_diff=4.03m; loc=strong_overlap; act_conf=high"
121,"笹ヶ峰",15,summit-candidate:453327d51d16e202,0.7500,medium,"丸山・ちち山・笹ヶ峰","yamap_2026-05-06_07_28.gpx","","西条市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,1.939,false,false,medium,"top_3_with_evidence","mountain=笹ヶ峰(#121); candidate=summit-candidate:453327d51d16e202; track=""丸山・ちち山・笹ヶ峰""; score=0.75; name_tier=strong; ele_diff=9.03m; loc=strong_overlap; act_conf=high"
122,"松軒山",19,summit-candidate:51a919059b1a6dbb,0.4000,low,"由良山","yamap_2023-01-10_10_30.gpx","","愛南町",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,2.41,false,false,high,"top_1_but_ambiguous","mountain=松軒山(#122); candidate=summit-candidate:51a919059b1a6dbb; track=""由良山""; score=0.4; name_tier=none; ele_diff=4.63m; loc=strong_overlap; act_conf=high"
123,"三山",25,summit-candidate:35b464661fa62df9,0.6800,medium,"三山","yamap_2022-09-15_09_20.gpx","上島町","",near_boundary,missing_location_evidence,missing_mountain_municipality,629.958,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=三山(#123); candidate=summit-candidate:35b464661fa62df9; track=""三山""; score=0.68; name_tier=strong; ele_diff=1.7m; loc=mismatch_warning; act_conf=high"
124,"伊勢山",17,summit-candidate:bd145a45a7d01b99,0.6800,medium,"伊勢山","yamap_2022-09-15_11_02.gpx","上島町","",near_boundary,missing_location_evidence,missing_mountain_municipality,68.525,false,false,high,"top_1_but_ambiguous","mountain=伊勢山(#124); candidate=summit-candidate:bd145a45a7d01b99; track=""伊勢山""; score=0.68; name_tier=strong; ele_diff=4.06m; loc=mismatch_warning; act_conf=high"
125,"久司山",23,summit-candidate:507809fc1a4b9e4e,0.6800,medium,"久司山","yamap_2022-09-15_11_50.gpx","上島町","",near_boundary,missing_location_evidence,missing_mountain_municipality,412.671,false,false,high,"top_1_but_ambiguous","mountain=久司山(#125); candidate=summit-candidate:507809fc1a4b9e4e; track=""久司山""; score=0.68; name_tier=strong; ele_diff=5.33m; loc=mismatch_warning; act_conf=high"
126,"石灰山",28,summit-candidate:35b464661fa62df9,0.5000,low,"三山","yamap_2022-09-15_09_20.gpx","上島町","",near_boundary,missing_location_evidence,missing_mountain_municipality,629.958,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=石灰山(#126); candidate=summit-candidate:35b464661fa62df9; track=""三山""; score=0.5; name_tier=strong; ele_diff=107.3m; loc=mismatch_warning; act_conf=high"
127,"古法皇山",31,summit-candidate:4d0f5f75da9165b8,0.6800,medium,"石灰山・古法皇山","yamap_2022-09-15_12_35.gpx","上島町","",near_boundary,missing_location_evidence,missing_mountain_municipality,522.815,false,false,high,"top_1_but_ambiguous","mountain=古法皇山(#127); candidate=summit-candidate:4d0f5f75da9165b8; track=""石灰山・古法皇山""; score=0.68; name_tier=strong; ele_diff=9.25m; loc=mismatch_warning; act_conf=high"
128,"狩江権現山",29,summit-candidate:ef5127a689eaf48a,0.6700,medium,"極山","yamap_2022-09-20_14_24.gpx","西予市","西予市",stable_interior,location_strong_match,same_municipality,2682.745,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=狩江権現山(#128); candidate=summit-candidate:ef5127a689eaf48a; track=""極山""; score=0.57; name_tier=strong; ele_diff=95.41m; loc=strong_overlap; act_conf=high"
129,"極山",13,summit-candidate:ef5127a689eaf48a,0.8500,medium,"極山","yamap_2022-09-20_14_24.gpx","西予市","西予市",stable_interior,location_strong_match,same_municipality,2682.745,true,true,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=極山(#129); candidate=summit-candidate:ef5127a689eaf48a; track=""極山""; score=0.75; name_tier=strong; ele_diff=1.59m; loc=strong_overlap; act_conf=high"
130,"高文殊山",26,summit-candidate:3a1a951de82d4254,0.8500,medium,"高文殊山","yamap_2022-09-21_13_09.gpx","四国中央市","四国中央市",stable_interior,location_strong_match,same_municipality,2247.681,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=高文殊山(#130); candidate=summit-candidate:3a1a951de82d4254; track=""高文殊山""; score=0.75; name_tier=strong; ele_diff=6.89m; loc=strong_overlap; act_conf=high"
131,"三本榎",28,summit-candidate:8251283605282249,0.6800,medium,"三本榎","yamap_2022-09-26_12_07.gpx","今治市","",near_boundary,missing_location_evidence,missing_mountain_municipality,417.556,false,false,high,"top_1_but_ambiguous","mountain=三本榎(#131); candidate=summit-candidate:8251283605282249; track=""三本榎""; score=0.68; name_tier=strong; ele_diff=9.53m; loc=mismatch_warning; act_conf=high"
132,"鏡山",23,summit-candidate:588c967023117267,0.6200,medium,"鏡山","yamap_2022-09-26_14_04.gpx","今治市","",near_boundary,missing_location_evidence,missing_mountain_municipality,504.31,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=鏡山(#132); candidate=summit-candidate:588c967023117267; track=""鏡山""; score=0.62; name_tier=strong; ele_diff=10.52m; loc=mismatch_warning; act_conf=high"
133,"戸祇御前山",18,summit-candidate:7bda9ba8d2b47d6e,0.8500,medium,"戸祇御前山","yamap_2022-10-01_08_30.gpx","鬼北町","鬼北町",near_boundary,location_strong_match,same_municipality,254.765,false,false,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=戸祇御前山(#133); candidate=summit-candidate:7bda9ba8d2b47d6e; track=""戸祇御前山""; score=0.75; name_tier=strong; ele_diff=1.35m; loc=strong_overlap; act_conf=high"
134,"雄甲山",25,summit-candidate:82d3009a6c1b2511,0.7900,medium,"雄甲山・雌甲山","yamap_2022-10-03_14_57.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,2791.794,true,true,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=雄甲山(#134); candidate=summit-candidate:82d3009a6c1b2511; track=""雄甲山・雌甲山""; score=0.69; name_tier=strong; ele_diff=20.04m; loc=strong_overlap; act_conf=high"
135,"雌甲山",19,summit-candidate:82d3009a6c1b2511,0.7900,medium,"雄甲山・雌甲山","yamap_2022-10-03_14_57.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,2791.794,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=雌甲山(#135); candidate=summit-candidate:82d3009a6c1b2511; track=""雄甲山・雌甲山""; score=0.69; name_tier=strong; ele_diff=29.96m; loc=strong_overlap; act_conf=high"
136,"泉ガ森",14,summit-candidate:ff0e7de3b62f5ed8,0.6800,medium,"泉ガ森","yamap_2022-10-04_12_47.gpx","","鬼北町",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,10.268,false,false,high,"top_1_but_ambiguous","mountain=泉ガ森(#136); candidate=summit-candidate:ff0e7de3b62f5ed8; track=""泉ガ森""; score=0.68; name_tier=strong; ele_diff=5.35m; loc=mismatch_warning; act_conf=high"
137,"東山",23,summit-candidate:5c9365b2a5a9c97f,0.6700,medium,"星岡山","yamap_2022-12-31_15_00.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,2777.214,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=東山(#137); candidate=summit-candidate:5c9365b2a5a9c97f; track=""星岡山""; score=0.57; name_tier=strong; ele_diff=1322.97m; loc=strong_overlap; act_conf=high"
138,"前赤石山",14,summit-candidate:2b7cce23b57844a5,0.6900,medium,"東山・西赤石山・物住頭・前赤石山・東赤石山・八巻山","yamap_2022-10-08_06_12.gpx","","新居浜市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,4.478,false,false,high,"top_candidate_for_multiple_mountains","mountain=前赤石山(#138); candidate=summit-candidate:2b7cce23b57844a5; track=""東山・西赤石山・物住頭・前赤石山・東赤石山・八巻山""; score=0.69; name_tier=strong; ele_diff=22.13m; loc=strong_overlap; act_conf=high"
139,"黒崎山",15,summit-candidate:541ec86327b86307,0.5600,medium,"黒崎山","yamap_2022-10-11_15_15.gpx","松山市","",near_boundary,missing_location_evidence,missing_mountain_municipality,137.959,false,false,high,"top_1_but_ambiguous","mountain=黒崎山(#139); candidate=summit-candidate:541ec86327b86307; track=""黒崎山""; score=0.56; name_tier=strong; ele_diff=32.02m; loc=mismatch_warning; act_conf=high"
140,"高戸山",25,summit-candidate:aadeb26cf0359691,0.6800,medium,"高戸山","yamap_2022-10-14_12_05.gpx","松山市","",near_boundary,missing_location_evidence,missing_mountain_municipality,481.72,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=高戸山(#140); candidate=summit-candidate:aadeb26cf0359691; track=""高戸山""; score=0.68; name_tier=strong; ele_diff=2.33m; loc=mismatch_warning; act_conf=high"
141,"犬吠山",26,summit-candidate:cc3fbb2358d0d4fc,0.6800,medium,"犬吠山","yamap_2022-10-14_13_01.gpx","松山市","",near_boundary,missing_location_evidence,missing_mountain_municipality,386.179,false,false,high,"top_1_but_ambiguous","mountain=犬吠山(#141); candidate=summit-candidate:cc3fbb2358d0d4fc; track=""犬吠山""; score=0.68; name_tier=strong; ele_diff=3.59m; loc=mismatch_warning; act_conf=high"
142,"泰の山",25,summit-candidate:aadeb26cf0359691,0.6800,medium,"高戸山","yamap_2022-10-14_12_05.gpx","松山市","",near_boundary,missing_location_evidence,missing_mountain_municipality,481.72,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=泰の山(#142); candidate=summit-candidate:aadeb26cf0359691; track=""高戸山""; score=0.68; name_tier=strong; ele_diff=2.33m; loc=mismatch_warning; act_conf=high"
143,"中三方ヶ森",29,summit-candidate:17b2365d322cd022,0.7900,medium,"楢原山・古権現山・中三方ヶ森","yamap_2022-10-16_10_19.gpx","今治市","今治市",near_boundary,location_strong_match,same_municipality,26.822,false,false,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=中三方ヶ森(#143); candidate=summit-candidate:17b2365d322cd022; track=""楢原山・古権現山・中三方ヶ森""; score=0.69; name_tier=strong; ele_diff=16.37m; loc=strong_overlap; act_conf=high"
144,"古権現山",31,summit-candidate:0c2609d9e7e31a00,0.8500,medium,"楢原山・古権現山・中三方ヶ森","yamap_2022-10-16_10_19.gpx","今治市","今治市",stable_interior,location_strong_match,same_municipality,1917.167,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=古権現山(#144); candidate=summit-candidate:0c2609d9e7e31a00; track=""楢原山・古権現山・中三方ヶ森""; score=0.75; name_tier=strong; ele_diff=9.42m; loc=strong_overlap; act_conf=high"
145,"楢原山",17,summit-candidate:c7ac7ff98cacc074,0.8500,medium,"楢原山・古権現山・中三方ヶ森","yamap_2022-10-16_10_19.gpx","今治市","今治市",stable_interior,location_strong_match,same_municipality,2151.142,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=楢原山(#145); candidate=summit-candidate:c7ac7ff98cacc074; track=""楢原山・古権現山・中三方ヶ森""; score=0.75; name_tier=strong; ele_diff=3.03m; loc=strong_overlap; act_conf=high"
146,"西港山",14,summit-candidate:bf2b3499e08da2df,0.8500,medium,"西港山・大丸山・港山","yamap_2022-10-19_16_00.gpx","松山市","松山市",near_boundary,location_strong_match,same_municipality,94.781,false,false,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=西港山(#146); candidate=summit-candidate:bf2b3499e08da2df; track=""西港山・大丸山・港山""; score=0.75; name_tier=strong; ele_diff=4.12m; loc=strong_overlap; act_conf=high"
147,"大丸山",24,summit-candidate:a9a2a270fb6273fe,0.7900,medium,"西港山・大丸山・港山","yamap_2022-10-19_16_00.gpx","松山市","松山市",near_boundary,location_strong_match,same_municipality,191.101,false,false,high,"top_1_but_ambiguous","mountain=大丸山(#147); candidate=summit-candidate:a9a2a270fb6273fe; track=""西港山・大丸山・港山""; score=0.69; name_tier=strong; ele_diff=12.22m; loc=strong_overlap; act_conf=high"
148,"港山",13,summit-candidate:5f001ac124f82ef6,0.8500,medium,"西港山・大丸山・港山","yamap_2022-10-19_16_00.gpx","松山市","松山市",near_boundary,location_strong_match,same_municipality,107.054,false,false,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=港山(#148); candidate=summit-candidate:5f001ac124f82ef6; track=""西港山・大丸山・港山""; score=0.75; name_tier=strong; ele_diff=0.92m; loc=strong_overlap; act_conf=high"
149,"すくも山",14,summit-candidate:f676e5a22f523492,0.6700,medium,"愛ノ山","yamap_2022-10-21_12_15.gpx","西条市","西条市",stable_interior,location_strong_match,same_municipality,6214.891,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=すくも山(#149); candidate=summit-candidate:f676e5a22f523492; track=""愛ノ山""; score=0.57; name_tier=strong; ele_diff=170.39m; loc=strong_overlap; act_conf=high"
150,"愛ノ山",21,summit-candidate:f676e5a22f523492,0.7900,medium,"愛ノ山","yamap_2022-10-21_12_15.gpx","西条市","西条市",stable_interior,location_strong_match,same_municipality,6214.891,true,true,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=愛ノ山(#150); candidate=summit-candidate:f676e5a22f523492; track=""愛ノ山""; score=0.69; name_tier=strong; ele_diff=13.39m; loc=strong_overlap; act_conf=high"
151,"冨士山",22,summit-candidate:9d447faef6efe2ab,0.7900,medium,"冨士山","yamap_2022-10-27_13_37.gpx","大洲市","大洲市",stable_interior,location_strong_match,same_municipality,6269.082,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=冨士山(#151); candidate=summit-candidate:9d447faef6efe2ab; track=""冨士山""; score=0.69; name_tier=strong; ele_diff=15.75m; loc=strong_overlap; act_conf=high"
152,"割石峠山",22,summit-candidate:45f2c6fc88212acd,0.6900,medium,"割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山","yamap_2022-10-28_06_21.gpx","","東温市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,0.672,false,false,high,"top_1_but_ambiguous","mountain=割石峠山(#152); candidate=summit-candidate:45f2c6fc88212acd; track=""割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山""; score=0.69; name_tier=strong; ele_diff=22.54m; loc=strong_overlap; act_conf=high"
153,"石墨山",21,summit-candidate:9f01494435790d72,0.5700,medium,"割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山","yamap_2022-10-28_06_21.gpx","久万高原町","東温市",stable_cardinal_1km_same,adjacent_but_deep_inside,adjacent_municipality,745.846,true,false,low,"adjacent_but_deep_inside","mountain=石墨山(#153); candidate=summit-candidate:9f01494435790d72; track=""割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山""; score=0.62; name_tier=strong; ele_diff=18.17m; loc=mismatch_warning; act_conf=high"
154,"法師山",14,summit-candidate:25e47e34740282d2,0.7500,medium,"割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山","yamap_2022-10-28_06_21.gpx","","東温市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,10.756,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=法師山(#154); candidate=summit-candidate:25e47e34740282d2; track=""割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山""; score=0.75; name_tier=strong; ele_diff=3.35m; loc=strong_overlap; act_conf=high"
155,"白猪山",24,summit-candidate:5cb1fa3d9dcf60f5,0.6300,medium,"割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山","yamap_2022-10-28_06_21.gpx","","東温市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,10.256,false,false,medium,"top_3_with_evidence","mountain=白猪山(#155); candidate=summit-candidate:5cb1fa3d9dcf60f5; track=""割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山""; score=0.63; name_tier=strong; ele_diff=35.1m; loc=strong_overlap; act_conf=high"
156,"梅ヶ谷山",16,summit-candidate:25e47e34740282d2,0.7500,medium,"割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山","yamap_2022-10-28_06_21.gpx","","東温市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,10.756,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=梅ヶ谷山(#156); candidate=summit-candidate:25e47e34740282d2; track=""割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山""; score=0.75; name_tier=strong; ele_diff=2.65m; loc=strong_overlap; act_conf=high"
157,"樽谷山",23,summit-candidate:16e9de2bedeb2d1c,0.7500,medium,"割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山","yamap_2022-10-28_06_21.gpx","","東温市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,3.279,false,false,high,"top_1_but_ambiguous","mountain=樽谷山(#157); candidate=summit-candidate:16e9de2bedeb2d1c; track=""割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山""; score=0.75; name_tier=strong; ele_diff=2.6m; loc=strong_overlap; act_conf=high"
158,"根無山",27,summit-candidate:5cb1fa3d9dcf60f5,0.7500,medium,"割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山","yamap_2022-10-28_06_21.gpx","","東温市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,10.256,false,false,high,"top_1_but_ambiguous","mountain=根無山(#158); candidate=summit-candidate:5cb1fa3d9dcf60f5; track=""割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山""; score=0.75; name_tier=strong; ele_diff=3.9m; loc=strong_overlap; act_conf=high"
159,"権現山",40,summit-candidate:cf97b8470d2ed1d7,0.7500,medium,"権現山・黒岳・エビラ山・二ッ岳","yamap_2022-11-05_04_38.gpx","","新居浜市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,1.902,false,false,high,"top_1_but_ambiguous","mountain=権現山(#159); candidate=summit-candidate:cf97b8470d2ed1d7; track=""権現山・黒岳・エビラ山・二ッ岳""; score=0.75; name_tier=strong; ele_diff=9.75m; loc=strong_overlap; act_conf=high"
160,"黒岳",14,summit-candidate:ffa6a88e4e680fd5,0.7500,medium,"権現山・黒岳・エビラ山・二ッ岳","yamap_2022-11-05_04_38.gpx","","新居浜市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,3.496,false,false,high,"top_1_but_ambiguous","mountain=黒岳(#160); candidate=summit-candidate:ffa6a88e4e680fd5; track=""権現山・黒岳・エビラ山・二ッ岳""; score=0.75; name_tier=strong; ele_diff=9m; loc=strong_overlap; act_conf=high"
161,"エビラ山",14,summit-candidate:09547fd48f24d064,0.8500,medium,"権現山・黒岳・エビラ山・二ッ岳","yamap_2022-11-05_04_38.gpx","新居浜市","新居浜市",near_boundary,location_strong_match,same_municipality,82.993,false,false,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=エビラ山(#161); candidate=summit-candidate:09547fd48f24d064; track=""権現山・黒岳・エビラ山・二ッ岳""; score=0.75; name_tier=strong; ele_diff=0.67m; loc=strong_overlap; act_conf=high"
162,"二ッ岳",15,summit-candidate:09547fd48f24d064,0.7900,medium,"権現山・黒岳・エビラ山・二ッ岳","yamap_2022-11-05_04_38.gpx","新居浜市","新居浜市",near_boundary,location_strong_match,same_municipality,82.993,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=二ッ岳(#162); candidate=summit-candidate:09547fd48f24d064; track=""権現山・黒岳・エビラ山・二ッ岳""; score=0.69; name_tier=strong; ele_diff=25.33m; loc=strong_overlap; act_conf=high"
163,"鹿島山",25,summit-candidate:e4fbd033b13d73ce,0.7900,medium,"鹿島山","yamap_2022-11-07_12_37.gpx","松山市","松山市",near_boundary,location_strong_match,same_municipality,156.326,false,false,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=鹿島山(#163); candidate=summit-candidate:e4fbd033b13d73ce; track=""鹿島山""; score=0.69; name_tier=strong; ele_diff=14.81m; loc=strong_overlap; act_conf=high"
164,"出石山",15,summit-candidate:615a70cf4401199b,0.6900,medium,"出石山","yamap_2022-11-14_13_02.gpx","","大洲市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,11.151,false,false,high,"top_1_but_ambiguous","mountain=出石山(#164); candidate=summit-candidate:615a70cf4401199b; track=""出石山""; score=0.69; name_tier=strong; ele_diff=10.64m; loc=strong_overlap; act_conf=high"
165,"綱繰山",17,summit-candidate:53d0e375c60814f6,0.8500,medium,"銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平","yamap_2022-11-26_04_41.gpx","新居浜市","新居浜市",stable_interior,location_strong_match,same_municipality,3682.843,true,true,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=綱繰山(#165); candidate=summit-candidate:53d0e375c60814f6; track=""銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平""; score=0.75; name_tier=strong; ele_diff=8.01m; loc=strong_overlap; act_conf=high"
166,"獅子舞の鼻",13,summit-candidate:53d0e375c60814f6,0.7900,medium,"銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平","yamap_2022-11-26_04_41.gpx","新居浜市","新居浜市",stable_interior,location_strong_match,same_municipality,3682.843,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=獅子舞の鼻(#166); candidate=summit-candidate:53d0e375c60814f6; track=""銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平""; score=0.69; name_tier=strong; ele_diff=24.01m; loc=strong_overlap; act_conf=high"
167,"冠山",14,summit-candidate:006436491de34784,0.8500,medium,"銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平","yamap_2022-11-26_04_41.gpx","新居浜市","新居浜市",near_boundary,location_strong_match,same_municipality,12.494,false,false,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=冠山(#167); candidate=summit-candidate:006436491de34784; track=""銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平""; score=0.75; name_tier=strong; ele_diff=1.39m; loc=strong_overlap; act_conf=high"
168,"遠ヶ森",12,summit-candidate:02fa4cfab6fa90d3,0.7500,medium,"遠ヶ森","yamap_2022-12-12_08_41.gpx","","松山市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,11.4,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=遠ヶ森(#168); candidate=summit-candidate:02fa4cfab6fa90d3; track=""遠ヶ森""; score=0.75; name_tier=strong; ele_diff=3.47m; loc=strong_overlap; act_conf=high"
169,"扇山",21,summit-candidate:9acc21860aa8a208,0.8500,medium,"扇山","yamap_2022-12-12_10_30.gpx","砥部町","砥部町",stable_interior,location_strong_match,same_municipality,1282.946,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=扇山(#169); candidate=summit-candidate:9acc21860aa8a208; track=""扇山""; score=0.75; name_tier=strong; ele_diff=7m; loc=strong_overlap; act_conf=high"
170,"高山",27,summit-candidate:101c1b0635c0bec0,0.8500,medium,"高山","yamap_2022-12-25_10_09.gpx","今治市","今治市",near_boundary,location_strong_match,same_municipality,263.16,false,false,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=高山(#170); candidate=summit-candidate:101c1b0635c0bec0; track=""高山""; score=0.75; name_tier=strong; ele_diff=3.33m; loc=strong_overlap; act_conf=high"
171,"塔ノ峰",22,summit-candidate:101c1b0635c0bec0,0.7900,medium,"高山","yamap_2022-12-25_10_09.gpx","今治市","今治市",near_boundary,location_strong_match,same_municipality,263.16,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=塔ノ峰(#171); candidate=summit-candidate:101c1b0635c0bec0; track=""高山""; score=0.69; name_tier=strong; ele_diff=18.33m; loc=strong_overlap; act_conf=high"
172,"海山",19,summit-candidate:101c1b0635c0bec0,0.7900,medium,"高山","yamap_2022-12-25_10_09.gpx","今治市","今治市",near_boundary,location_strong_match,same_municipality,263.16,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=海山(#172); candidate=summit-candidate:101c1b0635c0bec0; track=""高山""; score=0.69; name_tier=strong; ele_diff=23.33m; loc=strong_overlap; act_conf=high"
173,"近見山",26,summit-candidate:d5b708b4d3aa86a0,0.8500,medium,"近見山","yamap_2022-12-25_11_41.gpx","今治市","今治市",stable_interior,location_strong_match,same_municipality,1824.483,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=近見山(#173); candidate=summit-candidate:d5b708b4d3aa86a0; track=""近見山""; score=0.75; name_tier=strong; ele_diff=4.14m; loc=strong_overlap; act_conf=high"
174,"唐子山",26,summit-candidate:71f4bbfe52f75585,0.8500,medium,"唐子山","yamap_2022-12-25_12_44.gpx","今治市","今治市",near_boundary,location_strong_match,same_municipality,705.102,false,false,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=唐子山(#174); candidate=summit-candidate:71f4bbfe52f75585; track=""唐子山""; score=0.75; name_tier=strong; ele_diff=3.92m; loc=strong_overlap; act_conf=high"
175,"医王山",24,summit-candidate:1ed32ce6414c2781,0.7500,medium,"医王山","yamap_2022-12-25_13_36.gpx","","西条市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,3.859,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=医王山(#175); candidate=summit-candidate:1ed32ce6414c2781; track=""医王山""; score=0.75; name_tier=strong; ele_diff=1.62m; loc=strong_overlap; act_conf=high"
176,"永納山(永納山城址)",28,summit-candidate:101c1b0635c0bec0,0.7300,medium,"高山","yamap_2022-12-25_10_09.gpx","今治市","西条市",near_boundary,boundary_plausible,adjacent_municipality,263.16,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=永納山(永納山城址)(#176); candidate=summit-candidate:101c1b0635c0bec0; track=""高山""; score=0.68; name_tier=strong; ele_diff=0.33m; loc=mismatch_warning; act_conf=high"
177,"佐々久山",18,summit-candidate:1ed32ce6414c2781,0.6300,medium,"医王山","yamap_2022-12-25_13_36.gpx","","西条市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,3.859,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=佐々久山(#177); candidate=summit-candidate:1ed32ce6414c2781; track=""医王山""; score=0.63; name_tier=strong; ele_diff=42.38m; loc=strong_overlap; act_conf=high"
