mountain_no,mountain_name,candidate_count,top_summit_candidate_id,top_score,top_confidence,top_track_name,top_source_gpx_basename,candidate_center_municipality,mountain_source_municipality,candidate_municipality_stability,location_stability_bucket,municipality_relation,center_distance_to_boundary_m,all_cardinal_1km_same,distance_stable_interior,location_stability_review_priority,review_reason_codes,notes
316,"高縄山",17,summit-candidate:6ba0d3c6b0fb6b96,0.7900,medium,"大月山・高縄山","yamap_2022-04-09_14_44.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,3448.293,true,true,high,"top_1_but_ambiguous","mountain=高縄山(#316); candidate=summit-candidate:6ba0d3c6b0fb6b96; track=""大月山・高縄山""; score=0.69; name_tier=strong; ele_diff=11.69m; loc=strong_overlap; act_conf=high"
317,"伊予富士",8,summit-candidate:6f70c7d3c27fe164,0.7800,medium,"伊予富士","yamap_2024-09-14_07_46.gpx","西条市","西条市",near_boundary,location_strong_match,same_municipality,5.944,false,false,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=伊予富士(#317); candidate=summit-candidate:6f70c7d3c27fe164; track=""伊予富士""; score=0.68; name_tier=strong; ele_diff=9.26m; loc=mismatch_warning; act_conf=high"
318,"中津山(明神山)",15,summit-candidate:fec0bb942061619b,0.8500,medium,"中津山(明神山)・猿越山","yamap_2024-09-23_07_35.gpx","久万高原町","久万高原町",near_boundary,location_strong_match,same_municipality,36.997,false,false,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=中津山(明神山)(#318); candidate=summit-candidate:fec0bb942061619b; track=""中津山(明神山)・猿越山""; score=0.75; name_tier=strong; ele_diff=1.47m; loc=strong_overlap; act_conf=high"
319,"猿越山",21,summit-candidate:eb3b108c5d508377,0.6900,medium,"中津山(明神山)・猿越山","yamap_2024-09-23_07_35.gpx","","久万高原町",outside_prefecture,location_uncertain_keep,candidate_outside_prefecture,,false,false,high,"top_1_but_ambiguous","mountain=猿越山(#319); candidate=summit-candidate:eb3b108c5d508377; track=""中津山(明神山)・猿越山""; score=0.69; name_tier=strong; ele_diff=24.67m; loc=strong_overlap; act_conf=high"
320,"銅山峰",21,summit-candidate:006436491de34784,0.6700,medium,"銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平","yamap_2022-11-26_04_41.gpx","新居浜市","新居浜市",near_boundary,location_strong_match,same_municipality,12.494,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=銅山峰(#320); candidate=summit-candidate:006436491de34784; track=""銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平""; score=0.57; name_tier=strong; ele_diff=399.61m; loc=strong_overlap; act_conf=high"
321,"西山",27,summit-candidate:057580d1c60049b6,0.8500,medium,"銅山峰・西山・三の森・二の森・一の森","yamap_2024-10-05_06_40.gpx","新居浜市","新居浜市",stable_interior,location_strong_match,same_municipality,3917.193,true,true,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=西山(#321); candidate=summit-candidate:057580d1c60049b6; track=""銅山峰・西山・三の森・二の森・一の森""; score=0.75; name_tier=strong; ele_diff=3.68m; loc=strong_overlap; act_conf=high"
322,"三の森",18,summit-candidate:057580d1c60049b6,0.6700,medium,"銅山峰・西山・三の森・二の森・一の森","yamap_2024-10-05_06_40.gpx","新居浜市","新居浜市",stable_interior,location_strong_match,same_municipality,3917.193,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=三の森(#322); candidate=summit-candidate:057580d1c60049b6; track=""銅山峰・西山・三の森・二の森・一の森""; score=0.57; name_tier=strong; ele_diff=271.32m; loc=strong_overlap; act_conf=high"
323,"二の森",18,summit-candidate:057580d1c60049b6,0.6700,medium,"銅山峰・西山・三の森・二の森・一の森","yamap_2024-10-05_06_40.gpx","新居浜市","新居浜市",stable_interior,location_strong_match,same_municipality,3917.193,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=二の森(#323); candidate=summit-candidate:057580d1c60049b6; track=""銅山峰・西山・三の森・二の森・一の森""; score=0.57; name_tier=strong; ele_diff=385.32m; loc=strong_overlap; act_conf=high"
324,"一の森",16,summit-candidate:0dea5d073885dc9d,0.8500,medium,"銅山峰・西山・三の森・二の森・一の森","yamap_2024-10-05_06_40.gpx","新居浜市","新居浜市",stable_interior,location_strong_match,same_municipality,3629.443,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=一の森(#324); candidate=summit-candidate:0dea5d073885dc9d; track=""銅山峰・西山・三の森・二の森・一の森""; score=0.75; name_tier=strong; ele_diff=0.91m; loc=strong_overlap; act_conf=high"
325,"三ッ足山",16,summit-candidate:8078eb6cc96c519a,0.8500,medium,"三ッ足山・カガマシ山・橡尾山・笹ヶ峰","yamap_2024-10-14_04_48.gpx","四国中央市","四国中央市",stable_interior,location_strong_match,same_municipality,1656.731,true,true,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=三ッ足山(#325); candidate=summit-candidate:8078eb6cc96c519a; track=""三ッ足山・カガマシ山・橡尾山・笹ヶ峰""; score=0.75; name_tier=strong; ele_diff=6.36m; loc=strong_overlap; act_conf=high"
326,"カガマシ山",21,summit-candidate:0886436b79473a6c,0.8500,medium,"三ッ足山・カガマシ山・橡尾山・笹ヶ峰","yamap_2024-10-14_04_48.gpx","四国中央市","四国中央市",near_boundary,location_strong_match,same_municipality,10.028,false,false,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=カガマシ山(#326); candidate=summit-candidate:0886436b79473a6c; track=""三ッ足山・カガマシ山・橡尾山・笹ヶ峰""; score=0.75; name_tier=strong; ele_diff=2.49m; loc=strong_overlap; act_conf=high"
327,"橡尾山",28,summit-candidate:a1b1b7885eeab893,0.6800,medium,"三ッ足山・カガマシ山・橡尾山・笹ヶ峰","yamap_2024-10-14_04_48.gpx","","四国中央市",outside_prefecture,location_uncertain_keep,candidate_outside_prefecture,,false,false,high,"top_1_but_ambiguous","mountain=橡尾山(#327); candidate=summit-candidate:a1b1b7885eeab893; track=""三ッ足山・カガマシ山・橡尾山・笹ヶ峰""; score=0.68; name_tier=strong; ele_diff=1.14m; loc=mismatch_warning; act_conf=high"
328,"笹ヶ峰",24,summit-candidate:851dc9683d2d7442,0.7500,medium,"三ッ足山・カガマシ山・橡尾山・笹ヶ峰","yamap_2024-10-14_04_48.gpx","","四国中央市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,5.925,false,false,medium,"top_3_with_evidence","mountain=笹ヶ峰(#328); candidate=summit-candidate:851dc9683d2d7442; track=""三ッ足山・カガマシ山・橡尾山・笹ヶ峰""; score=0.75; name_tier=strong; ele_diff=5.28m; loc=strong_overlap; act_conf=high"
329,"ハネズル山",13,summit-candidate:e2c08955f9275289,0.8500,medium,"ハネズル山","yamap_2024-10-20_06_42.gpx","四国中央市","四国中央市",near_boundary,location_strong_match,same_municipality,399.903,false,false,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=ハネズル山(#329); candidate=summit-candidate:e2c08955f9275289; track=""ハネズル山""; score=0.75; name_tier=strong; ele_diff=7.13m; loc=strong_overlap; act_conf=high"
330,"天堤山",18,summit-candidate:f54f44da226a4a15,0.7900,medium,"天堤山","yamap_2024-10-20_11_05.gpx","四国中央市","四国中央市",stable_interior,location_strong_match,same_municipality,2098.275,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=天堤山(#330); candidate=summit-candidate:f54f44da226a4a15; track=""天堤山""; score=0.69; name_tier=strong; ele_diff=12.15m; loc=strong_overlap; act_conf=high"
331,"五郎丸",20,summit-candidate:9cc74b44e1289236,0.7500,medium,"唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山","yamap_2024-12-01_06_40.gpx","","四国中央市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,4.425,false,false,medium,"top_3_with_evidence","mountain=五郎丸(#331); candidate=summit-candidate:9cc74b44e1289236; track=""唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山""; score=0.75; name_tier=strong; ele_diff=5.68m; loc=strong_overlap; act_conf=high"
332,"高丸",18,summit-candidate:9cc74b44e1289236,0.7500,medium,"唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山","yamap_2024-12-01_06_40.gpx","","四国中央市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,4.425,false,false,medium,"top_3_with_evidence","mountain=高丸(#332); candidate=summit-candidate:9cc74b44e1289236; track=""唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山""; score=0.75; name_tier=strong; ele_diff=0.32m; loc=strong_overlap; act_conf=high"
333,"金見山",20,summit-candidate:9cc74b44e1289236,0.7500,medium,"唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山","yamap_2024-12-01_06_40.gpx","","四国中央市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,4.425,false,false,medium,"top_3_with_evidence","mountain=金見山(#333); candidate=summit-candidate:9cc74b44e1289236; track=""唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山""; score=0.75; name_tier=strong; ele_diff=6.68m; loc=strong_overlap; act_conf=high"
334,"木峰",19,summit-candidate:9cc74b44e1289236,0.7500,medium,"唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山","yamap_2024-12-01_06_40.gpx","","四国中央市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,4.425,false,false,medium,"top_3_with_evidence","mountain=木峰(#334); candidate=summit-candidate:9cc74b44e1289236; track=""唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山""; score=0.75; name_tier=strong; ele_diff=4.68m; loc=strong_overlap; act_conf=high"
335,"天狗森",15,summit-candidate:9cc74b44e1289236,0.5700,medium,"唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山","yamap_2024-12-01_06_40.gpx","","四国中央市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,4.425,false,false,medium,"top_3_with_evidence","mountain=天狗森(#335); candidate=summit-candidate:9cc74b44e1289236; track=""唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山""; score=0.57; name_tier=strong; ele_diff=54.32m; loc=strong_overlap; act_conf=high"
336,"唐谷山",20,summit-candidate:32c1cf967ab82dbe,0.6200,medium,"唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山","yamap_2024-12-01_06_40.gpx","","四国中央市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,8.334,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=唐谷山(#336); candidate=summit-candidate:32c1cf967ab82dbe; track=""唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山""; score=0.62; name_tier=strong; ele_diff=18.24m; loc=mismatch_warning; act_conf=high"
337,"龍王山",22,summit-candidate:9cc74b44e1289236,0.5700,medium,"唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山","yamap_2024-12-01_06_40.gpx","","四国中央市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,4.425,false,false,medium,"top_3_with_evidence","mountain=龍王山(#337); candidate=summit-candidate:9cc74b44e1289236; track=""唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山""; score=0.57; name_tier=strong; ele_diff=139.32m; loc=strong_overlap; act_conf=high"
338,"大谷山",19,summit-candidate:32c1cf967ab82dbe,0.6800,medium,"唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山","yamap_2024-12-01_06_40.gpx","","四国中央市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,8.334,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=大谷山(#338); candidate=summit-candidate:32c1cf967ab82dbe; track=""唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山""; score=0.68; name_tier=strong; ele_diff=3.76m; loc=mismatch_warning; act_conf=high"
339,"城山",51,summit-candidate:9cc74b44e1289236,0.5700,medium,"唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山","yamap_2024-12-01_06_40.gpx","","四国中央市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,4.425,false,false,medium,"top_3_with_evidence","mountain=城山(#339); candidate=summit-candidate:9cc74b44e1289236; track=""唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山""; score=0.57; name_tier=strong; ele_diff=527.32m; loc=strong_overlap; act_conf=high"
340,"本尊山",20,summit-candidate:0bd3d051cdb972fd,0.6700,medium,"本尊山・秋葉山・立烏帽子山・明神山","yamap_2024-12-08_06_59.gpx","伊予市","伊予市",stable_interior,location_strong_match,same_municipality,2222.144,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=本尊山(#340); candidate=summit-candidate:0bd3d051cdb972fd; track=""本尊山・秋葉山・立烏帽子山・明神山""; score=0.57; name_tier=strong; ele_diff=445.31m; loc=strong_overlap; act_conf=high"
341,"秋葉山",21,summit-candidate:0bd3d051cdb972fd,0.8500,medium,"本尊山・秋葉山・立烏帽子山・明神山","yamap_2024-12-08_06_59.gpx","伊予市","伊予市",stable_interior,location_strong_match,same_municipality,2222.144,true,true,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=秋葉山(#341); candidate=summit-candidate:0bd3d051cdb972fd; track=""本尊山・秋葉山・立烏帽子山・明神山""; score=0.75; name_tier=strong; ele_diff=1.31m; loc=strong_overlap; act_conf=high"
342,"立烏帽子山",12,summit-candidate:f12898f5821b63b8,0.8500,medium,"本尊山・秋葉山・立烏帽子山・明神山","yamap_2024-12-08_06_59.gpx","伊予市","伊予市",stable_interior,location_strong_match,same_municipality,1446.108,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=立烏帽子山(#342); candidate=summit-candidate:f12898f5821b63b8; track=""本尊山・秋葉山・立烏帽子山・明神山""; score=0.75; name_tier=strong; ele_diff=5.88m; loc=strong_overlap; act_conf=high"
343,"明神山",27,summit-candidate:0bd3d051cdb972fd,0.8500,medium,"本尊山・秋葉山・立烏帽子山・明神山","yamap_2024-12-08_06_59.gpx","伊予市","伊予市",stable_interior,location_strong_match,same_municipality,2222.144,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=明神山(#343); candidate=summit-candidate:0bd3d051cdb972fd; track=""本尊山・秋葉山・立烏帽子山・明神山""; score=0.75; name_tier=strong; ele_diff=1.69m; loc=strong_overlap; act_conf=high"
344,"陣が森",15,summit-candidate:6b0155a434d72d79,0.6800,medium,"陣が森・岩が森・スクモ塚・高萩山・長者森","yamap_2024-12-15_07_21.gpx","","松山市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,0.85,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=陣が森(#344); candidate=summit-candidate:6b0155a434d72d79; track=""陣が森・岩が森・スクモ塚・高萩山・長者森""; score=0.68; name_tier=strong; ele_diff=5.55m; loc=mismatch_warning; act_conf=high"
345,"岩が森",33,summit-candidate:c195c34fb7e38d7a,0.6800,medium,"陣が森・岩が森・スクモ塚・高萩山・長者森","yamap_2024-12-15_07_21.gpx","","松山市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,2.315,false,false,high,"top_1_but_ambiguous","mountain=岩が森(#345); candidate=summit-candidate:c195c34fb7e38d7a; track=""陣が森・岩が森・スクモ塚・高萩山・長者森""; score=0.68; name_tier=strong; ele_diff=5.54m; loc=mismatch_warning; act_conf=high"
346,"スクモ塚",30,summit-candidate:d8270fc572efc0b2,0.8500,medium,"陣が森・岩が森・スクモ塚・高萩山・長者森","yamap_2024-12-15_07_21.gpx","松山市","松山市",near_boundary,location_strong_match,same_municipality,261.183,false,false,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=スクモ塚(#346); candidate=summit-candidate:d8270fc572efc0b2; track=""陣が森・岩が森・スクモ塚・高萩山・長者森""; score=0.75; name_tier=strong; ele_diff=3.95m; loc=strong_overlap; act_conf=high"
347,"高萩山",35,summit-candidate:f0a03b36c279ddd3,0.7500,medium,"陣が森・岩が森・スクモ塚・高萩山・長者森","yamap_2024-12-15_07_21.gpx","","松山市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,4.076,false,false,high,"top_1_but_ambiguous","mountain=高萩山(#347); candidate=summit-candidate:f0a03b36c279ddd3; track=""陣が森・岩が森・スクモ塚・高萩山・長者森""; score=0.75; name_tier=strong; ele_diff=3.21m; loc=strong_overlap; act_conf=high"
